lemma_id	majority_sense_id	majority_count	total_count	majority_pct	pending_tokens	note
lemma_7120	lemma_7120_sense_11540	19	24	79.2	1	2 senses in corpus
lemma_7406	lemma_7406_sense_12052	62	121	51.2	1	5 senses in corpus
lemma_3112	lemma_3112_sense_4939	457	735	62.2	1	5 senses in corpus
lemma_6186	lemma_6186_sense_9760	3	6	50.0	1	2 senses in corpus
lemma_3118	lemma_3118_sense_4948	38	38	100.0	1	1 senses in corpus
lemma_29842	lemma_29842_sense_46799	2	6	33.3	1	3 senses in corpus
lemma_576	lemma_576_sense_861	30	46	65.2	1	2 senses in corpus
lemma_2541	lemma_2541_sense_4069	37	43	86.0	1	3 senses in corpus
lemma_5957	lemma_5957_sense_9442	56	63	88.9	1	2 senses in corpus
lemma_4813	lemma_4813_sense_7442	49	138	35.5	1	5 senses in corpus
lemma_7735	lemma_7735_sense_12681	26	41	63.4	1	4 senses in corpus
lemma_3919	lemma_3919_sense_6184	6	6	100.0	1	1 senses in corpus
lemma_68309	lemma_68309_sense_105705	2	3	66.7	1	2 senses in corpus
lemma_3937	lemma_3937_sense_6214	89	102	87.3	1	2 senses in corpus
lemma_7241	lemma_7241_sense_11742	10	22	45.5	1	3 senses in corpus
lemma_5931	lemma_5931_sense_9399	9	10	90.0	1	2 senses in corpus
lemma_6126	lemma_6126_sense_9659	33	56	58.9	1	3 senses in corpus
lemma_2728	lemma_2728_sense_4396	1	1	100.0	1	1 senses in corpus
lemma_3719	lemma_3719_sense_5884	8	14	57.1	1	4 senses in corpus
lemma_2692	lemma_2692_sense_4337	1	1	100.0	1	1 senses in corpus
lemma_6139	lemma_6139_sense_9684	45	45	100.0	1	1 senses in corpus
lemma_5541	lemma_5541_sense_8644	21	34	61.8	1	3 senses in corpus
lemma_7339	lemma_7339_sense_11897	7	9	77.8	1	2 senses in corpus
lemma_14271	lemma_14271_sense_23642	15	16	93.8	1	2 senses in corpus
lemma_5114	lemma_5114_sense_7959	36	36	100.0	1	1 senses in corpus
lemma_7864	lemma_7864_sense_12897	122	186	65.6	1	2 senses in corpus
lemma_6779	lemma_6779_sense_10796	26	37	70.3	1	2 senses in corpus
lemma_4923	lemma_4923_sense_7663	25	25	100.0	1	1 senses in corpus
lemma_5699	lemma_5699_sense_8922	121	366	33.1	1	8 senses in corpus
lemma_14756	lemma_14756_sense_3286	6	9	66.7	1	2 senses in corpus
lemma_1154	lemma_1154_sense_1822	10	13	76.9	1	2 senses in corpus
lemma_9503	lemma_9503_sense_15442	3	3	100.0	1	1 senses in corpus
lemma_3035	lemma_3035_sense_4841	4	7	57.1	1	3 senses in corpus
lemma_15630	lemma_15630_sense_25797	15	18	83.3	1	3 senses in corpus
lemma_910	lemma_910_sense_1500	11	15	73.3	1	3 senses in corpus
lemma_1999	lemma_1999_sense_3082	61	107	57.0	1	4 senses in corpus
lemma_13441	lemma_13441_sense_21968	9	12	75.0	1	2 senses in corpus
lemma_7631	lemma_7631_sense_12509	25	59	42.4	1	4 senses in corpus
lemma_3067	lemma_3067_sense_4888	15	35	42.9	1	5 senses in corpus
lemma_7336	lemma_7336_sense_11893	100	187	53.5	1	2 senses in corpus
lemma_6763	lemma_6763_sense_10752	130	272	47.8	1	8 senses in corpus
lemma_4218	lemma_4218_sense_6603	8	14	57.1	1	2 senses in corpus
lemma_1673	lemma_1673_sense_72939	48	77	62.3	1	4 senses in corpus
lemma_5587	lemma_5587_sense_8737	282	290	97.2	1	2 senses in corpus
lemma_22461	lemma_22461_sense_36535	8	9	88.9	1	2 senses in corpus
lemma_1498	lemma_1498_sense_2320	6	10	60.0	1	5 senses in corpus
lemma_27030	lemma_27030_sense_42995	10	10	100.0	1	1 senses in corpus
lemma_18088	lemma_18088_sense_30555	3	3	100.0	1	1 senses in corpus
lemma_7280	lemma_7280_sense_11802	6	8	75.0	1	2 senses in corpus
lemma_6762	lemma_6762_sense_10749	6	13	46.2	1	3 senses in corpus
lemma_7908	lemma_7908_sense_12967	45	88	51.1	1	4 senses in corpus
lemma_5660	lemma_5660_sense_8860	215	215	100.0	1	1 senses in corpus
lemma_2204	lemma_2204_sense_3494	61	75	81.3	1	3 senses in corpus
lemma_4359	lemma_4359_sense_6811	245	270	90.7	1	3 senses in corpus
lemma_5314	lemma_5314_sense_8278	32	32	100.0	1	1 senses in corpus
lemma_2302	lemma_2302_sense_3672	3	9	33.3	1	5 senses in corpus
lemma_8147	lemma_8147_sense_4625	7	8	87.5	1	2 senses in corpus
lemma_7235	lemma_7235_sense_11731	12	12	100.0	1	1 senses in corpus
lemma_487	lemma_487_sense_693	7	14	50.0	1	3 senses in corpus
lemma_5543	lemma_5543_sense_8654	5	8	62.5	1	4 senses in corpus
lemma_13595	lemma_13595_sense_22395	8	10	80.0	1	2 senses in corpus
lemma_4787	lemma_4787_sense_7401	180	277	65.0	1	3 senses in corpus
lemma_2670	lemma_2670_sense_4300	154	154	100.0	1	1 senses in corpus
lemma_3020	lemma_3020_sense_4824	1	2	50.0	1	2 senses in corpus
lemma_2328	lemma_2328_sense_3726	13	21	61.9	1	4 senses in corpus
lemma_4122	lemma_4122_sense_6475	13	13	100.0	1	1 senses in corpus
lemma_9542	lemma_9542_sense_15479	17	24	70.8	1	3 senses in corpus
lemma_1435	lemma_1435_sense_2210	10	10	100.0	1	1 senses in corpus
lemma_10599	lemma_10599_sense_16991	18	27	66.7	1	3 senses in corpus
lemma_5712	lemma_5712_sense_8956	58	59	98.3	1	2 senses in corpus
lemma_3352	lemma_3352_sense_5266	252	268	94.0	1	2 senses in corpus
lemma_1087	lemma_1087_sense_1730	500	503	99.4	1	3 senses in corpus
lemma_3668	lemma_3668_sense_5791	19	72	26.4	1	7 senses in corpus
lemma_11522	lemma_11522_sense_18372	15	15	100.0	1	1 senses in corpus
lemma_6794	lemma_6794_sense_10832	10	12	83.3	1	2 senses in corpus
lemma_5021	lemma_5021_sense_7803	55	84	65.5	1	2 senses in corpus
lemma_6048	lemma_6048_sense_9571	5	5	100.0	1	1 senses in corpus
lemma_1389	lemma_1389_sense_2143	7	11	63.6	1	2 senses in corpus
lemma_6264	lemma_6264_sense_9878	6	6	100.0	1	1 senses in corpus
lemma_3341	lemma_3341_sense_5244	449	507	88.6	1	3 senses in corpus
lemma_3039	lemma_3039_sense_4846	251	341	73.6	1	4 senses in corpus
lemma_5797	lemma_5797_sense_15046	1	3	33.3	1	3 senses in corpus
lemma_54856	lemma_54856_sense_89722	1	1	100.0	1	1 senses in corpus
lemma_3353	lemma_3353_sense_5269	3	4	75.0	1	2 senses in corpus
lemma_4496	lemma_4496_sense_7014	6	12	50.0	1	3 senses in corpus
lemma_4823	lemma_4823_sense_7461	1505	1505	100.0	1	1 senses in corpus
lemma_6430	lemma_6430_sense_14588	15	24	62.5	1	2 senses in corpus
lemma_25517	lemma_25517_sense_40851	17	18	94.4	1	2 senses in corpus
lemma_2125	lemma_2125_sense_3301	3	9	33.3	1	4 senses in corpus
lemma_2638	lemma_2638_sense_4246	23	39	59.0	1	3 senses in corpus
lemma_5821	lemma_5821_sense_9205	63	65	96.9	1	2 senses in corpus
lemma_1996	lemma_1996_sense_3067	111	136	81.6	1	5 senses in corpus
