file;xml_id;form;normalisiert;action;review_grund;neu_lemmaRef;neu_pos;ziel_lemma_form;lemma_kandidaten;lemma_pos_alle;vers_n;vorvers;vers;folgevers;umfeld
WZB.tei.xml;WZB_82vb_26_3;stŏseln;stoeseln;REVIEW;lemma-kein-treffer;;;;;;;Alle vas des geczeldis zu allem seinem dienste vnd recht also wol sein pflokke als seine grunde;Gepeut das sie dir brengen gar clares ŏl von ŏl bovmen mit **stŏseln** zu stosen das steticlich die lucerne brinne;in dem geczelde des geczeuknusses ouserthalbe des vorhanges der do vberal ist vorgespannen dem geczeuknusse Und seczen werden sie vnd seine kinder das sie leuchten vncz bis fru vor vnserm herren Ewig wirt vbunge in ir nochkumlinge von etcetera;von ŏl bovmen mit **stŏseln** zu stosen das steticlich
WZB.tei.xml;WZB_83rb_17_4;hŏen;hoeen;REVIEW;lemma-kein-treffer;;;;;;;Aber das humeral sullen sie machen von golde vnd von seidein iacincten von purpur vnd von rotem czwir geverbet vnd von pfelle anderweit gebleichet mit mancher hande varbe geworchter kunst;Czwei zu houfgefugte seumel sol das haben in irn **hŏen** czu beiden seiten so das es zu samen kvme;Und das gewurchte vnd alles des werkis mancher hande varbe sol sein von golde vnd von seydein iacincten vnd purpur vnd von rotem czwir geverbet vnd mit czwir gebleichter pfelle;das haben in irn **hŏen** czu beiden seiten so
WZB.tei.xml;WZB_84vb_8_2;gerŏst;geroest;ANNOTATE;;lexicon.xml#lemma_13271;VRB;rœsten;lemma_13271;VRB;;Svnder vnd ouch das tu so das her mir zu der pfafheit werde geweihet Nim eyn DUS kalp von der hert vnd czwen vngemeiligte wider;vnd osterbrot Und ein vngesow̆erteigtes crustilbrot das do besprenget sei mit ŏle Und laganich osterbrot in der pfannen in ol **gerŏst**;Und mache das alles von weiczeim mele vnd lege sie in einen korp vnd opfer die;der pfannen in ol **gerŏst** Und mache das alles
WZB.tei.xml;WZB_85ra_8_6;rŏcke;roecke;ANNOTATE;;lexicon.xml#lemma_4956;NOM;roc;lemma_4956;NOM;;vnd geusse im ouf das houbt der ŏl salbunge Und also in dem selben site weihe in;Und ouch sein svne halt hin zu vnd tu in an die leinein **rŏcke**;vnd gurte mit dem gurtel vnd ouch seine svne vnd secze in ouf houben vnd werden meine pfaffen noch ewigen heiligen siten Und wenne du geweihest ire hende;in an die leinein **rŏcke** vnd gurte mit dem
WZB.tei.xml;WZB_85ra_17_3;tŏte;toete;REVIEW;pos-mehrdeutig;;;tœten;lemma_6133;NOM VRB;;so hald ouch hin zu das kalp vor das geczelt des geczeuknusse vnd vnd sein svne sullen ire hende legen ouf das houbet des kalbes;vnd **tŏte** das in der angesichte vnsers herren bei der tur des geczeldis des geczeuknusses;Und nim von dem DUS blute des kalpes vnd leg das ouf die horner des alters mit deinem vinger Das ander blut geusse nebin seinen grunt U;houbet des kalbes vnd **tŏte** das in der angesichte
WZB.tei.xml;WZB_85va_25_3;gerŏst;geroest;ANNOTATE;;lexicon.xml#lemma_13271;VRB;rœsten;lemma_13271;VRB;;so heb ouf die veisticheit von dem wider vnd den czagil vnd das veiste das do ist ouf dem vleische vnd das veiste das do ist vmb das in gesneite vnd das necze der lebern vnd die czwen niren vnd das veiste das dorumb ist Und die rechte schulder do von das es ist der wider der weihunge;vnd einen kuchen brotis vnd cruftel brot mit ŏl besprenget Und laganisch brot in ŏl **gerŏst** ous dem oster korbe das do ist gesaczt in der angesicht vnsers herren;Und secze das alles ouf die hende vnd seiner svne vnd heilige sie hebende das ouf vor vnserm herren;laganisch brot in ŏl **gerŏst** ous dem oster korbe
WZB.tei.xml;WZB_87rb_20_4;ŏlpoumen;oelpoumen;REVIEW;lemma-kein-treffer;;;;;;;sprechende Nim dir der besten smirnischen wurcze vnd ousderwelter funf hundert scot vnd cynomin halb also vil das ist czweihundert vnd funfczig scot vnd calamisch wurcze gleich also vil czweihundert vnd funfczig scot;Und cassische pfeifen funf hundert scot noch der wage des heiligtumes Und ŏl von **ŏlpoumen** ein mase die do heisset hin;Und mache heiliges ŏl der salbunge Und ein czu houfgelegte salbe noch dem wercke der salben;heiligtumes Und ŏl von **ŏlpoumen** ein mase die do
WZB.tei.xml;WZB_87va_16_1;vorstŏret;vorstoeret;REVIEW;lemma-kein-treffer;;;;;;;Menschen vleisch sol do mit nicht gesalbet werden vnd noch seiner zu houf legunge machet kein andre;Unde welcher mensch zu houfe leget ein semeliche vnd gibt do von einem fremden der wirt **vorstŏret** ous seinem volke volke;Und vnser herre sprach zu Nim dir wurcze mirre vnd oniknien wurcze v vnd galbanum des susen ruches vnd gar liechten wĭrouch gleicher wage ei DUS nes also vil als des andern;einem fremden der wirt **vorstŏret** ous seinem volke volke
WZB.tei.xml;WZB_91va_17_3;tŏchtern;toechtern;ANNOTATE;;lexicon.xml#lemma_6135;NOM;tohter;lemma_6135;NOM;;Nicht stifte friede mit den leuten der selben reiche das dir ymant rufe wenne sie vnkeuschen mit iren gŏten vnd ir bilde an beten so das du essest von irem opfer;Noch kein weip nyme nicht von iren **tŏchtern** deinen svnen das sie icht wenne sie gevnkeuschen machen ouch deine kinder vnkeuschen in ire DUS gŏte;Gegosne gŏte saltu dyr nicht machen;nyme nicht von iren **tŏchtern** deinen svnen das sie
WZB.tei.xml;WZB_91vb_19_2;lŏse;loese;REVIEW;lemma-mehrdeutig;;;;lemma_3818 lemma_3837;;;Alle knechtils geslechte das do entsleusset den bouch wirt mein ous allen tiren also wol von ochsen als von schafen alles wirt es mein;Die erste gepurt des esils lose mit einem schafe Ist aber das du nicht lones dorumme gibst so sol man es tŏten Die erst geburt deiner svne **lŏse** noch erschein in meiner angesicht nicht ler;Sechs tage soltu arbeiten an dem sibenden tage soltu ouf hŏren von ackern vnd von sneiden;erst geburt deiner svne **lŏse** noch erschein in meiner
WZB.tei.xml;WZB_92vb_25_2;Pflŏcke;pfloecke;REVIEW;lemma-kein-treffer;;;;;;;Umbhenge die turn des geczeldis mit seulen vnd seinen grunden ein vorhank zu den turn der vorlouben;**Pflŏcke** zu dem geczelde mit iren seilen;Gewant des man bedarf zu dem dienste der heilicheit Gewant des bischofs vnd seiner kinder so das sie mir der pfafheit gebrouchen;den turn der vorlouben **Pflŏcke** zu dem geczelde mit
WZB.tei.xml;WZB_93ra_12_5;gerŏte;geroete;ANNOTATE;;lexicon.xml#lemma_4963;VRB;roeten;lemma_4963;VRB;;Man vnd wip gaben dar achsil span vnd ŏrringe vnd arm gespan Alle guldeine vas zu gabe vnserm herren wart gesvndert;Wer do hatte iacinten vnd purpir vnd rotes czwir geverbet vnd pfelle vnd czigen har vnd **gerŏte** widers heute vnd iacinctisch geverbte heute;Silber vnd allerleier opferten sie vnserm herren Und sethimisch holcze in aller hande werck;vnd czigen har vnd **gerŏte** widers heute vnd iacinctisch
WZB.tei.xml;WZB_93vb_24_0;ŏrl;oerl;REVIEW;lemma-kein-treffer;;;;;;;Und ouch die andern machte her zu ein ander;Ouch machte her iacintische **ŏrl** an dem sovme eines vmmehanges zu beiden seiten Und an dem sovme des andern vmmehanges gleycher weise machte her also so das die clingel gegen ein ander quamen vnd glich zu sammen wurden gefuget;D Dorvmme gos her ouch funfczig guldeine ringel die her heste in die ŏrl der vmhenge vnd wurde ein geczelt;Ouch machte her iacintische **ŏrl** an dem sovme eines
WZB.tei.xml;WZB_93vb_34_3;ŏrl;oerl;REVIEW;lemma-kein-treffer;;;;;;;Ouch machte her iacintische ŏrl an dem sovme eines vmmehanges zu beiden seiten Und an dem sovme des andern vmmehanges gleycher weise machte her also so das die clingel gegen ein ander quamen vnd glich zu sammen wurden gefuget;D Dorvmme gos her ouch funfczig guldeine ringel die her heste in die **ŏrl** der vmhenge vnd wurde ein geczelt;Ouch machte her eilf vberdecken von czigen har zu decken das EXO dach des geczeldis;her heste in die **ŏrl** der vmhenge vnd wurde
WZB.tei.xml;WZB_94ra_11_0;ŏrl;oerl;REVIEW;lemma-kein-treffer;;;;;;;der her funf fugte zu sammen hinder sich vnd die andern sechse machte her ouch zu sammen besvnderlich;Und machte funfczig **ŏrl** an dem sovme einer vbirdecken vnd funfczig an dem seumil der andern vbirdecke so das man sie zu samen nestilte;Und funfczig ereyne heftil do mit man das dach nestilte so das ein mantil ous allen vbirdecken wurde;besvnderlich Und machte funfczig **ŏrl** an dem sovme einer
WZB.tei.xml;WZB_95ra_8_2;hŏen;hoeen;REVIEW;lemma-kein-treffer;;;;;;;Ouch machte her czwen EXO cherubin ous gehemertem golde die saczte her zu beiden seiten der gnaden tafeln;Einen cherub in der hŏe eines teiles Den andern cherub in der hŏe des andern teiles Czwen cherubin in beiden **hŏen** der gnaden tafeln;ous reckende ire flugel vnd bedeckende die genaden tafel sich selber an ein ander vnd die bet tafel an sehende;Czwen cherubin in beiden **hŏen** der gnaden tafeln ous
WZB.tei.xml;WZB_95va_11_2;hŏrnern;hoernern;REVIEW;lemma-kein-treffer;;;;;;;Ouch EXO machte her einen alter des thimiamischen puluers von sethimischem holcze der in seyner virunge zu yclicher seyten hette ein dovm elen vnd in die hŏe czwu Uon des winkeln giengen hŏrner;vnd̄ vmmelegte den mit reinem golde mit seinem roste Vnd mit wenden vnd **hŏrnern** Vnd machte im ouch ein guldein crone vm vnd vmme;vnd czwen guldeine ringe czu yclicher seiten das man do durch lase rigel das man den alter muge getragen;Vnd mit wenden vnd **hŏrnern** Vnd machte im ouch
WZB.tei.xml;WZB_95vb_2_6;tŏpfe;toepfe;ANNOTATE;;lexicon.xml#lemma_6144;NOM;topf;lemma_6144;NOM;;des hŏrner ous seinen winkeln giengen Und den bedacte her mit ereinen blechen;Und zu seinem gerete ma DUS chte her allerlei vas ereine **tŏpfe** czangen vnd crewel vnd haken vnd des few̆ers hantreichunge;Und seinen rost in der gestalt eines neczes machte her erein v vnd vnder den rost in der mitte des alters ein elterlin;her allerlei vas ereine **tŏpfe** czangen vnd crewel vnd
WZB.tei.xml;WZB_96vb_33_3;hŏen;hoeen;REVIEW;lemma-kein-treffer;;;;;;;Und czu sneit guldeine blech vnd zu dvnte sie in vedem so das man sie mochte gedringen oder gewirken oder geneen mit der vorigen varb wenil;Und czwei sevmel die zu beiden seiten in iren **hŏen** zu sammen waren gefuget;Und einen gurtel ous den selben varben als vnser herre gepoten hette;beiden seiten in iren **hŏen** zu sammen waren gefuget
WZB.tei.xml;WZB_97va_33_3;gerŏten;geroeten;ANNOTATE;;lexicon.xml#lemma_4963;VRB;roeten;lemma_4963;VRB;;Und opferten das geczelt vnd das dach vnd allen seinen bower rat Die ringe die tafeln di rigil die seulen vnd die grunde;di vbirdecken von den **gerŏten** widers heuten Und die ander vbir decke von iacincten geverbten heuten;den vor DUS hank die arche die rigel der genaden tafel;di vbirdecken von den **gerŏten** widers heuten Und die
WZB.tei.xml;WZB_98vb_8_5;vŏr;voer;REVIEW;pos-mehrdeutig;;;vor;lemma_7194;ADV GRA PRP;;wenne sie ein giengen in das geczelt des frides vnd zu traten zu dem alter als vnser herre gepoten hete;Ouch richte her ouf das groze geczelt in dem vmringe dicz geczeldis vnd des alters czihende **vŏr** in dem ein gange einen vorhang Aber do alle dink volkomen wurden;do bedakte ein gewulken das geczelt des geczeuknusses Und gotis ere erfulte das;vnd des alters czihende **vŏr** in dem ein gange
WZB.tei.xml;WZB_101ra_6_6;tŏte;toete;REVIEW;pos-mehrdeutig;;;tœten;lemma_6133;NOM VRB;;Ist das ein priester der do ist gesalbt svndet machende svnden das volk der opfer vor sein svnde IIII Levitici LEUIT ein vngemeiligtes kalp vnserm herren;Und fure das zu der tur des geczeldes des geczeuknusse vor vnserm herren vnd leg sein hant ouf sein haubt vnd **tŏte** das vor vnserm herren;vnd schepfe von dem blute des kalbes vnd trage das geczelt des geczeuknusse;ouf sein haubt vnd **tŏte** das vor vnserm herren
WZB.tei.xml;WZB_101vb_30_7;tŏte;toete;REVIEW;pos-mehrdeutig;;;tœten;lemma_6133;NOM VRB;;Und bekennet sein svnde der opfer ein vngemeiligte czige;vnd leg sein hant ouf das houbt seines opfertires das do ist vor die svnde vnd **tŏte** sie an der stat des gancz enczunten opfers;Und ouf hebe der priester von irem blute an seinem vinger vnd rure die hŏrner des alters des gancz enczvnten opfers das ander giesse LEUITICUS her an seinen grunt;vor die svnde vnd **tŏte** sie an der stat
WZB.tei.xml;WZB_102ra_14_2;tŏte;toete;REVIEW;pos-mehrdeutig;;;tœten;lemma_6133;NOM VRB;;Ist aber das von den lemmern ist sein opfertir das ist ein vngemeiligtes schaf;so lege her sein hant ouf sein houbet vnd **tŏte** das an der stat do man slahen pfligt di gancz enczunten opfertir;Und der priester neme von seinem blut mit seinem vinger vnd rure die horner des ganczenczunten opfers alter das vberige giesse her an seinen grunt;ouf sein houbet vnd **tŏte** das an der stat
WZB.tei.xml;WZB_102vb_7_0;schŏpfe;schoepfe;REVIEW;lemma-kein-treffer;;;;;;;Und ist das sein hant nicht mag geopfern czwu turkiltouben oder die czwei touben keuchel so opfer her vor die svnde semýl das czehende teil einer mase die do heisset eph Nicht tu her dor ein ŏl noch nichtesnicht w weirouches lege her dor eyn wenne es ist vmme die svnde;vnd gebe sie dem priester Der **schŏpfe** do von ein hant vol vnd vorbru das ouf dem alter zu seinem gedechtnusse;der das hat geopfert bitende vor in vnd reinigende in das vberige teil vorwar habe her zu gabe;sie dem priester Der **schŏpfe** do von ein hant
WZB.tei.xml;WZB_103vb_17_2;gerŏst;geroest;ANNOTATE;;lexicon.xml#lemma_13271;VRB;rœsten;lemma_13271;VRB;;Das ist das opfer vnd seiner svne die sie opfern sullen vnserm herren an dem tage der kresemunge Das czehende teil der mase die do heisset eph sullen sie opfern semil in ewigem opfer der heilicheit sein halben teil vru vnd sein halben teil des abendes;die do in der pfannen mit ŏl besprengt werden vnd **gerŏst** Aber opfern sol her sie warm in einen suzen ruche vnserm herren;Der priester der in die recht seines vaters ist getreten v vnd gar wirt sie vorbrant ouf dem alter;ŏl besprengt werden vnd **gerŏst** Aber opfern sol her
WZB.tei.xml;WZB_107ra_34_1;getŏtest;getoetest;REVIEW;lemma-kein-treffer;;;;;;;sprach Das ist die rede die vnser herre gepoten hat Tut das so wirt euch erscheinen sein ere;Vnd zu sprach her Trit zu zu dem alter vnd opfer vor die svnde Opfer gancz enczvntes opfer vnd bite vor dich vnd vor das volk Vnd wenne du **getŏtest** das opfertir des volkes so bite vor sie als vnser herre hat gepoten;U Und zu hant trat zu zu dem alter vnd tŏtte das kalp vmme seine svnde;volk Vnd wenne du **getŏtest** das opfertir des volkes
WZB.tei.xml;WZB_108ra_9_0;rŏcken;roecken;ANNOTATE;;lexicon.xml#lemma_4956;NOM;roc;lemma_4956;NOM;;Und rufte vnd den svnen LEUITICUS aarons vetter vnd sprach czu in Geet vnd hebt ouf ewer b bruder von der angesicht des heiligtumes vnd traget sie ous den purgen;Und endlich giengen sie vnd trugen si als sie lagen gecleidet mit leineinen **rŏcken** vnd wurfen sie hin fur als in was gepoten;Und redte zu vnd zu vnd czu seinen svnen Ewer houbt sult ir nicht entplŏssen vnd ewer gewant sult ir nicht zu reissen das ir leichte icht sterbet vnd vber alle dise schar ouf gee der czorn Ew̆er bruder vnd alles ysrahelischs hous sullen clagen das anczvnden das vnser herre hat erwekt;lagen gecleidet mit leineinen **rŏcken** vnd wurfen sie hin
WZB.tei.xml;WZB_108ra_13_4;entplŏssen;entploessen;REVIEW;lemma-kein-treffer;;;;;;;Und endlich giengen sie vnd trugen si als sie lagen gecleidet mit leineinen rŏcken vnd wurfen sie hin fur als in was gepoten;Und redte zu vnd zu vnd czu seinen svnen Ewer houbt sult ir nicht **entplŏssen** vnd ewer gewant sult ir nicht zu reissen das ir leichte icht sterbet vnd vber alle dise schar ouf gee der czorn Ew̆er bruder vnd alles ysrahelischs hous sullen clagen das anczvnden das vnser herre hat erwekt;Aber ir sult nicht ous gen vor die tur des geczeldis oder ir vorterbit Wenne das ŏl der salbunge ist ouf euch Die taten das alles noch dem gepote;houbt sult ir nicht **entplŏssen** vnd ewer gewant sult
WZB.tei.xml;WZB_108vb_7_5;mŏcht;moecht;REVIEW;pos-mehrdeutig;;;mügen;lemma_4240;VEM VRB;;Und zu vordrist dorvmme wenne von seinem blute nicht ein getragen ist in die heilikeit vnd solt sie haben gessen in der heilicheit als mir gepoten ist;Do antworte Geopfert ist heute des siges opfer tir vor die svnde vnd das gancz enczunte opfer tir vor vnserm herren Aber mir ist geschehen daz du sichst wie **mŏcht** ich sie gessen oder behagen gote in seinen hochczeitlichen rechten mit cleglichem herczen;Do das erhorte do nam her seine buze XI;daz du sichst wie **mŏcht** ich sie gessen oder
WZB.tei.xml;WZB_110va_11_0;turkiltŏubil;turkiltoeubil;REVIEW;lemma-kein-treffer;;;;;;;Der e W LEVITICUS opfert die vor vnserm herren vnd bitet vor sie vnd also so wirt sie gereinigt von dem vlusse ires blutes Das ist die der geperenden vrowen Ein knechtil oder ein meidel;Vnd ist das nicht vindet ir hant noch en mag nicht geopfern ein lamp so neme sie czwei **turkiltŏubil** oder czwei touben keuchel eines yn gancz enczuntes opfer vnd das ander vor die svnde Und biten sol vor sie der priester vnd also wirt sie gereinigt etcetera;Und XIII vnser herre redte czu vnd zu sprechende;so neme sie czwei **turkiltŏubil** oder czwei touben keuchel
WZB.tei.xml;WZB_112vb_16_3;tŏte;toete;REVIEW;pos-mehrdeutig;;;tœten;lemma_6133;NOM VRB;;so hebe her ouf ein lamp vnd opfer das vor die vorlasenheit Und einen sechster oles Und so her das alles geopfert vor vnsern herren;so **tŏte** her das lamp do man pfliget zu toten die opfer tir vor die svnde vnd das ganczenczunte opfer das ist an der heiligen stat recht als vmme die svnde als vmbe die vorlasenheit an den priester gehoret das opfer Heilicheit der heiligen ist es;Und nemen sol der priester von dem blute des opfertires das do ist getŏtet vmme die vorlasenheit vnd lege das ouf das endliste teil des rechten oren das den man reiniget vnd ouf die dovmen der rechten hant vnd des fuzes;vor vnsern herren so **tŏte** her das lamp do
WZB.tei.xml;WZB_113ra_27_0;turtiltŏubel;turtiltoeubel;REVIEW;lemma-kein-treffer;;;;;;;Und ist das her arme ist vnd sein hant nicht vinden mag das das do gesprochen so neme her ein lamp vor die vorlasenheit zu einem opfer so das vor in bite der priester vnd einen czehenden semil besprengt mit ole zu der heilicheit opfer vnd einen sechster oles;vnd czwei **turtiltŏubel** oder czwei touben keuchel Der eines sol werden vmme die svnde vnd das ander zu gancz enczuntem opfer;das opfer her an dem achten tage seiner reinigunge dem priester zu der tur des geczeldis des geczeuknusse vor vnserm herren;sechster oles vnd czwei **turtiltŏubel** oder czwei touben keuchel
WZB.tei.xml;WZB_113rb_7_6;ŏls;oels;ANNOTATE;;lexicon.xml#lemma_4455;NOM;öl;lemma_4455;NOM;;Und wenne her das lamp getŏtet so leget er von seinem blute ouf das eusriste teil seines rechten oren den man reinigt vnd ouf die dovmen seiner rechten hant vnd seines fuzes;Aber des **ŏls** ein teil tu her in seine linke hant;dor ein tvnket her den vinger seiner rechten hant vnd sprengt gegen vnserm herren siben stunt;seines fuzes Aber des **ŏls** ein teil tu her
WZB.tei.xml;WZB_113rb_19_3;ŏlis;oelis;REVIEW;lemma-kein-treffer;;;;;;;Und ruret das endliste teil seines rechten orn des den man reinigt vnd di rechten dovmen der hant vnd des fuzes an die stat des blutis das do vorgossen ist vmme die vorlasenheit;Aber das ander teil des **ŏlis** das do ist in der linken hant las er ouf das houbt des gereinigten LEUITICUS so das her bite vor in vnsern herren;Und das turtiltoubil oder das toubenkeuchil;das ander teil des **ŏlis** das do ist in
WZB.tei.xml;WZB_114ra_17_6;getŏtten;getoetten;REVIEW;pos-mehrdeutig;;;tœten;lemma_6133;NOM VRB;;vnd tote einen sperling in einem tenneinen vasse ouf lebendigen wassern;vnd heb ouf cedrein holcz vnd das rote vnd den lebendigen sperlinc vnd tvnke die alle in das blut des **getŏtten** sperlinges Und in den lebendigen wassern vnd besprenge das hous sibenstunt;vnd reinigen wirt her das also w wol in dem blute des sperlings als in den lebendigen wassern vnd in dem lebendigen vogil vnd dem cedrein holcze vnd in dem ysop vnd dem gewurmilten;in das blut des **getŏtten** sperlinges Und in den
WZB.tei.xml;WZB_116rb_10_6;wŭnschet;wuenschet;ANNOTATE;;lexicon.xml#lemma_7716;VRB;wünschen;lemma_7716;VRB;;Und wenne her gereinigt das heiligtum vnd das geczelt vnd den alter Und denne opfer er den lebendigen czigen pok;vnd lege seine peide hende ouf sein houbt vnd peichtige alle die missetat vnd alle ire vorlasenheit vnd ire svnde Die **wŭnschet** her seinem houbte vnd sendet in bei einem menschen der do zu ist bereit in die wustenunge;Und wenne der czigen pok getregt alle ire missetat in eine wŭste erde Und wirt gelasen in der wŭstenunge;vnd ire svnde Die **wŭnschet** her seinem houbte vnd
WZB.tei.xml;WZB_116rb_16_2;wŭste;wueste;REVIEW;lemma-mehrdeutig;;;;lemma_7672 lemma_7704;;;vnd lege seine peide hende ouf sein houbt vnd peichtige alle die missetat vnd alle ire vorlasenheit vnd ire svnde Die wŭnschet her seinem houbte vnd sendet in bei einem menschen der do zu ist bereit in die wustenunge;Und wenne der czigen pok getregt alle ire missetat in eine **wŭste** erde Und wirt gelasen in der wŭstenunge;so keret wider in das geczelt des geczeuknusses V e LEUITICUS Und leget abe das gewant mit dem her vor was an getan do her ein gienk in das heiligtum vnd lest die aldo;ire missetat in eine **wŭste** erde Und wirt gelasen
WZB.tei.xml;WZB_116rb_17_4;wŭstenunge;wuestenunge;ANNOTATE;;lexicon.xml#lemma_59071;NOM;wüestenunge;lemma_59071;NOM;;vnd lege seine peide hende ouf sein houbt vnd peichtige alle die missetat vnd alle ire vorlasenheit vnd ire svnde Die wŭnschet her seinem houbte vnd sendet in bei einem menschen der do zu ist bereit in die wustenunge;Und wenne der czigen pok getregt alle ire missetat in eine wŭste erde Und wirt gelasen in der **wŭstenunge**;so keret wider in das geczelt des geczeuknusses V e LEUITICUS Und leget abe das gewant mit dem her vor was an getan do her ein gienk in das heiligtum vnd lest die aldo;wirt gelasen in der **wŭstenunge** so keret wider in
WZB.tei.xml;WZB_118va_26_2;abgŏten;abgoeten;ANNOTATE;;lexicon.xml#lemma_39;NOM;abgot;lemma_39;NOM;;Ein yclicher seinen vater vnd seine muter her vŏrchte Meinen heiligen tag behutet Ich ewer herre got;Nicht ir keren sullit zu den **abgŏten** Noch machet euch gegosne gŏte Ich ewer herre got;Ist das ir tŏtet ein opfertir der fridsamen vnserm herren so das es sei beheglich;keren sullit zu den **abgŏten** Noch machet euch gegosne
WZB.tei.xml;WZB_118vb_12_2;kŏrner;koerner;ANNOTATE;;lexicon.xml#lemma_3409;NOM;korn;lemma_3409;NOM;;Wenne du sneidest die sat deiner erden nicht sneide das gar bis an den grunt der gestalt der erden noch die lebenden eher cloube nicht ouf;noch in deinem weingarten die trouben speierl vnd die ab gevallen **kŏrner** saltu nicht zusammen lesen svnder den armen vnd den pilgereimen czu essen las die Ich ewer herre gote;Ir sult nicht stelen Ir sult nicht liegen Noch ein yclicher betrige nicht seinen nehsten;vnd die ab gevallen **kŏrner** saltu nicht zusammen lesen
WZB.tei.xml;WZB_119rb_6_1;lŏblich;loeblich;REVIEW;pos-mehrdeutig;;;lobelich;lemma_3829;ADJ ADV GRA NOM;;Wenne ir ein seit geczogen in die erde vnd pelczet dor ein ŏpfil bovme so sullit ir hin tvn ire vordristen Die ŏpfil die sie euch tragen werden euch vnrein noch sult do von nicht essen;Aber in dem vierden iare alle ire fruchte sullen werden geheiligt **lŏblich** vnserm herren;Aber in dem funften iare sult ir essen die frucht vnd sammen die ŏpfil die sie tragen Ich ewer herre got;fruchte sullen werden geheiligt **lŏblich** vnserm herren Aber in
WZB.tei.xml;WZB_119rb_20_0;lŏcher;loecher;ANNOTATE;;lexicon.xml#lemma_3834;NOM;loch;lemma_3834;NOM;;Ir sult nicht scheiblecht ewern schopf besneiden noch den part bescheren;Nicht sult ir vbir die toten ewer v vleisch zu sneiden noch keiner warczeichen noch gebranter **lŏcher** an euch machen Ich herre;Nicht gib zu hurheit LEUITICUS dein tochter das icht gemeiliget werde die erde mit svnden;keiner warczeichen noch gebranter **lŏcher** an euch machen Ich
WZB.tei.xml;WZB_119va_28_0;schŏffil;schoeffil;REVIEW;lemma-kein-treffer;;;;;;;Keinerlei vngleicheit sult ir nicht tvn an den rechten an dem gewichte an der mas;Gerechte wage vnd gleich gewichte sullen sein ein gerechter **schŏffil** vnd ein gerechter sechster Ich ewer herre got der euch gefurt hat von;Behutet meyne gepot vnd meine gerichte alle vnd tut die Ich herre etcetera;sullen sein ein gerechter **schŏffil** vnd ein gerechter sechster
WZB.tei.xml;WZB_120rb_29_3;ŏhems;oehems;ANNOTATE;;lexicon.xml#lemma_4472;NOM;oeheim;lemma_4472;NOM;;"Die schemde deiner mvmen vnd deiner pasen saltu nicht enplecken; wer das tut die schemde seines vleisches hat her enplecket beide sullen sie tragen ire missetat";"Wer do preutet mit seines vettern oder mit seines **ŏhems** h housvrowe vnd enplecket die schemde seiner magschaft tragen sullen sie beide ire svnde; an kinder sullen sie sterben";Wer do seines bruders housvrowe nymet vnczimlich dink tut der die schemde seines bruders hat LEUITICUS her enplŏset ane kinder bleibn sie;vettern oder mit seines **ŏhems** h housvrowe vnd enplecket
WZB.tei.xml;WZB_120va_2_1;enplŏset;enploeset;REVIEW;lemma-kein-treffer;;;;;;;"Wer do preutet mit seines vettern oder mit seines ŏhems h housvrowe vnd enplecket die schemde seiner magschaft tragen sullen sie beide ire svnde; an kinder sullen sie sterben";Wer do seines bruders housvrowe nymet vnczimlich dink tut der die schemde seines bruders hat LEUITICUS her **enplŏset** ane kinder bleibn sie;Behutet meine recht vnd meine gerichte vnd tut die das euch icht ous werfe die erde in die ir werdet czihen vnd dorinne wonen;bruders hat LEUITICUS her **enplŏset** ane kinder bleibn sie
WZB.tei.xml;WZB_121ra_4_1;pŏze;poeze;REVIEW;lemma-kein-treffer;;;;;;;Heilig sullen sie werden irem gote vnd nicht sullen sie meiligen seinen namen Wenne den weirouch W thohe bzde thoho xxi levitici LEUITICUS des herren vnd das brot ires gotes opfern sie;Kein hure noch kein **pŏze** zu hurheit ousgesaczet sol her nicht nemen czu einer housvrowen noch die die vortriben ist von irem manne wenne her ist geweihet seinem gote;Und die brot des vorsaczes opferte her Heilig dorvmme sol her sein Wenne ich bin ouch ein heiliger herre Der euch heiligt;Kein hure noch kein **pŏze** zu hurheit ousgesaczet sol
WZB.tei.xml;WZB_121va_2_3;hŏkrecht;hoekrecht;REVIEW;lemma-kein-treffer;;;;;;;oder eines zu brochen fuzes oder einer hant;oder mit tri LEUITICUS fenden ougen oder **hŏkrecht** Ist das her hat ein vel in den ougen oder steten grint oder den trucken grint oder er sei zu rissen;Ein yclicher der do gebrechen habe von dem samen des priesters der sol nicht zu treten zu opfern opfertir vnserm herren noch die brot seinem gote;LEUITICUS fenden ougen oder **hŏkrecht** Ist das her hat
WZB.tei.xml;WZB_124ra_34_0;frŭchte;fruechte;ANNOTATE;;lexicon.xml#lemma_7273;NOM;vruht;lemma_7273;NOM;;ousgenomenlich der veier tage vnsers herren vnd ewer gaben vnd der die ir opfert von gelubde oder die ir williclichen gebet vnserm herren;"Uon dem f funfczehenden tage dorvmme des sibenden menedis wenne ir zu houfe gesamment alle **frŭchte** ewerr erden so sult ir veiern die veier czal vnserm herren siben tage An dem ersten tage vnd an dem achten tage wirt veier tag; das ist rue";Und nemen sult ir euch des ersten tages frucht eines schonen povmes vnd palmczweige vnd von povmen este dicker czweige vnd weiden von den pechen Und vrewet euch vor ewerm herren gote;zu houfe gesamment alle **frŭchte** ewerr erden so sult
