xml_id	form	context	lemma_id	candidate_pos	resolved_pos	confidence	reviewer
WZB_90vb_10_3	antworte	dein ere Und vnser herre [antworte] Ich wil dir czeigen alles	lemma_260	NOM|VRB	VRB	high	claude
WZB_90vb_10_6	Ich	ere Und vnser herre antworte [Ich] wil dir czeigen alles gut	lemma_3001	POS|PRO	PRO	high	claude
WZB_90vb_11_0	wil	Und vnser herre antworte Ich [wil] dir czeigen alles gut vnd	lemma_7473	VEM|VRB	VEM	high	claude
WZB_90vb_11_1	dir	vnser herre antworte Ich wil [dir] czeigen alles gut vnd werde	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_90vb_11_3	alles	antworte Ich wil dir czeigen [alles] gut vnd werde genant in	lemma_106	ADJ|ADV	ADJ	high	claude
WZB_90vb_11_4	gut	Ich wil dir czeigen alles [gut] vnd werde genant in dem	lemma_2573	ADJ|ADV|GRA|NOM	ADJ	high	claude
WZB_90vb_12_0	werde	dir czeigen alles gut vnd [werde] genant in dem namen vnsers	lemma_7489	VEX|VRB	VEX	high	claude
WZB_90vb_12_1	genant	czeigen alles gut vnd werde [genant] in dem namen vnsers herren	lemma_4331	NOM|VRB	VRB	high	claude
WZB_90vb_13_0	vnsers	werde genant in dem namen [vnsers] herren vor dir Und werde	lemma_7643	POS|PRO	POS	high	claude
WZB_90vb_13_2	vor	in dem namen vnsers herren [vor] dir Und werde mich erbarmen	lemma_7194	ADV|GRA|PRP	PRP	high	claude-context
WZB_90vb_13_3	dir	dem namen vnsers herren vor [dir] Und werde mich erbarmen wem	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_90vb_14_0	werde	vnsers herren vor dir Und [werde] mich erbarmen wem ich wil	lemma_7489	VEX|VRB	VEX	high	claude
WZB_90vb_14_1	mich	herren vor dir Und werde [mich] erbarmen wem ich wil vnd	lemma_3001	POS|PRO	PRO	high	claude
WZB_90vb_14_2	erbarmen	vor dir Und werde mich [erbarmen] wem ich wil vnd wil	lemma_1523	NOM|VRB	VRB	high	claude
WZB_90vb_15_0	ich	Und werde mich erbarmen wem [ich] wil vnd wil gutig werden	lemma_3001	POS|PRO	PRO	high	claude
WZB_90vb_15_1	wil	werde mich erbarmen wem ich [wil] vnd wil gutig werden in	lemma_7473	VEM|VRB	VEM	high	claude
WZB_90vb_15_4	wil	erbarmen wem ich wil vnd [wil] gutig werden in wen mir	lemma_7473	VEM|VRB	VEM	high	claude
WZB_90vb_15_5	gutig	wem ich wil vnd wil [gutig] werden in wen mir beheglich	lemma_36430	ADJ|ADV|GRA	ADJ	high	claude
WZB_90vb_15_6	werden	ich wil vnd wil gutig [werden] in wen mir beheglich ist	lemma_7489	VEX|VRB	VEX	high	claude
WZB_90vb_16_1	wen	vnd wil gutig werden in [wen] mir beheglich ist Vnd aber	lemma_5933	ADV|CNJ|IPA	SCNJ	high	claude
WZB_90vb_16_2	mir	wil gutig werden in wen [mir] beheglich ist Vnd aber sprach	lemma_3001	POS|PRO	PRO	high	claude
WZB_90vb_16_3	beheglich	gutig werden in wen mir [beheglich] ist Vnd aber sprach her	lemma_451	ADJ|ADV	ADJ	high	claude
WZB_90vb_16_4	ist	werden in wen mir beheglich [ist] Vnd aber sprach her Du	lemma_5432	VEX|VRB	VEX	high	claude
WZB_90vb_17_0	aber	wen mir beheglich ist Vnd [aber] sprach her Du magest nicht	lemma_35	ADV|CNJ	CCNJ	high	claude
WZB_90vb_17_1	sprach	mir beheglich ist Vnd aber [sprach] her Du magest nicht gesehen	lemma_5693	NOM|VRB	VRB	high	claude
WZB_90vb_17_2	her	beheglich ist Vnd aber sprach [her] Du magest nicht gesehen mein	lemma_1517	POS|PRO	PRO	high	claude
WZB_90vb_17_5	Du	ist Vnd aber sprach her [Du] magest nicht gesehen mein antlicze	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_90vb_17_6	magest	Vnd aber sprach her Du [magest] nicht gesehen mein antlicze Wenne					
WZB_90vb_18_0	nicht	aber sprach her Du magest [nicht] gesehen mein antlicze Wenne kein	lemma_4377	ADJ|ADV|NEG|NOM	NEG	high	claude
WZB_90vb_18_1	gesehen	sprach her Du magest nicht [gesehen] mein antlicze Wenne kein mensch	lemma_5366	INJ|NOM|VRB	VRB	high	claude
WZB_90vb_18_2	mein	her Du magest nicht gesehen [mein] antlicze Wenne kein mensch mag	lemma_3001	POS|PRO	POS	high	claude
WZB_90vb_19_0	Wenne	magest nicht gesehen mein antlicze [Wenne] kein mensch mag mich gesehen	lemma_7385	ADV|CNJ	SCNJ	high	claude
WZB_90vb_19_1	kein	nicht gesehen mein antlicze Wenne [kein] mensch mag mich gesehen vnd	lemma_3273	ADJ|GRA|NEG	DET	high	claude
WZB_90vb_19_3	mag	mein antlicze Wenne kein mensch [mag] mich gesehen vnd geleben Und	lemma_4240	VEM|VRB	VEM	high	claude
WZB_90vb_19_4	mich	antlicze Wenne kein mensch mag [mich] gesehen vnd geleben Und aber	lemma_3001	POS|PRO	PRO	high	claude
WZB_90vb_20_0	gesehen	Wenne kein mensch mag mich [gesehen] vnd geleben Und aber Sich	lemma_5366	INJ|NOM|VRB	VRB	high	claude
WZB_90vb_20_7	aber	mich gesehen vnd geleben Und [aber] Sich sprach her ein stat	lemma_35	ADV|CNJ	CCNJ	high	claude
WZB_90vb_21_4	sprach	vnd geleben Und aber Sich [sprach] her ein stat ist bei	lemma_5693	NOM|VRB	VRB	high	claude
WZB_90vb_21_5	her	geleben Und aber Sich sprach [her] ein stat ist bei mir	lemma_1517	POS|PRO	PRO	high	claude
WZB_90vb_21_8	ein	Und aber Sich sprach her [ein] stat ist bei mir vnd	lemma_1331	ART|NUM	DET	high	claude-context
WZB_90vb_22_0	ist	Sich sprach her ein stat [ist] bei mir vnd wirst sten	lemma_5432	VEX|VRB	VEX	high	claude
WZB_90vb_22_2	mir	her ein stat ist bei [mir] vnd wirst sten ouf einem	lemma_3001	POS|PRO	PRO	high	claude
WZB_90vb_22_5	wirst	stat ist bei mir vnd [wirst] sten ouf einem steine Und	lemma_7489	VEX|VRB	VEX	high	claude
WZB_90vb_22_7	ouf	bei mir vnd wirst sten [ouf] einem steine Und wenne vorczihen	lemma_6330	ADV|PRP	PRP	high	claude-context
WZB_90vb_23_0	einem	mir vnd wirst sten ouf [einem] steine Und wenne vorczihen wirt	lemma_1331	ART|NUM	DET	high	claude-context
WZB_90vb_23_5	wenne	sten ouf einem steine Und [wenne] vorczihen wirt mein ere so	lemma_7385	ADV|CNJ	SCNJ	high	claude
WZB_90vb_23_6	vorczihen	ouf einem steine Und wenne [vorczihen] wirt mein ere so wil	lemma_7036	NOM|VRB	VRB	high	claude
WZB_90vb_24_0	wirt	einem steine Und wenne vorczihen [wirt] mein ere so wil ich	lemma_7489	VEX|VRB	VEX	high	claude
WZB_90vb_24_1	mein	steine Und wenne vorczihen wirt [mein] ere so wil ich dich	lemma_3001	POS|PRO	POS	high	claude
WZB_90vb_24_6	wil	vorczihen wirt mein ere so [wil] ich dich seczen in das	lemma_7473	VEM|VRB	VEM	high	claude
WZB_90vb_24_7	ich	wirt mein ere so wil [ich] dich seczen in das hol	lemma_3001	POS|PRO	PRO	high	claude
WZB_90vb_25_0	dich	mein ere so wil ich [dich] seczen in das hol des	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_90vb_25_1	seczen	ere so wil ich dich [seczen] in das hol des steines	lemma_5423	NOM|VRB	VRB	high	claude
WZB_90vb_25_3	das	wil ich dich seczen in [das] hol des steines vnd wil	lemma_1097	ART|CNJ	DET	high	claude-context
WZB_90vb_25_4	hol	ich dich seczen in das [hol] des steines vnd wil dich	lemma_2889	ADJ|ADV|NOM	ADJ	high	claude
WZB_90vb_26_2	wil	das hol des steines vnd [wil] dich beschirmen mit meiner rechten	lemma_7473	VEM|VRB	VEM	high	claude
WZB_90vb_26_3	dich	hol des steines vnd wil [dich] beschirmen mit meiner rechten hant	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_90vb_26_4	beschirmen	des steines vnd wil dich [beschirmen] mit meiner rechten hant vncz	lemma_5269	NOM|VRB	VRB	high	claude
WZB_90vb_27_1	meiner	vnd wil dich beschirmen mit [meiner] rechten hant vncz bis ich	lemma_3001	POS|PRO	POS	high	claude
WZB_90vb_27_2	rechten	wil dich beschirmen mit meiner [rechten] hant vncz bis ich vor	lemma_4840	ADJ|ADV|GRA|NOM	ADJ	high	claude-context
WZB_90vb_27_3	hant	dich beschirmen mit meiner rechten [hant] vncz bis ich vor geczihe	lemma_2640	ADJ|NOM	NOM	high	claude
WZB_90vb_28_1	ich	meiner rechten hant vncz bis [ich] vor geczihe Und ouf heben	lemma_3001	POS|PRO	PRO	high	claude
WZB_90vb_28_2	vor	rechten hant vncz bis ich [vor] geczihe Und ouf heben wil	lemma_7194	ADV|GRA|PRP	ADV	medium	claude-context
WZB_90vb_28_3	geczihe	hant vncz bis ich vor [geczihe] Und ouf heben wil ich					
WZB_90vb_28_7	ouf	bis ich vor geczihe Und [ouf] heben wil ich mein hant	lemma_6330	ADV|PRP	ADV	high	claude-context
WZB_90vb_29_1	wil	vor geczihe Und ouf heben [wil] ich mein hant vnd wirst	lemma_7473	VEM|VRB	VEM	high	claude
WZB_90vb_29_2	ich	geczihe Und ouf heben wil [ich] mein hant vnd wirst sehen	lemma_3001	POS|PRO	PRO	high	claude
WZB_90vb_29_3	mein	Und ouf heben wil ich [mein] hant vnd wirst sehen mein	lemma_3001	POS|PRO	POS	high	claude
WZB_90vb_29_4	hant	ouf heben wil ich mein [hant] vnd wirst sehen mein hinderteil	lemma_2640	ADJ|NOM	NOM	high	claude
WZB_90vb_30_0	wirst	wil ich mein hant vnd [wirst] sehen mein hinderteil aber mein	lemma_7489	VEX|VRB	VEX	high	claude
WZB_90vb_30_1	sehen	ich mein hant vnd wirst [sehen] mein hinderteil aber mein antlicz	lemma_5366	INJ|NOM|VRB	VRB	high	claude
WZB_90vb_30_2	mein	mein hant vnd wirst sehen [mein] hinderteil aber mein antlicz macht	lemma_3001	POS|PRO	POS	high	claude
WZB_90vb_31_0	aber	vnd wirst sehen mein hinderteil [aber] mein antlicz macht du nicht	lemma_35	ADV|CNJ	CCNJ	high	claude
WZB_90vb_31_1	mein	wirst sehen mein hinderteil aber [mein] antlicz macht du nicht gesehen	lemma_3001	POS|PRO	POS	high	claude
WZB_90vb_31_3	macht	mein hinderteil aber mein antlicz [macht] du nicht gesehen EXODUS Und	lemma_4240	VEM|VRB	VEM	high	claude
WZB_90vb_31_4	du	hinderteil aber mein antlicz macht [du] nicht gesehen EXODUS Und CAPITULUM	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_90vb_32_0	nicht	aber mein antlicz macht du [nicht] gesehen EXODUS Und CAPITULUM XXXIIII	lemma_4377	ADJ|ADV|NEG|NOM	NEG	high	claude
WZB_90vb_32_1	gesehen	mein antlicz macht du nicht [gesehen] EXODUS Und CAPITULUM XXXIIII furbas	lemma_5366	INJ|NOM|VRB	VRB	high	claude
WZB_90vb_34_0	furbas	gesehen EXODUS Und CAPITULUM XXXIIII [furbas] beschowe dir sprach her ander	lemma_7293	ADV|GRA	ADV	high	claude
WZB_90vb_34_2	dir	Und CAPITULUM XXXIIII furbas beschowe [dir] sprach her ander czwu tafeln	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_90vb_35_0	sprach	CAPITULUM XXXIIII furbas beschowe dir [sprach] her ander czwu tafeln steineiner	lemma_5693	NOM|VRB	VRB	high	claude
WZB_90vb_35_1	her	XXXIIII furbas beschowe dir sprach [her] ander czwu tafeln steineiner gleich	lemma_1517	POS|PRO	PRO	high	claude
WZB_90vb_35_3	ander	furbas beschowe dir sprach her [ander] czwu tafeln steineiner gleich den	lemma_204	ADJ|ADV|NOM	ADJ	high	claude
WZB_90vb_35_4	czwu	beschowe dir sprach her ander [czwu] tafeln steineiner gleich den vorigen	lemma_7929	ADJ|NUM	NUM	high	claude
WZB_90vb_36_0	steineiner	sprach her ander czwu tafeln [steineiner] gleich den vorigen vnd ich					
WZB_90vb_36_1	gleich	her ander czwu tafeln steineiner [gleich] den vorigen vnd ich wil	lemma_2065	ADJ|ADV|NOM	ADV	high	claude
WZB_90vb_37_1	ich	steineiner gleich den vorigen vnd [ich] wil schreiben ouf sie xxxiiii	lemma_3001	POS|PRO	PRO	high	claude
WZB_90vb_37_2	wil	gleich den vorigen vnd ich [wil] schreiben ouf sie xxxiiii xxxiiii	lemma_7473	VEM|VRB	VEM	high	claude
WZB_90vb_37_3	schreiben	den vorigen vnd ich wil [schreiben] ouf sie xxxiiii xxxiiii xxxiiii	lemma_5309	INJ|NOM|VRB	VRB	high	claude
WZB_90vb_37_4	ouf	vorigen vnd ich wil schreiben [ouf] sie xxxiiii xxxiiii xxxiiii EXO	lemma_6330	ADV|PRP	PRP	high	claude-context
WZB_90vb_37_5	sie	vnd ich wil schreiben ouf [sie] xxxiiii xxxiiii xxxiiii EXO die	lemma_5454	POS|PRO	PRO	high	claude
WZB_91ra_2_6	haben	EXO die wort die do [haben] die tafeln behalden die du	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_91ra_3_4	du	haben die tafeln behalden die [du] hast czubrochen Bis bereit vru	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_91ra_3_5	hast	die tafeln behalden die du [hast] czubrochen Bis bereit vru so	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_91ra_3_6	czubrochen	tafeln behalden die du hast [czubrochen] Bis bereit vru so das					
WZB_91ra_4_3	bereit	die du hast czubrochen Bis [bereit] vru so das du zu	lemma_526	ADJ|ADV|GRA|NOM	ADJ	high	claude
WZB_91ra_4_4	vru	du hast czubrochen Bis bereit [vru] so das du zu hant	lemma_7277	ADJ|ADV|GRA|NOM	ADV	high	claude
WZB_91ra_4_7	das	czubrochen Bis bereit vru so [das] du zu hant steigest ouf	lemma_1097	ART|CNJ	SCNJ	high	claude-context
WZB_91ra_5_0	du	Bis bereit vru so das [du] zu hant steigest ouf den	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_91ra_5_1	zu	bereit vru so das du [zu] hant steigest ouf den perk	lemma_7770	CNJ|PRP	PRP	high	claude
WZB_91ra_5_2	hant	vru so das du zu [hant] steigest ouf den perk vnd	lemma_2640	ADJ|NOM	NOM	high	claude
WZB_91ra_5_3	steigest	so das du zu hant [steigest] ouf den perk vnd mit					
WZB_91ra_5_4	ouf	das du zu hant steigest [ouf] den perk vnd mit mir	lemma_6330	ADV|PRP	PRP	high	claude-context
WZB_91ra_6_3	mir	ouf den perk vnd mit [mir] wirstu steen ouf der hŏe	lemma_3001	POS|PRO	PRO	high	claude
WZB_91ra_6_4	wirstu	den perk vnd mit mir [wirstu] steen ouf der hŏe des	lemma_9084	PRO|VEX	VEX	high	claude
WZB_91ra_7_0	ouf	vnd mit mir wirstu steen [ouf] der hŏe des pergis Niemant	lemma_6330	ADV|PRP	PRP	high	claude-context
WZB_91ra_7_7	Niemant	ouf der hŏe des pergis [Niemant] steige mit dir noch niemant	lemma_4366	ADJ|NEG|PRO	NEG	high	claude
WZB_91ra_8_2	dir	des pergis Niemant steige mit [dir] noch niemant werde gesehen vber	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_91ra_8_5	noch	pergis Niemant steige mit dir [noch] niemant werde gesehen vber al	lemma_4415	ADV|CNJ|NEG	ADV	medium	claude-context
WZB_91ra_8_6	niemant	Niemant steige mit dir noch [niemant] werde gesehen vber al ouf	lemma_4366	ADJ|NEG|PRO	NEG	high	claude
WZB_91ra_9_0	werde	steige mit dir noch niemant [werde] gesehen vber al ouf dem	lemma_7489	VEX|VRB	VEX	high	claude
WZB_91ra_9_1	gesehen	mit dir noch niemant werde [gesehen] vber al ouf dem perge	lemma_5366	INJ|NOM|VRB	VRB	high	claude
WZB_91ra_9_3	al	noch niemant werde gesehen vber [al] ouf dem perge Und schaf	lemma_106	ADJ|ADV	ADJ	high	claude
WZB_91ra_10_0	ouf	niemant werde gesehen vber al [ouf] dem perge Und schaf vnd	lemma_6330	ADV|PRP	PRP	high	claude-context
WZB_91ra_11_1	sol	perge Und schaf vnd rinder [sol] man nicht huten gegen dem	lemma_5608	VEM|VRB	VEM	high	claude
WZB_91ra_11_3	nicht	schaf vnd rinder sol man [nicht] huten gegen dem perge Und	lemma_4377	ADJ|ADV|NEG|NOM	NEG	high	claude
WZB_91ra_11_5	gegen	rinder sol man nicht huten [gegen] dem perge Und her behib	lemma_2007	ADV|PRP	PRP	high	claude
WZB_91ra_12_4	her	huten gegen dem perge Und [her] behib ander czwu tafeln steineiner	lemma_1517	POS|PRO	PRO	high	claude
WZB_91ra_12_5	behib	gegen dem perge Und her [behib] ander czwu tafeln steineiner als					
WZB_91ra_13_0	ander	dem perge Und her behib [ander] czwu tafeln steineiner als sie	lemma_204	ADJ|ADV|NOM	ADJ	high	claude
WZB_91ra_13_1	czwu	perge Und her behib ander [czwu] tafeln steineiner als sie vorwarn	lemma_7929	ADJ|NUM	NUM	high	claude
WZB_91ra_13_3	steineiner	her behib ander czwu tafeln [steineiner] als sie vorwarn Und bei					
WZB_91ra_14_1	sie	ander czwu tafeln steineiner als [sie] vorwarn Und bei der nacht	lemma_5454	POS|PRO	PRO	high	claude
WZB_91ra_14_2	vorwarn	czwu tafeln steineiner als sie [vorwarn] Und bei der nacht stund					
WZB_91ra_15_1	nacht	sie vorwarn Und bei der [nacht] stund her ouf vnd steig	lemma_4303	ADV|NOM	NOM	high	claude
WZB_91ra_15_3	her	Und bei der nacht stund [her] ouf vnd steig ouf als	lemma_1517	POS|PRO	PRO	high	claude
WZB_91ra_15_4	ouf	bei der nacht stund her [ouf] vnd steig ouf als im	lemma_6330	ADV|PRP	ADV	medium	claude-context
WZB_91ra_16_0	steig	nacht stund her ouf vnd [steig] ouf als im vnser herre	lemma_5763	NOM|VRB	VRB	high	claude
WZB_91ra_16_1	ouf	stund her ouf vnd steig [ouf] als im vnser herre hette	lemma_6330	ADV|PRP	ADV	medium	claude-context
WZB_91ra_17_0	im	ouf vnd steig ouf als [im] vnser herre hette gepoten tragende	lemma_1517	POS|PRO	PRO	high	claude
WZB_91ra_17_1	vnser	vnd steig ouf als im [vnser] herre hette gepoten tragende mit	lemma_7643	POS|PRO	POS	high	claude
WZB_91ra_17_3	hette	ouf als im vnser herre [hette] gepoten tragende mit im die	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_91ra_17_4	gepoten	als im vnser herre hette [gepoten] tragende mit im die tateln	lemma_1971	NOM|VRB	VRB	high	claude
WZB_91ra_18_0	tragende	im vnser herre hette gepoten [tragende] mit im die tateln v	lemma_6171	NOM|VRB	VRB	high	claude
WZB_91ra_18_2	im	herre hette gepoten tragende mit [im] die tateln v vnd do	lemma_1517	POS|PRO	PRO	high	claude
WZB_91ra_19_2	vnser	die tateln v vnd do [vnser] herre ab gestigen was durch	lemma_7643	POS|PRO	POS	high	claude
WZB_91ra_19_4	ab	v vnd do vnser herre [ab] gestigen was durch die wolken	lemma_29	ADV|PRP	ADV	high	claude
WZB_91ra_19_5	gestigen	vnd do vnser herre ab [gestigen] was durch die wolken vnd	lemma_5763	NOM|VRB	VRB	high	claude
WZB_91ra_20_0	was	do vnser herre ab gestigen [was] durch die wolken vnd do	lemma_7505	NOM|VRB	VRB	high	claude
WZB_91ra_21_3	im	wolken vnd do stunt mit [im] anrufende den namen vnsers her	lemma_1517	POS|PRO	PRO	high	claude
WZB_91ra_21_5	anrufende	vnd do stunt mit im [anrufende] den namen vnsers her DUS					
WZB_91ra_22_2	vnsers	mit im anrufende den namen [vnsers] her DUS ren Und geende	lemma_7643	POS|PRO	POS	high	claude
WZB_91ra_22_3	her	im anrufende den namen vnsers [her] DUS ren Und geende vor	lemma_1517	POS|PRO	PRO	high	claude
WZB_91rb_2_4	geende	vnsers her DUS ren Und [geende] vor im sprach her Herscher	lemma_1844	NOM|VRB	VRB	high	claude
WZB_91rb_2_5	vor	her DUS ren Und geende [vor] im sprach her Herscher herregot	lemma_7194	ADV|GRA|PRP	PRP	high	claude-context
WZB_91rb_2_6	im	DUS ren Und geende vor [im] sprach her Herscher herregot barmhercziger	lemma_1517	POS|PRO	PRO	high	claude
WZB_91rb_2_7	sprach	ren Und geende vor im [sprach] her Herscher herregot barmhercziger vnd	lemma_5693	NOM|VRB	VRB	high	claude
WZB_91rb_3_0	her	Und geende vor im sprach [her] Herscher herregot barmhercziger vnd senftmutiger	lemma_1517	POS|PRO	PRO	high	claude
WZB_91rb_3_3	Herscher	geende vor im sprach her [Herscher] herregot barmhercziger vnd senftmutiger geduldiger					
WZB_91rb_3_7	barmhercziger	im sprach her Herscher herregot [barmhercziger] vnd senftmutiger geduldiger vnd vil	lemma_391	ADJ|ADV|GRA|NOM	ADJ	high	claude
WZB_91rb_4_1	senftmutiger	her Herscher herregot barmhercziger vnd [senftmutiger] geduldiger vnd vil erbarmunge vnd					
WZB_91rb_5_0	geduldiger	Herscher herregot barmhercziger vnd senftmutiger [geduldiger] vnd vil erbarmunge vnd warhaft					
WZB_91rb_5_2	vil	barmhercziger vnd senftmutiger geduldiger vnd [vil] erbarmunge vnd warhaft der do	lemma_7075	ADJ|ADV|GRA	ADV	high	claude
WZB_91rb_6_1	warhaft	geduldiger vnd vil erbarmunge vnd [warhaft] der do behutet die barmherczicheit	lemma_7339	ADJ|ADV|GRA	ADJ	high	claude
WZB_91rb_7_4	tovsent	behutet die barmherczicheit in die [tovsent] der do ouf hebt di					
WZB_91rb_8_3	ouf	in die tovsent der do [ouf] hebt di posheit vnd vnreinikeit	lemma_6330	ADV|PRP	ADV	high	claude-context
WZB_91rb_9_1	vnreinikeit	ouf hebt di posheit vnd [vnreinikeit] vnd svnde Und nymant ist	lemma_36137	NEG|NOM	NOM	high	claude
WZB_91rb_9_3	svnde	di posheit vnd vnreinikeit vnd [svnde] Und nymant ist bei dir	lemma_5867	NOM|VRB	NOM	high	claude
WZB_91rb_10_1	nymant	vnd vnreinikeit vnd svnde Und [nymant] ist bei dir von im	lemma_4366	ADJ|NEG|PRO	NEG	high	claude
WZB_91rb_10_2	ist	vnreinikeit vnd svnde Und nymant [ist] bei dir von im selben	lemma_5432	VEX|VRB	VEX	high	claude
WZB_91rb_10_4	dir	svnde Und nymant ist bei [dir] von im selben vnschuldig der	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_91rb_11_0	im	nymant ist bei dir von [im] selben vnschuldig der do wider	lemma_1517	POS|PRO	PRO	high	claude
WZB_91rb_11_2	vnschuldig	bei dir von im selben [vnschuldig] der do wider gilt die	lemma_6624	ADJ|ADV|NEG|NOM	ADJ	high	claude
WZB_91rb_12_0	wider	im selben vnschuldig der do [wider] gilt die svnde der veter	lemma_7557	ADV|PRP	ADV	high	claude-context
WZB_91rb_12_1	gilt	selben vnschuldig der do wider [gilt] die svnde der veter den	lemma_2080	NOM|VRB	VRB	high	claude
WZB_91rb_12_3	svnde	der do wider gilt die [svnde] der veter den svnen vnd	lemma_5867	NOM|VRB	NOM	high	claude
WZB_91rb_14_1	das	vnd der svne svnen in [das] dritte vnd in das virde	lemma_1097	ART|CNJ	DET	high	claude-context
WZB_91rb_14_5	das	in das dritte vnd in [das] virde geslechte Und endlich knite	lemma_1097	ART|CNJ	DET	high	claude-context
WZB_91rb_14_6	virde	das dritte vnd in das [virde] geslechte Und endlich knite nider	lemma_7064	ADJ|NUM	NUM	high	claude
WZB_91rb_15_4	endlich	in das virde geslechte Und [endlich] knite nider ouf die erde	lemma_1398	ADJ|ADV	ADV	high	claude
WZB_91rb_15_5	knite	das virde geslechte Und endlich [knite] nider ouf die erde vnd					
WZB_91rb_15_7	ouf	geslechte Und endlich knite nider [ouf] die erde vnd anbete in	lemma_6330	ADV|PRP	PRP	high	claude-context
WZB_91rb_15_9	erde	endlich knite nider ouf die [erde] vnd anbete in vnd sprach	lemma_1545	ADJ|ADV|NOM	NOM	high	claude
WZB_91rb_16_0	anbete	nider ouf die erde vnd [anbete] in vnd sprach Ist das					
WZB_91rb_16_3	sprach	erde vnd anbete in vnd [sprach] Ist das ich gnade funden	lemma_5693	NOM|VRB	VRB	high	claude
WZB_91rb_16_6	Ist	vnd anbete in vnd sprach [Ist] das ich gnade funden hab	lemma_5432	VEX|VRB	VEX	high	claude
WZB_91rb_16_9	das	anbete in vnd sprach Ist [das] ich gnade funden hab in	lemma_1097	ART|CNJ	SCNJ	high	claude-context
WZB_91rb_17_0	ich	in vnd sprach Ist das [ich] gnade funden hab in deinen	lemma_3001	POS|PRO	PRO	high	claude
WZB_91rb_17_3	hab	Ist das ich gnade funden [hab] in deinen ougen herre so	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_91rb_17_5	deinen	ich gnade funden hab in [deinen] ougen herre so bite ich	lemma_1242	ART|POS|PRO	POS	high	claude
WZB_91rb_18_5	bite	in deinen ougen herre so [bite] ich das du czihest mit	lemma_722	NOM|VRB	VRB	high	claude
WZB_91rb_18_6	ich	deinen ougen herre so bite [ich] das du czihest mit vns	lemma_3001	POS|PRO	PRO	high	claude
WZB_91rb_18_8	das	ougen herre so bite ich [das] du czihest mit vns wenne	lemma_1097	ART|CNJ	SCNJ	high	claude-context
WZB_91rb_18_9	du	herre so bite ich das [du] czihest mit vns wenne dicz	lemma_1242	ART|POS|PRO	PRO	high	claude
WZB_91rb_19_0	czihest	so bite ich das du [czihest] mit vns wenne dicz volk					
WZB_91rb_19_2	vns	ich das du czihest mit [vns] wenne dicz volk ist hertnekig	lemma_7643	POS|PRO	PRO	high	claude
WZB_91rb_19_5	wenne	das du czihest mit vns [wenne] dicz volk ist hertnekig vnd	lemma_7385	ADV|CNJ	SCNJ	high	claude
WZB_91rb_20_1	ist	mit vns wenne dicz volk [ist] hertnekig vnd eines herten halses	lemma_5432	VEX|VRB	VEX	high	claude
WZB_91rb_20_2	hertnekig	vns wenne dicz volk ist [hertnekig] vnd eines herten halses vnd					
WZB_91rb_20_4	eines	dicz volk ist hertnekig vnd [eines] herten halses vnd heb ouff	lemma_1331	ART|NUM	DET	high	claude-context
WZB_91rb_21_0	herten	volk ist hertnekig vnd eines [herten] halses vnd heb ouff vnser	lemma_2787	ADJ|ADV|GRA|NOM	ADJ	high	claude
WZB_91rb_21_1	halses	ist hertnekig vnd eines herten [halses] vnd heb ouff vnser svnde	lemma_2624	ADV|NOM	NOM	high	claude
WZB_91rb_21_5	ouff	eines herten halses vnd heb [ouff] vnser svnde vnd vnser missetat	lemma_6330	ADV|PRP	PRP	high	claude-context
WZB_91rb_22_0	vnser	herten halses vnd heb ouff [vnser] svnde vnd vnser missetat vnd	lemma_7643	POS|PRO	POS	high	claude
WZB_91rb_22_1	svnde	halses vnd heb ouff vnser [svnde] vnd vnser missetat vnd besicze	lemma_5867	NOM|VRB	NOM	high	claude
WZB_91rb_22_4	vnser	heb ouff vnser svnde vnd [vnser] missetat vnd besicze vns Do	lemma_7643	POS|PRO	POS	high	claude
WZB_91rb_22_5	missetat	ouff vnser svnde vnd vnser [missetat] vnd besicze vns Do antworte	lemma_31300	NEG|NOM	NOM	high	claude
WZB_91rb_23_2	besicze	svnde vnd vnser missetat vnd [besicze] vns Do antworte vnser herre					
WZB_91rb_23_3	vns	vnd vnser missetat vnd besicze [vns] Do antworte vnser herre Ich	lemma_7643	POS|PRO	PRO	high	claude
WZB_91rb_23_7	antworte	missetat vnd besicze vns Do [antworte] vnser herre Ich wil anvahen	lemma_260	NOM|VRB	VRB	high	claude
WZB_91rb_24_0	vnser	vnd besicze vns Do antworte [vnser] herre Ich wil anvahen mein	lemma_7643	POS|PRO	POS	high	claude
