xml_id;form;form_schluessel;lemma;pos;typ;belege_ausserhalb_wzb;sigel_anzahl;sigel_probe
WZB_118ra_4_3;gehoret;gehoret;lemma_2885;VRB;type_47119;67;30;AC2 AC3 ADP BIL DEK DMD EKO FDS
WZB_118ra_4_6;Die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118ra_5_2;snvr;snvr;lemma_5599;NOM;type_206648;1;1;RF
WZB_118ra_6_4;sie;sie;lemma_5454;PRO;type_19044;296;60;AC1 AML AXH AXU BAR BIM CR DA
WZB_118ra_6_5;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118ra_7_0;svnes;svnes;lemma_5883;NOM;type_118428;3;3;ADP NBB NLA
WZB_118ra_7_4;decke;decke;lemma_1100;NOM;type_3410;28;4;CR FD JT TKR
WZB_118ra_8_0;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_118ra_8_5;Die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118ra_11_0;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118ra_11_6;Di;di;lemma_1139;DET;type_3567;9617;158;ADP AK AMI AML ARB AXH AXR AXS
WZB_118ra_13_0;swester;swester;lemma_5970;NOM;type_21055;1601;111;ADP AK AMI AXH AXR AXS AXU AXW
WZB_118ra_13_1;noch;noch;lemma_4415;PRP;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_118ra_14_5;svnes;svnes;lemma_5883;NOM;type_118428;3;3;ADP NBB NLA
WZB_118ra_16_0;nym;nym;lemma_4330;VRB;type_44507;600;43;ARB AXW CLV CRO DES2 DIO EID HUB1
WZB_118ra_17_5;vleisch;vleisch;lemma_7121;NOM;type_25185;138;63;ABG ADP AMI ARB AX BAR BDK BGM
WZB_118ra_17_6;sint;sint;lemma_5432;VEX;type_18967;881;136;ADP AGS ALL AUK AXS AXU BES BMG
WZB_118ra_18_0;sie;sie;lemma_5454;PRO;type_19044;296;60;AC1 AML AXH AXU BAR BIM CR DA
WZB_118ra_18_5;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118ra_19_3;Die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118ra_19_4;swester;swester;lemma_5970;NOM;type_21055;1601;111;ADP AK AMI AXH AXR AXS AXU AXW
WZB_118ra_20_3;nemen;nemen;lemma_4330;VRB;type_15082;2260;263;ABS AC1 AC2 AC3 ADP AGS AK ALX
WZB_118ra_21_0;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_118ra_21_1;einer;einer;lemma_1331;NUM;type_4323;5354;381;ABG AC1 AC2 AC3 ADP AK AMI APO
WZB_118ra_22_4;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118ra_22_6;sie;sie;lemma_5454;PRO;type_19044;296;60;AC1 AML AXH AXU BAR BIM CR DA
WZB_118ra_23_6;weibe;weibe;lemma_7534;NOM;type_84065;82;23;AC1 AC2 AC3 BAB CRO DRE DSA DUM
WZB_118ra_24_0;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118ra_24_1;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118ra_26_4;nehsten;nehsten;lemma_4281;ADJ;type_59775;77;19;CRO DFL DGT DTP ESB FDS FLG1 JT
WZB_118ra_29_0;dich;dich;lemma_1242;PRO;type_3956;12994;412;ABG AC1 AC2 AC3 ADP AK ALX AMI
WZB_118ra_30_0;samen;samen;lemma_5039;NOM;type_80192;24;4;DML GGG JT PUC
WZB_118ra_30_5;got;got;lemma_2465;NOM;type_8253;21621;519;ABG AC1 AC3 ADP AGS AK ALL ALX
WZB_118ra_32_4;Ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_118ra_32_5;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_118ra_34_0;dich;dich;lemma_1242;PRO;type_3956;12994;412;ABG AC1 AC2 AC3 ADP AK ALX AMI
WZB_118ra_35_4;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118ra_35_5;ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_118ra_36_4;vihe;vihe;lemma_7074;NOM;type_25006;189;54;ABG AK AXR AXS AXU BAR BZI CR
WZB_118rb_1_0;dich;dich;lemma_1242;PRO;type_3956;12994;412;ABG AC1 AC2 AC3 ADP AK ALX AMI
WZB_118rb_1_2;im;im;lemma_1517;PRO;type_32780;53217;434;ABS AC1 AC2 AC3 ADP AGS AK AMI
WZB_118rb_1_5;Ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_118rb_1_6;weip;weip;lemma_7534;NOM;type_85748;114;16;AC2 ADP AXW BAB CHH CRO DNT FR3
WZB_118rb_2_1;legen;legen;lemma_3674;VRB;type_12772;306;70;AK AT AXH AXR AXU BAR BRF DA
WZB_118rb_2_3;ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_118rb_3_3;im;im;lemma_1517;PRO;type_32780;53217;434;ABS AC1 AC2 AC3 ADP AGS AK AMI
WZB_118rb_4_1;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118rb_4_2;posheit;posheit;lemma_782;NOM;type_45814;5;4;AXW DIS FBS PKP
WZB_118rb_5_2;disen;disen;lemma_1169;DET;type_3691;3852;274;ABG AC1 AC3 ADP AK AMI APO ARK
WZB_118rb_6_4;heiden;heiden;lemma_2700;NOM;type_9091;220;20;AK AXU DVC FH GRG JT KAR KMO
WZB_118rb_7_2;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118rb_7_3;ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_118rb_7_5;werfen;werfen;lemma_7490;VRB;type_27079;183;68;AC1 AC2 AC3 ADP AK AMI AUK AXR
WZB_118rb_7_6;wil;wil;lemma_7473;VEM;type_26922;12100;293;ADP AGS AK AMI AT AX AXH AXK
WZB_118rb_9_2;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118rb_9_3;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118rb_10_1;ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_118rb_10_2;wil;wil;lemma_7473;VEM;type_26922;12100;293;ADP AGS AK AMI AT AX AXH AXK
WZB_118rb_10_3;besuchen;besuchen;lemma_609;VRB;type_226407;7;4;FR1 PL1 PL2 VTC
WZB_118rb_10_5;so;so;lemma_5601;ADV;type_19596;46543;550;ABS AC1 AC2 AC3 ADP AGS AK ALL
WZB_118rb_11_0;sie;sie;lemma_5454;PRO;type_19044;296;60;AC1 AML AXH AXU BAR BIM CR DA
WZB_118rb_12_2;Behutet;behutet;lemma_467;VRB;type_141870;10;6;BVSN MAI PL1 ROL TRY WGA
WZB_118rb_12_3;mein;mein;lemma_3001;POS;type_83864;880;21;AC2 CRO DBE DNT HUG HZU HZU2 MAI
WZB_118rb_12_4;elichen;elichen;lemma_1280;ADJ;type_64074;20;16;ADP DGP DIO DKK ESB FLG1 HMT HZU2
WZB_118rb_13_0;recht;recht;lemma_4840;NOM;type_42728;3432;164;ABS AC1 AC2 AC3 ADP APO ASG ATF
WZB_118rb_13_3;mein;mein;lemma_3001;POS;type_83864;880;21;AC2 CRO DBE DNT HUG HZU HZU2 MAI
WZB_118rb_13_7;so;so;lemma_5601;ADV;type_19596;46543;550;ABS AC1 AC2 AC3 ADP AGS AK ALL
WZB_118rb_16_0;wol;wol;lemma_7677;ADV;type_27811;49803;621;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118rb_17_2;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_118rb_18_5;dise;dise;lemma_1169;DET;type_3688;3433;230;AC2 ADP AK AMI APO ATF AUP AXH
WZB_118rb_19_1;getan;getan;lemma_6301;VRB;type_22297;3217;251;AC1 AC2 AC3 ADP ALX AMI AML APO
WZB_118rb_19_2;di;di;lemma_1139;DET;type_3567;9617;158;ADP AK AMI AML ARB AXH AXR AXS
WZB_118rb_20_0;diser;diser;lemma_1169;DET;type_3692;1417;133;AC1 AC2 AC3 ADP AK APO ASG ATF
WZB_118rb_20_1;erden;erden;lemma_1545;NOM;type_5166;2991;198;AC1 AC2 AC3 ADP AK ALX AMI ANN
WZB_118rb_20_4;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118rb_20_5;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_118rb_20_6;sint;sint;lemma_5432;VEX;type_18967;881;136;ADP AGS ALL AUK AXS AXU BES BMG
WZB_118va_3_0;sie;sie;lemma_5454;PRO;type_19044;296;60;AC1 AML AXH AXU BAR BIM CR DA
WZB_118va_3_6;ouch;ouch;lemma_4523;CCNJ;type_15677;22328;475;ABG ABS ADP AGS AK ALL AMI AML
WZB_118va_4_4;sie;sie;lemma_5454;PRO;type_19044;296;60;AC1 AML AXH AXU BAR BIM CR DA
WZB_118va_5_0;ouch;ouch;lemma_4523;CCNJ;type_15677;22328;475;ABG ABS ADP AGS AK ALL AMI AML
WZB_118va_6_3;sie;sie;lemma_5454;PRO;type_19044;296;60;AC1 AML AXH AXU BAR BIM CR DA
WZB_118va_7_2;geworfen;geworfen;lemma_7490;VRB;type_27076;153;66;ABG ADP AK AX AXH AXR AXU BAR
WZB_118va_8_2;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_118va_8_4;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118va_9_0;Ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_118va_9_2;sele;sele;lemma_5349;NOM;type_18609;2368;185;AC1 AC2 AC3 ADP AGS ALL AMI BES
WZB_118va_9_4;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118va_9_5;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_118va_9_7;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118va_11_3;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118va_12_1;volkes;volkes;lemma_7166;NOM;type_25443;190;48;AC1 AC2 AC3 AK AT AXH AXU BRF
WZB_118va_12_4;Behutet;behutet;lemma_467;VRB;type_141870;10;6;BVSN MAI PL1 ROL TRY WGA
WZB_118va_12_5;mein;mein;lemma_3001;POS;type_83864;880;21;AC2 CRO DBE DNT HUG HZU HZU2 MAI
WZB_118va_13_0;gepot;gepot;lemma_1978;NOM;type_263403;15;2;NEIC PUC
WZB_118va_13_7;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_118va_14_0;getan;getan;lemma_6301;VRB;type_22297;3217;251;AC1 AC2 AC3 ADP ALX AMI AML APO
WZB_118va_14_1;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118va_14_4;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118va_14_5;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_118va_14_6;waren;waren;lemma_7505;VRB;type_273620;305;37;ADP AML BIB BMG CLV CRO DGP DKK
WZB_118va_16_0;in;in;lemma_1517;PRO;type_5008;2486;233;ADP AGS AML APO AT AUK AUN AXK
WZB_118va_16_4;Ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_118va_16_6;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_118va_16_7;got;got;lemma_2465;NOM;type_8253;21621;519;ABG AC1 AC3 ADP AGS AK ALL ALX
WZB_118va_18_1;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_118va_18_3;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_118va_18_8;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_118va_19_1;sprich;sprich;lemma_5693;VRB;type_19975;638;171;ABG AC2 ADP AMI APO AX AXR AXU
WZB_118va_20_0;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_118va_20_1;in;in;lemma_5454;PRO;type_305666;530;122;ADP ALL AML AUK BES BIM BMG BRF
WZB_118va_20_4;Seit;seit;lemma_5061;VRB;type_17562;2336;225;AC1 AC2 AC3 ADP AK ALX AMI AT
WZB_118va_20_9;ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_118va_21_0;bin;bin;lemma_5432;VEX;type_18948;3796;158;AMI AT AX AXH AXR AXU BAR BRF
WZB_118va_21_3;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_118va_21_4;got;got;lemma_2465;NOM;type_8253;21621;519;ABG AC1 AC3 ADP AGS AK ALL ALX
WZB_118va_21_7;Ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_118va_22_4;seine;seine;lemma_5377;ADJ;type_18749;44;18;AK AXR BAR BRF DFL ER FD FDS
WZB_118va_24_2;behutet;behutet;lemma_467;VRB;type_141870;10;6;BVSN MAI PL1 ROL TRY WGA
WZB_118va_24_5;Ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_118va_25_0;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_118va_25_1;got;got;lemma_2465;NOM;type_8253;21621;519;ABG AC1 AC3 ADP AGS AK ALL ALX
WZB_118va_25_6;keren;keren;lemma_3266;VRB;type_11150;579;88;AC1 AC2 AC3 ADP APO AXW BGM BOP
WZB_118va_26_0;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_118va_26_5;Noch;noch;lemma_4415;ADV;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_118va_27_5;Ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_118va_27_7;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_118va_28_0;got;got;lemma_2465;NOM;type_8253;21621;519;ABG AC1 AC3 ADP AGS AK ALL ALX
WZB_118va_28_3;Ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118va_28_8;ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_118va_29_3;herren;herren;lemma_2684;NOM;type_9040;8925;255;AC1 AC2 AC3 ADP AK ALL AMI AML
WZB_118va_30_0;so;so;lemma_5601;ADV;type_19596;46543;550;ABS AC1 AC2 AC3 ADP AGS AK ALL
WZB_118va_31_2;so;so;lemma_5601;ADV;type_19596;46543;550;ABS AC1 AC2 AC3 ADP AGS AK ALL
WZB_118va_33_0;in;in;lemma_3028;PRP;type_10369;7459;339;ABS AC1 AC3 ADP AGS AK ALL AMI
WZB_118va_34_0;fewer;fewer;lemma_7108;NOM;type_115362;108;32;AC3 AXW BRIX BVSN DES2 DGH DKA DML
WZB_118va_34_5;noch;noch;lemma_4415;PRP;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_118va_35_2;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_118va_35_3;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118va_36_0;ein;ein;lemma_1331;NUM;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_118vb_2_0;seine;seine;lemma_5377;ADJ;type_18749;44;18;AK AXR BAR BRF DFL ER FD FDS
WZB_118vb_2_1;posheit;posheit;lemma_782;NOM;type_45814;5;4;AXW DIS FBS PKP
WZB_118vb_3_0;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118vb_3_3;herren;herren;lemma_2684;NOM;type_9040;8925;255;AC1 AC2 AC3 ADP AK ALL AMI AML
WZB_118vb_5_0;sele;sele;lemma_5349;NOM;type_18609;2368;185;AC1 AC2 AC3 ADP AGS ALL AMI BES
WZB_118vb_5_3;volke;volke;lemma_7166;NOM;type_25442;131;43;ADP ALX ANN AXH AXU BRF DIO EID
WZB_118vb_6_0;du;du;lemma_1242;PRO;type_3966;1303;167;ABS ADP APO ARB AXU BMG BRH BST
WZB_118vb_6_2;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118vb_6_5;erden;erden;lemma_1545;NOM;type_5166;2991;198;AC1 AC2 AC3 ADP AK ALX AMI ANN
WZB_118vb_7_3;gar;gar;lemma_1913;ADV;type_6476;21894;545;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118vb_7_5;an;an;lemma_199;PRP;type_522;37541;356;ABS AC1 AC2 ADP AGS AK ALL AMI
WZB_118vb_8_0;grunt;grunt;lemma_2544;NOM;type_8543;317;92;ADP AK AML AT AX AXR AXS AXU
WZB_118vb_8_4;erden;erden;lemma_1545;NOM;type_5166;2991;198;AC1 AC2 AC3 ADP AK ALX AMI ANN
WZB_118vb_8_7;noch;noch;lemma_4415;PRP;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_118vb_9_0;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118vb_10_0;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_118vb_11_0;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118vb_11_4;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118vb_13_4;svnder;svnder;lemma_5884;CCNJ;type_118434;57;5;ADP CRO HOF NBB NLA
WZB_118vb_15_1;las;las;lemma_3567;VRB;type_84202;98;5;MBS1 MBS7 NEI NEIC PUC
WZB_118vb_15_2;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118vb_15_5;Ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_118vb_15_7;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_118vb_17_4;ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_118vb_18_2;nehsten;nehsten;lemma_4281;ADJ;type_59775;77;19;CRO DFL DGT DTP ESB FDS FLG1 JT
WZB_118vb_19_1;in;in;lemma_3028;PRP;type_10369;7459;339;ABS AC1 AC3 ADP AGS AK ALL AMI
WZB_118vb_20_0;noch;noch;lemma_4415;PRP;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_118vb_21_3;Ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_118vb_21_4;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_118vb_22_1;nehsten;nehsten;lemma_4281;ADJ;type_59775;77;19;CRO DFL DGT DTP ESB FDS FLG1 JT
WZB_118vb_24_2;lon;lon;lemma_3815;NOM;type_13294;75;23;CRO DKR DML DUS EWV GGG GVD HAF
WZB_118vb_25_3;vncz;vncz;lemma_6687;PRP;type_95184;103;11;BRIX DES2 HUB2 HZU2 KBL3 KME KSA1 MBS5
WZB_118vb_25_5;vru;vru;lemma_7277;ADV;type_42548;34;19;BIM CL DFT DGP DKK EID EIL FR1
WZB_118vb_27_0;lege;lege;lemma_3674;VRB;type_12771;8;6;HZ JT PUC STA SUB1 TKR
WZB_118vb_28_4;svnder;svnder;lemma_5884;CCNJ;type_118434;57;5;ADP CRO HOF NBB NLA
WZB_118vb_29_1;herren;herren;lemma_2684;NOM;type_9040;8925;255;AC1 AC2 AC3 ADP AK ALL AMI AML
WZB_118vb_29_2;got;got;lemma_2465;NOM;type_8253;21621;519;ABG AC1 AC3 ADP AGS AK ALL ALX
WZB_118vb_29_6;ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_118vb_30_2;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_118vb_31_0;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118vb_31_4;richte;richte;lemma_4913;VRB;type_56340;49;17;DML ERM GAR JT NEI NEIR PUC ROL
WZB_118vb_32_4;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118vb_32_5;persone;persone;lemma_4602;NOM;type_75841;32;13;AC1 AC3 ADP DIO FLG1 FR1 FR3 JT
WZB_118vb_33_4;noch;noch;lemma_4415;PRP;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_118vb_33_6;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_118vb_35_1;richten;richten;lemma_4913;VRB;type_45800;190;61;AC1 AC2 AC3 ADP APO ATF AXS AXV
WZB_118vb_35_3;nehsten;nehsten;lemma_4281;ADJ;type_59775;77;19;CRO DFL DGT DTP ESB FDS FLG1 JT
WZB_118vb_36_2;ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_119ra_2_0;ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_119ra_2_4;volke;volke;lemma_7166;NOM;type_25442;131;43;ADP ALX ANN AXH AXU BRF DIO EID
WZB_119ra_2_7;Du;du;lemma_1242;PRO;type_3966;1303;167;ABS ADP APO ARB AXU BMG BRH BST
WZB_119ra_3_5;blute;blute;lemma_775;NOM;type_85443;58;19;AC1 AC3 DFR DGP DKK MSG MUF NEI
WZB_119ra_4_1;nehsten;nehsten;lemma_4281;ADJ;type_59775;77;19;CRO DFL DGT DTP ESB FDS FLG1 JT
WZB_119ra_4_4;Ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_119ra_4_5;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_119ra_6_3;svnder;svnder;lemma_5884;CCNJ;type_118434;57;5;ADP CRO HOF NBB NLA
WZB_119ra_6_5;strafe;strafe;lemma_9414;NOM;type_70066;15;8;AC1 BRZ DJEM FR1 FVS HUL JT KVO
WZB_119ra_7_4;du;du;lemma_1242;PRO;type_3966;1303;167;ABS ADP APO ARB AXU BMG BRH BST
WZB_119ra_8_0;habst;habst;lemma_2598;VRB;type_8745;29;21;DJUM EHB FGP GAR GER GRG LGR MNB
WZB_119ra_11_2;dich;dich;lemma_1242;PRO;type_3956;12994;412;ABG AC1 AC2 AC3 ADP AK ALX AMI
WZB_119ra_11_6;ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_119ra_11_7;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_119ra_12_1;recht;recht;lemma_4840;NOM;type_42728;3432;164;ABS AC1 AC2 AC3 ADP APO ASG ATF
WZB_119ra_12_2;behutet;behutet;lemma_467;VRB;type_141870;10;6;BVSN MAI PL1 ROL TRY WGA
WZB_119ra_12_5;Dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_119ra_13_2;lasen;lasen;lemma_3567;VRB;type_109829;3;2;NEI NEIC
WZB_119ra_14_2;eines;eines;lemma_1331;DET;type_4324;148;49;AC3 AML BAR BZI CR DA DBS DHS
WZB_119ra_16_0;samen;samen;lemma_5039;NOM;type_80192;24;4;DML GGG JT PUC
WZB_119ra_18_0;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_119ra_18_6;anlegen;anlegen;lemma_232;VRB;type_626;9;8;APO CEFB FLG1 HMT MAI NEI PL2 PUC
WZB_119ra_18_9;Ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_119ra_19_2;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_119ra_19_6;slefet;slefet;lemma_5517;VRB;type_69093;4;3;DJEM DWU JT
WZB_119ra_20_0;einer;einer;lemma_1331;DET;type_4323;5354;381;ABG AC1 AC2 AC3 ADP AK AMI APO
WZB_119ra_20_3;noch;noch;lemma_4415;PRP;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_119ra_21_4;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_119ra_21_5;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_119ra_21_6;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_119ra_21_7;ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_119ra_21_8;dirne;dirne;lemma_1154;NOM;type_68497;41;23;ADP AXU CL DFT DNT ESB FLG FR1
WZB_119ra_22_2;ouch;ouch;lemma_4523;CCNJ;type_15677;22328;475;ABG ABS ADP AGS AK ALL AMI AML
WZB_119ra_22_7;wider;wider;lemma_7557;ADV;type_27392;6119;183;AC2 ADP AGS ALL AMI ANN APO AT
