lemma_id;lemma;normalisiert;pos;pos_alle;ist_name;sprachkonzepte;konzepte_gesamt;belege;texte;belegklasse;handpruefung
lemma_31290;Misereiz;misereiz;NAM;NAM;ja;Persisch;3;3;1;2 bis 5;nein
lemma_25360;mobilis;mobilis;ADJ;ADJ;nein;Lateinisch;2;3;3;2 bis 5;nein
lemma_4187;monosceros;monosceros;NOM;NOM;nein;Griechisch, Lateinisch;5;3;2;2 bis 5;nein
lemma_44475;Mstis;mstis;NAM;NAM;ja;Slawisch;3;3;1;2 bis 5;nein
lemma_31038;mundare;mundare;VRB;VRB;nein;Lateinisch;3;3;2;2 bis 5;nein
lemma_64769;Mydoras;mydoras;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_47501;Myrrha;myrrha;NAM;NAM;ja;Griechisch;4;3;3;2 bis 5;nein
lemma_24374;Nabal;nabal;NAM;NAM;ja;Hebräisch;4;3;2;2 bis 5;nein
lemma_47626;Nadab;nadab;NAM;NAM;ja;Hebräisch;4;3;3;2 bis 5;nein
lemma_30014;Nastanus;nastanus;NAM;NAM;ja;Persisch;3;3;1;2 bis 5;nein
lemma_21557;Nathanael;nathanael;NAM;NAM;ja;Hebräisch;4;3;2;2 bis 5;nein
lemma_23262;nativitas;nativitas;NOM;NOM;nein;Lateinisch;3;3;3;2 bis 5;nein
lemma_22211;Nausikaa;nausikaa;NAM;NAM;ja;Griechisch;3;3;2;2 bis 5;nein
lemma_58530;neque;neque;CNJ;CNJ;nein;Lateinisch;3;3;2;2 bis 5;nein
lemma_64694;Nerox;nerox;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_40244;nescire;nescire;NEG;NEG VRB;nein;Lateinisch;5;3;2;2 bis 5;nein
lemma_64916;Nicomedes;nicomedes;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_28090;Nicomedias;nicomedias;NAM;NAM;ja;Griechisch;2;3;3;2 bis 5;nein
lemma_31724;Noemi;noemi;NAM;NAM;ja;Hebräisch;4;3;3;2 bis 5;nein
lemma_69831;nuptia;nuptia;NOM;NOM;nein;Lateinisch;3;3;1;2 bis 5;nein
lemma_69760;obsecrare;obsecrare;VRB;VRB;nein;Lateinisch;7;3;1;2 bis 5;nein
lemma_30357;Occursius;occursius;NAM;NAM;ja;Lateinisch;3;3;1;2 bis 5;nein
lemma_50952;official;official;NOM;NOM;nein;Lateinisch;2;3;1;2 bis 5;nein
lemma_45810;olus;olus;NOM;NOM;nein;Lateinisch;5;3;2;2 bis 5;nein
lemma_45835;optare;optare;VRB;VRB;nein;Lateinisch;4;3;3;2 bis 5;nein
lemma_23158;Ordôphilôn;ordophilon;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_24144;Oriombates;oriombates;NAM;NAM;ja;Persisch;3;3;1;2 bis 5;nein
lemma_14779;ornât;ornat;NOM;NOM;nein;Lateinisch;4;3;2;2 bis 5;nein
lemma_36509;ornomancia;ornomancia;NOM;NOM;nein;Lateinisch;8;3;3;2 bis 5;nein
lemma_64677;Orphala;orphala;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_26605;Oseês;osees;NAM;NAM;ja;Griechisch;3;3;2;2 bis 5;nein
lemma_44487;Osseck;osseck;NAM;NAM;ja;Tschechisch;3;3;2;2 bis 5;nein
lemma_8611;ouchn;ouchn;CNJ;CNJ NEG;nein;Lateinisch;4;3;3;2 bis 5;nein
lemma_38630;paenitere;paenitere;VRB;VRB;nein;Lateinisch;5;3;2;2 bis 5;nein
lemma_52370;Panthea;panthea;NAM;NAM;ja;Griechisch;4;3;1;2 bis 5;nein
lemma_19226;Panthelamon;panthelamon;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_28489;Pantheleus;pantheleus;NAM;NAM;ja;Lateinisch;3;3;1;2 bis 5;nein
lemma_20565;papele;papele;NOM;NOM;nein;Lateinisch;4;3;3;2 bis 5;nein
lemma_51121;parare;parare;VRB;VRB;nein;Lateinisch;5;3;3;2 bis 5;nein
lemma_28893;parentes;parentes;NOM;NOM;nein;Lateinisch;2;3;2;2 bis 5;nein
lemma_34919;parere;parere;VRB;VRB;nein;Lateinisch;5;3;3;2 bis 5;nein
lemma_69836;parire;parire;VRB;VRB;nein;Lateinisch;8;3;1;2 bis 5;nein
lemma_64768;Parmelie;parmelie;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_28899;Parmenides;parmenides;NAM;NAM;ja;Griechisch;4;3;2;2 bis 5;nein
lemma_34911;parol;parol;NOM;NOM;nein;Französisch;2;3;2;2 bis 5;nein
lemma_29298;pastor;pastor;NOM;NOM;nein;Lateinisch;3;3;3;2 bis 5;nein
lemma_37625;paucus;paucus;ADJ;ADJ NOM;nein;Lateinisch;2;3;1;2 bis 5;nein
lemma_37940;pectus;pectus;NOM;NOM;nein;Lateinisch;3;3;3;2 bis 5;nein
lemma_36508;pedomancia;pedomancia;NOM;NOM;nein;Lateinisch;10;3;3;2 bis 5;nein
lemma_24999;Pelagius;pelagius;NAM;NAM;ja;Lateinisch;4;3;2;2 bis 5;nein
lemma_24998;Pelagrîn;pelagrin;NAM;NAM;ja;Arabisch;3;3;1;2 bis 5;nein
lemma_25209;Pelêon;peleon;NAM;NAM;ja;Griechisch;2;3;2;2 bis 5;nein
lemma_25202;Pelûsium;pelusium;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_28518;Peneleus;peneleus;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_35140;penna;penna;NOM;NOM;nein;Lateinisch;2;3;2;2 bis 5;nein
lemma_25416;Pentecoste;pentecoste;NAM;NAM;ja;Lateinisch;3;3;2;2 bis 5;nein
lemma_35268;periculum;periculum;NOM;NOM;nein;Lateinisch;4;3;3;2 bis 5;nein
lemma_27241;pertransire;pertransire;VRB;VRB;nein;Lateinisch;7;3;3;2 bis 5;nein
lemma_29632;Phâsidôn;phasidon;NAM;NAM;ja;Griechisch;2;3;1;2 bis 5;nein
lemma_25533;phasis;phasis;NOM;NOM;nein;Lateinisch;4;3;2;2 bis 5;nein
lemma_26928;Philadelphus;philadelphus;NAM;NAM;ja;Griechisch;4;3;2;2 bis 5;nein
lemma_29207;Phocîdes;phocides;NAM;NAM;ja;Griechisch;2;3;1;2 bis 5;nein
lemma_30081;plantare;plantare;VRB;VRB;nein;Lateinisch;8;3;1;2 bis 5;nein
lemma_28460;pluvia;pluvia;NOM;NOM;nein;Lateinisch;3;3;2;2 bis 5;nein
lemma_31492;pointe;pointe;NOM;NOM;nein;Französisch;3;3;2;2 bis 5;nein
lemma_23746;Policarpus;policarpus;NAM;NAM;ja;Lateinisch;4;3;2;2 bis 5;nein
lemma_45278;pompa;pompa;NOM;NOM;nein;Griechisch, Lateinisch;6;3;3;2 bis 5;nein
lemma_31487;pontifex;pontifex;NOM;NOM;nein;Lateinisch;5;3;1;2 bis 5;nein
lemma_25649;postquam;postquam;ADV;ADV CNJ;nein;Lateinisch;3;3;3;2 bis 5;nein
lemma_31415;Potenziana;potenziana;NAM;NAM;ja;Lateinisch;4;3;2;2 bis 5;nein
lemma_27250;praecedere;praecedere;VRB;VRB;nein;Lateinisch;5;3;2;2 bis 5;nein
lemma_27247;praeter;praeter;ADV;ADV;nein;Lateinisch;4;3;3;2 bis 5;nein
lemma_23936;preciosus;preciosus;ADJ;ADJ NOM;nein;Lateinisch;2;3;3;2 bis 5;nein
lemma_46016;predicatio;predicatio;NOM;NOM;nein;Lateinisch;6;3;3;2 bis 5;nein
lemma_35606;prendere;prendere;VRB;VRB;nein;Italienisch;19;3;3;2 bis 5;nein
lemma_53511;presbyter;presbyter;NOM;NOM;nein;Griechisch, Lateinisch;4;3;1;2 bis 5;nein
lemma_23416;Primus;primus;NAM;NAM;ja;Lateinisch;3;3;2;2 bis 5;nein
lemma_10169;prisanten;prisanten;VRB;VRB;nein;Französisch;4;3;1;2 bis 5;nein
lemma_23987;Prisca;prisca;NAM;NAM;ja;Lateinisch;4;3;2;2 bis 5;nein
lemma_45880;probatio;probatio;NOM;NOM;nein;Lateinisch;10;3;3;2 bis 5;nein
lemma_26632;procedere;procedere;VRB;VRB;nein;Lateinisch;3;3;2;2 bis 5;nein
lemma_75496;procëssenlich;procëssenlich;ADJ;ADJ ADV;nein;Lateinisch;6;3;1;2 bis 5;nein
lemma_45532;propere;propere;VRB;VRB;nein;Lateinisch;3;3;1;2 bis 5;nein
lemma_45900;proprius;proprius;ADJ;ADJ;nein;Lateinisch;4;3;2;2 bis 5;nein
lemma_27691;proselyt;proselyt;NOM;NOM;nein;Griechisch;3;3;2;2 bis 5;nein
lemma_26627;Proserpina;proserpina;NAM;NAM;ja;Griechisch, Lateinisch;5;3;3;2 bis 5;nein
lemma_45282;protonotære;protonotaere;NOM;NOM;nein;Lateinisch;5;3;1;2 bis 5;nein
lemma_69893;proximus;proximus;ADJ;ADJ;nein;Lateinisch;4;3;1;2 bis 5;nein
lemma_21829;psalmodie;psalmodie;NOM;NOM;nein;Griechisch, Hebräisch;5;3;2;2 bis 5;nein
lemma_4753;pucelle;pucelle;NOM;NOM;nein;Französisch;6;3;2;2 bis 5;nein
lemma_36492;pyromancia;pyromancia;NOM;NOM;nein;Lateinisch;7;3;3;2 bis 5;nein
lemma_25413;Quadragesima;quadragesima;NAM;NAM;ja;Lateinisch;3;3;2;2 bis 5;nein
lemma_46609;quadragesimus;quadragesimus;NUM;NUM;nein;Lateinisch;2;3;1;2 bis 5;nein
lemma_45874;qualiter;qualiter;ADV;ADV;nein;Lateinisch;3;3;1;2 bis 5;nein
lemma_25383;quintus;quintus;ADJ;ADJ NUM;nein;Lateinisch;2;3;2;2 bis 5;nein
lemma_48259;quisnam;quisnam;IPA;IPA;nein;Lateinisch;2;3;1;2 bis 5;nein
lemma_38436;quotidianus;quotidianus;ADJ;ADJ ADV;nein;Lateinisch;2;3;1;2 bis 5;nein
lemma_33766;Raebnitz;raebnitz;NAM;NAM;ja;Slawisch;2;3;2;2 bis 5;nein
lemma_62539;ramper;ramper;ADV;ADV VRB;nein;Französisch;4;3;2;2 bis 5;nein
lemma_70432;rapax;rapax;ADJ;ADJ;nein;Lateinisch;3;3;1;2 bis 5;nein
lemma_45552;redire;redire;VRB;VRB;nein;Lateinisch;6;3;3;2 bis 5;nein
lemma_35323;regierer;regierer;NOM;NOM;nein;Lateinisch;5;3;2;2 bis 5;nein
lemma_43805;regio;regio;NOM;NOM;nein;Lateinisch;4;3;3;2 bis 5;nein
lemma_50061;remittere;remittere;VRB;VRB;nein;Lateinisch;9;3;3;2 bis 5;nein
lemma_29591;Rennôn;rennon;NAM;NAM;ja;Arabisch;3;3;1;2 bis 5;nein
lemma_23062;respons;respons;NOM;NOM;nein;Lateinisch;4;3;1;2 bis 5;nein
lemma_45875;retinere;retinere;VRB;VRB;nein;Lateinisch;5;3;2;2 bis 5;nein
lemma_39237;revelatio;revelatio;NOM;NOM;nein;Lateinisch;4;3;2;2 bis 5;nein
lemma_26360;Rhodos;rhodos;NAM;NAM;ja;Griechisch;4;3;3;2 bis 5;nein
lemma_30514;Rufinus;rufinus;NAM;NAM;ja;Lateinisch;5;3;3;2 bis 5;nein
lemma_25844;Rugerus;rugerus;NAM;NAM;ja;Lateinisch;3;3;3;2 bis 5;nein
lemma_17803;Salvatsch deFonte;salvatsch defonte;NAM;NAM;ja;Französisch;2;3;1;2 bis 5;nein
lemma_28050;sanctificare;sanctificare;VRB;VRB;nein;Lateinisch;3;3;3;2 bis 5;nein
lemma_10116;saut;saut;VRB;VRB;nein;Französisch;3;3;1;2 bis 5;nein
lemma_44572;Sderas;sderas;NAM;NAM;ja;Tschechisch;2;3;2;2 bis 5;nein
lemma_44540;Sdik;sdik;NAM;NAM;ja;Slawisch;3;3;1;2 bis 5;nein
lemma_29476;Sedechia;sedechia;NAM;NAM;ja;Hebräisch;3;3;1;2 bis 5;nein
lemma_67899;sedes;sedes;NOM;NOM;nein;Lateinisch;3;3;1;2 bis 5;nein
lemma_23349;Senebalin;senebalin;NAM;NAM;ja;Arabisch;3;3;1;2 bis 5;nein
lemma_46083;sententia;sententia;NOM;NOM;nein;Lateinisch;7;3;2;2 bis 5;nein
lemma_41369;separare;separare;VRB;VRB;nein;Lateinisch;5;3;2;2 bis 5;nein
lemma_28284;Sicheus;sicheus;NAM;NAM;ja;Lateinisch;3;3;2;2 bis 5;nein
lemma_37225;silentium;silentium;NOM;NOM;nein;Lateinisch;5;3;1;2 bis 5;nein
lemma_25059;Simpfiliens;simpfiliens;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_28253;Simplicius;simplicius;NAM;NAM;ja;Lateinisch;4;3;3;2 bis 5;nein
lemma_27330;simul;simul;ADV;ADV;nein;Lateinisch;3;3;3;2 bis 5;nein
lemma_16970;singôz;singoz;NOM;NOM;nein;Italienisch;3;3;2;2 bis 5;nein
lemma_29463;Sisenes;sisenes;NAM;NAM;ja;Griechisch;3;3;2;2 bis 5;nein
lemma_34949;sive;sive;CNJ;CNJ;nein;Lateinisch;2;3;3;2 bis 5;nein
lemma_31615;socius;socius;NOM;NOM;nein;Lateinisch;4;3;2;2 bis 5;nein
lemma_66673;solemnitas;solemnitas;NOM;NOM;nein;Lateinisch;6;3;2;2 bis 5;nein
lemma_67614;sollicitus;sollicitus;ADJ;ADJ;nein;Lateinisch;4;3;2;2 bis 5;nein
lemma_11858;spicâ;spica;NOM;NOM;nein;Lateinisch;3;3;2;2 bis 5;nein
lemma_34011;Spislâ;spisla;NAM;NAM;ja;Slawisch;3;3;1;2 bis 5;nein
lemma_20850;Spitâmenes;spitamenes;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_68729;spriuwersac;spriuwersac;NOM;NOM;nein;Lateinisch;3;3;2;2 bis 5;nein
lemma_25114;Stâcius;stacius;NAM;NAM;ja;Lateinisch;4;3;1;2 bis 5;nein
lemma_42338;Staditz;staditz;NAM;NAM;ja;Slawisch, Tschechisch;3;3;2;2 bis 5;nein
lemma_45844;sternere;sternere;VRB;VRB;nein;Lateinisch;6;3;1;2 bis 5;nein
lemma_44577;Strzezimir;strzezimir;NAM;NAM;ja;Tschechisch;3;3;1;2 bis 5;nein
lemma_25112;suavis;suavis;ADJ;ADJ;nein;Lateinisch;7;3;3;2 bis 5;nein
lemma_27236;sudor;sudor;NOM;NOM;nein;Lateinisch;2;3;2;2 bis 5;nein
lemma_15824;superbia;superbia;NOM;NOM;nein;Lateinisch;6;3;2;2 bis 5;nein
lemma_37561;supplicare;supplicare;ADV;ADV NOM VRB;nein;Lateinisch;7;3;2;2 bis 5;nein
lemma_10204;symphonie;symphonie;NOM;NOM;nein;Französisch;2;3;3;2 bis 5;nein
lemma_29510;Syrach;syrach;NAM;NAM;ja;Hebräisch;4;3;1;2 bis 5;nein
lemma_28123;tangere;tangere;VRB;VRB;nein;Lateinisch;3;3;3;2 bis 5;nein
lemma_28519;Tereus;tereus;NAM;NAM;ja;Griechisch;3;3;2;2 bis 5;nein
lemma_23092;terme;terme;NOM;NOM;nein;Lateinisch;3;3;2;2 bis 5;nein
lemma_35817;Teschîn;teschin;NAM;NAM;ja;Slawisch;3;3;3;2 bis 5;nein
lemma_23773;Thales;thales;NAM;NAM;ja;Griechisch;4;3;3;2 bis 5;nein
lemma_27307;Thamar;thamar;NAM;NAM;ja;Hebräisch;4;3;2;2 bis 5;nein
lemma_28080;Thelesus;thelesus;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_22864;theologia;theologia;NOM;NOM;nein;Lateinisch;2;3;2;2 bis 5;nein
lemma_47055;Theophrastos;theophrastos;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_43173;Thyestes;thyestes;NAM;NAM;ja;Griechisch;3;3;3;2 bis 5;nein
lemma_23974;Tiburtius;tiburtius;NAM;NAM;ja;Lateinisch;4;3;2;2 bis 5;nein
lemma_31806;Timbree;timbree;NAM;NAM;ja;Griechisch;2;3;2;2 bis 5;nein
lemma_18899;tinctus;tinctus;ADJ;ADJ;nein;Lateinisch;3;3;3;2 bis 5;nein
lemma_42279;tiutschen;tiutschen;VRB;VRB;nein;Einzelsprachen;4;3;3;2 bis 5;nein
lemma_31868;toi;toi;PRO;PRO;nein;Französisch, Rätoromanisch;3;3;1;2 bis 5;nein
lemma_67976;tribuere;tribuere;VRB;VRB;nein;Lateinisch;4;3;1;2 bis 5;nein
lemma_10083;tristis;tristis;ADJ;ADJ;nein;Französisch, Lateinisch;3;3;2;2 bis 5;nein
lemma_45514;tristitia;tristitia;NOM;NOM;nein;Lateinisch;3;3;2;2 bis 5;nein
lemma_64676;Trunans;trunans;NAM;NAM;ja;Griechisch;2;3;1;2 bis 5;nein
lemma_21819;turris;turris;NOM;NOM;nein;Lateinisch;3;3;2;2 bis 5;nein
lemma_28161;Typotes;typotes;NAM;NAM;ja;Griechisch;3;3;2;2 bis 5;nein
lemma_35292;uber;uber;ADJ;ADJ GRA NOM;nein;Lateinisch;8;3;3;2 bis 5;nein
lemma_35772;Ugram;ugram;NAM;NAM;ja;Ungarisch;3;3;1;2 bis 5;nein
lemma_6420;ulterior;ulterior;PRP;PRP;nein;Lateinisch;2;3;2;2 bis 5;nein
lemma_28887;Ursus;ursus;NAM;NAM;ja;Lateinisch;3;3;2;2 bis 5;nein
lemma_26802;uterus;uterus;NOM;NOM;nein;Lateinisch;4;3;3;2 bis 5;nein
lemma_36498;ûzlegerin;uzlegerin;NOM;NOM;nein;Einzelsprachen;7;3;3;2 bis 5;nein
lemma_65498;Valeria;valeria;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_31869;vel;vel;CNJ;CNJ;nein;Lateinisch;3;3;1;2 bis 5;nein
lemma_29105;vene;vene;NOM;NOM;nein;Lateinisch;4;3;2;2 bis 5;nein
lemma_56309;venimen;venimen;NOM;NOM;nein;Lateinisch;6;3;1;2 bis 5;nein
lemma_45641;vertere;vertere;VRB;VRB;nein;Lateinisch;19;3;2;2 bis 5;nein
lemma_15700;viâ;via;INJ;INJ VRB;nein;Lateinisch;2;3;2;2 bis 5;nein
lemma_67372;vidimus;vidimus;NOM;NOM;nein;Lateinisch;4;3;2;2 bis 5;nein
lemma_37928;vindicare;vindicare;VRB;VRB;nein;Lateinisch;5;3;2;2 bis 5;nein
lemma_34433;visitare;visitare;VRB;VRB;nein;Lateinisch;4;3;3;2 bis 5;nein
lemma_45525;voluptas;voluptas;NOM;NOM;nein;Lateinisch;2;3;2;2 bis 5;nein
lemma_44625;Woyn;woyn;NAM;NAM;ja;Slawisch;3;3;2;2 bis 5;nein
lemma_44626;Woyslaw;woyslaw;NAM;NAM;ja;Slawisch;3;3;2;2 bis 5;nein
lemma_28372;Ylarius;ylarius;NAM;NAM;ja;Lateinisch;4;3;2;2 bis 5;nein
lemma_28599;Zalancus;zalancus;NAM;NAM;ja;Griechisch;3;3;1;2 bis 5;nein
lemma_25444;Zefar;zefar;NAM;NAM;ja;Persisch;3;3;2;2 bis 5;nein
lemma_48869;zisenlîn;zisenlin;NOM;NOM;nein;Lateinisch;5;3;2;2 bis 5;nein
lemma_29472;Abas;abas;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_26339;Abdalôminus;abdalominus;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_45536;abesse;abesse;VRB;VRB;nein;Lateinisch;3;2;2;2 bis 5;nein
lemma_70086;abicere;abicere;VRB;VRB;nein;Lateinisch;7;2;1;2 bis 5;nein
lemma_55791;abominatio;abominatio;NOM;NOM;nein;Lateinisch;3;2;1;2 bis 5;nein
lemma_38065;Abrâ;abra;NAM;NAM;ja;Hebräisch;4;2;1;2 bis 5;nein
lemma_38616;abyss;abyss;NOM;NOM;nein;Griechisch;3;2;2;2 bis 5;nein
lemma_17138;accentrum;accentrum;CNJ;CNJ NOM;nein;Lateinisch;4;2;1;2 bis 5;nein
lemma_52634;accordum;accordum;NOM;NOM;nein;Lateinisch;5;2;1;2 bis 5;nein
lemma_46104;accusare;accusare;VRB;VRB;nein;Lateinisch;3;2;1;2 bis 5;nein
lemma_45662;acer;acer;ADJ;ADJ NOM;nein;Lateinisch;5;2;2;2 bis 5;nein
lemma_51123;acetum;acetum;NOM;NOM;nein;Lateinisch;4;2;1;2 bis 5;nein
lemma_20982;Achalmus;achalmus;NAM;NAM;ja;Lateinisch;3;2;1;2 bis 5;nein
lemma_19296;Acrîsius;acrisius;NAM;NAM;ja;Lateinisch;3;2;1;2 bis 5;nein
lemma_29485;Actorides;actorides;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_51129;addere;addere;VRB;VRB;nein;Lateinisch;3;2;1;2 bis 5;nein
lemma_61381;adhaerere;adhaerere;VRB;VRB;nein;Lateinisch;4;2;2;2 bis 5;nein
lemma_31851;adiuvare;adiuvare;VRB;VRB;nein;Lateinisch;4;2;1;2 bis 5;nein
lemma_67815;adme;adme;PRO;PRO PRP;nein;Lateinisch;5;2;1;2 bis 5;nein
lemma_26417;admirabilis;admirabilis;ADJ;ADJ;nein;Lateinisch;3;2;2;2 bis 5;nein
lemma_37572;adulescentulus;adulescentulus;NOM;NOM;nein;Lateinisch;4;2;1;2 bis 5;nein
lemma_44803;æquivox;aequivox;NOM;NOM;nein;Lateinisch;5;2;2;2 bis 5;nein
lemma_72971;affectus;affectus;NOM;NOM;nein;Lateinisch;4;2;2;2 bis 5;nein
lemma_77829;ager;ager;NOM;NOM;nein;Lateinisch;3;2;1;2 bis 5;nein
lemma_23759;Agirtes;agirtes;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_67811;agnitio;agnitio;NOM;NOM;nein;Lateinisch;5;2;2;2 bis 5;nein
lemma_25198;Alchimeliar;alchimeliar;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_16626;Algorismus;algorismus;NAM;NAM;ja;Arabisch, Lateinisch;5;2;2;2 bis 5;nein
lemma_42620;aliquando;aliquando;ADV;ADV;nein;Lateinisch;2;2;2;2 bis 5;nein
lemma_20363;Almadian;almadian;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_70089;alteruter;alteruter;ADJ;ADJ;nein;Lateinisch;2;2;1;2 bis 5;nein
lemma_26586;Amarezur;amarezur;NAM;NAM;ja;Arabisch;3;2;1;2 bis 5;nein
lemma_26670;Amênîdas;amenidas;NAM;NAM;ja;Griechisch;3;2;2;2 bis 5;nein
lemma_21772;Amfileus;amfileus;NAM;NAM;ja;Lateinisch;3;2;1;2 bis 5;nein
lemma_31371;amica;amica;NOM;NOM;nein;Lateinisch;4;2;2;2 bis 5;nein
lemma_21770;Amphiorâus;amphioraus;NAM;NAM;ja;Griechisch, Lateinisch;4;2;2;2 bis 5;nein
lemma_70468;anathema;anathema;NOM;NOM;nein;Lateinisch;10;2;1;2 bis 5;nein
lemma_29653;Anderoch;anderoch;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_27315;anethum;anethum;NOM;NOM;nein;Lateinisch;5;2;1;2 bis 5;nein
lemma_67714;angustia;angustia;NOM;NOM;nein;Lateinisch;5;2;1;2 bis 5;nein
lemma_29170;Antaeus;antaeus;NAM;NAM;ja;Griechisch;4;2;2;2 bis 5;nein
lemma_34632;Anthenorides;anthenorides;NAM;NAM;ja;Griechisch;2;2;2;2 bis 5;nein
lemma_14921;Antzîus;antzius;NAM;NAM;ja;Lateinisch;3;2;1;2 bis 5;nein
lemma_30681;anuntiare;anuntiare;NOM;NOM VRB;nein;Lateinisch;4;2;2;2 bis 5;nein
lemma_34661;apoplexia;apoplexia;NOM;NOM;nein;Lateinisch;3;2;1;2 bis 5;nein
lemma_26615;Aquinas;aquinas;NAM;NAM;ja;Lateinisch;4;2;2;2 bis 5;nein
lemma_25219;Archanus;archanus;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_18591;archimandrita;archimandrita;NOM;NOM;nein;Lateinisch;3;2;2;2 bis 5;nein
lemma_27641;archisinagôgus;archisinagogus;NOM;NOM;nein;Lateinisch;3;2;1;2 bis 5;nein
lemma_13819;arcticus;arcticus;NOM;NOM;nein;Lateinisch;2;2;2;2 bis 5;nein
lemma_25218;Argraspites;argraspites;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_27908;Aristobolus;aristobolus;NAM;NAM;ja;Hebräisch;3;2;1;2 bis 5;nein
lemma_62110;arithmeticus;arithmeticus;NOM;NOM;nein;Lateinisch;6;2;1;2 bis 5;nein
lemma_48044;Arktur;arktur;NAM;NAM;ja;Griechisch;3;2;2;2 bis 5;nein
lemma_31856;Ârôêl;aroel;NAM;NAM;ja;Hebräisch;4;2;1;2 bis 5;nein
lemma_51138;aromatisare;aromatisare;VRB;VRB;nein;Lateinisch;5;2;1;2 bis 5;nein
lemma_16281;artifex;artifex;ADJ;ADJ NOM;nein;Lateinisch;2;2;1;2 bis 5;nein
lemma_23784;Ascalinor;ascalinor;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_70662;asinus;asinus;NOM;NOM;nein;Lateinisch;3;2;1;2 bis 5;nein
lemma_37952;aspectus;aspectus;NOM;NOM;nein;Lateinisch;4;2;2;2 bis 5;nein
lemma_69771;aspicere;aspicere;VRB;VRB;nein;Lateinisch;4;2;1;2 bis 5;nein
lemma_35222;aspirare;aspirare;VRB;VRB;nein;Lateinisch;3;2;2;2 bis 5;nein
lemma_67674;assistere;assistere;VRB;VRB;nein;Lateinisch;5;2;2;2 bis 5;nein
lemma_18407;astire;astire;VRB;VRB;nein;Lateinisch;4;2;2;2 bis 5;nein
lemma_11459;astrum;astrum;NOM;NOM;nein;Lateinisch;3;2;2;2 bis 5;nein
lemma_42774;Atanatos;atanatos;NAM;NAM;ja;Griechisch;5;2;2;2 bis 5;nein
lemma_35215;attrahere;attrahere;VRB;VRB;nein;Lateinisch;4;2;2;2 bis 5;nein
lemma_28570;Auditus;auditus;NAM;NAM;ja;Lateinisch;6;2;1;2 bis 5;nein
lemma_17257;Aurelius;aurelius;NAM;NAM;ja;Lateinisch;3;2;1;2 bis 5;nein
lemma_49958;aureolâ;aureola;NOM;NOM;nein;Lateinisch;6;2;2;2 bis 5;nein
lemma_29489;Ausones;ausones;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_39156;avamaria;avamaria;INJ;INJ NOM;nein;Lateinisch;2;2;2;2 bis 5;nein
lemma_23598;Avianus;avianus;NAM;NAM;ja;Lateinisch;4;2;1;2 bis 5;nein
lemma_25133;Balacricôs;balacricos;NAM;NAM;ja;Griechisch;3;2;1;2 bis 5;nein
lemma_44738;balsamschrîn;balsamschrin;NOM;NOM;nein;Lateinisch;8;2;1;2 bis 5;nein
lemma_70174;baptismum;baptismum;NOM;NOM;nein;Lateinisch;4;2;1;2 bis 5;nein
lemma_28788;Barcelon;barcelon;NAM;NAM;ja;Spanisch;2;2;2;2 bis 5;nein
lemma_21977;bataljen;bataljen;VRB;VRB;nein;Französisch;4;2;2;2 bis 5;nein
lemma_28334;bdellius;bdellius;NOM;NOM;nein;Lateinisch;7;2;2;2 bis 5;nein
lemma_45836;beare;beare;VRB;VRB;nein;Lateinisch;2;2;1;2 bis 5;nein
lemma_31925;beffa;beffa;NOM;NOM;nein;Italienisch;3;2;1;2 bis 5;nein
lemma_495;Belamis;belamis;NAM;NAM;ja;Französisch, Lateinisch;4;2;1;2 bis 5;nein
lemma_29466;Bêlûn;belun;NAM;NAM;ja;Griechisch;4;2;1;2 bis 5;nein
lemma_18460;bene;bene;ADV;ADV;nein;Lateinisch;6;2;1;2 bis 5;nein
