xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_130vb_34_1	namen	mit yclicher namen von czweinczig	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_130vb_36_0	die	vbir alle die do zu	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_130vb_36_1	do	alle die do zu streite	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_131ra_1_0	NUMERI	czogen wur NUMERI den geczalt	unmatched				
WZB_131ra_2_1	geczalt	NUMERI den geczalt vier vnd	ambiguous	lemma_44911|lemma_7793	lemma_7793	high	claude
WZB_131ra_4_1	svnen	Von den svnen durch ir	unmatched		lemma_5883	high	claude
WZB_131ra_4_3	ir	svnen durch ir geslechte vnd	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131ra_6_0	ir	vnd heuser ir mageschaft geczalt	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131ra_6_1	mageschaft	heuser ir mageschaft geczalt wurden	unmatched		lemma_22720	high	claude
WZB_131ra_6_2	geczalt	ir mageschaft geczalt wurden durch	ambiguous	lemma_44911|lemma_7793	lemma_7793	high	claude
WZB_131ra_7_2	namen	durch yclicher namen von czweinczig	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_131ra_8_3	vber	vnd hin vber alle die	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_131ra_9_0	die	vber alle die do mochten	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131ra_9_1	do	alle die do mochten zu	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_131ra_11_0	vir	funfczig tousent vir hundert Uon	ambiguous	lemma_40212|lemma_7063|lemma_7292|lemma_7643	lemma_7063	high	claude
WZB_131ra_12_1	der	den kindern der svne d	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_131ra_13_1	ir	d durch ir geslechte vnd	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131ra_14_2	ir	vnd heuser ir mageschaft geczalt	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131ra_14_3	mageschaft	heuser ir mageschaft geczalt wurden	unmatched		lemma_22720	high	claude
WZB_131ra_14_5	geczalt	ir mageschaft geczalt wurden mit	ambiguous	lemma_44911|lemma_7793	lemma_7793	high	claude
WZB_131ra_15_3	namen	mit yclicher namen von czweinczig	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_131ra_17_0	vber	vnd hin vber alle die	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_131ra_17_3	die	vber alle die do mochten	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131ra_17_4	do	alle die do mochten geczihen	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_131ra_19_5	die	hundert Dornach die k kinder	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131ra_20_2	ir	kinder durch ir geslechte vnd	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131ra_22_0	ir	vnd heuser ir mageschaft wurden	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131ra_22_1	mageschaft	heuser ir mageschaft wurden geczalt	unmatched		lemma_22720	high	claude
WZB_131ra_22_3	geczalt	mageschaft wurden geczalt durch yclicher	ambiguous	lemma_44911|lemma_7793	lemma_7793	high	claude
WZB_131ra_23_2	namen	durch yclicher namen von czweinczig	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_131ra_24_3	vber	vnd hin vber alle die	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_131ra_25_0	die	vber alle die do mochten	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131ra_25_1	do	alle die do mochten geczihen	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_131ra_27_0	czweihundert	dreissig tousent czweihundert Uon den	unmatched		lemma_7931	high	claude
WZB_131ra_28_2	ir	kindern durch ir geslechte vnd	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131ra_30_0	ir	vnd heuser ir mageschaft wurden	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131ra_30_1	mageschaft	heuser ir mageschaft wurden geczalt	unmatched		lemma_22720	high	claude
WZB_131ra_30_3	geczalt	mageschaft wurden geczalt durch yclicher	ambiguous	lemma_44911|lemma_7793	lemma_7793	high	claude
WZB_131ra_31_2	namen	durch yclicher namen von czweinczig	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_131ra_33_0	vber	vnd hin vber alle die	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_131ra_33_3	die	vber alle die do mochten	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131ra_33_4	do	alle die do mochten czu	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_131ra_37_0	ir	kindern durch ir geslechte vnd	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131rb_1_1	ir	vnd heuser ir mageschaft wurden	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131rb_1_2	mageschaft	heuser ir mageschaft wurden geczalt	unmatched		lemma_22720	high	claude
WZB_131rb_2_0	geczalt	mageschaft wurden geczalt ir yclicher	ambiguous	lemma_44911|lemma_7793	lemma_7793	high	claude
WZB_131rb_2_1	ir	wurden geczalt ir yclicher namen	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131rb_2_3	namen	ir yclicher namen von czweinczig	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_131rb_3_4	vber	vnd hin vber alle die	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_131rb_4_2	die	vber alle die do mochten	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131rb_4_3	do	alle die do mochten czu	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_131rb_8_1	ir	kindern durch ir geslechte vnd	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131rb_9_3	ir	vnd heuser ir mageschaft geczalt	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131rb_9_4	mageschaft	heuser ir mageschaft geczalt fint	unmatched		lemma_22720	high	claude
WZB_131rb_10_0	geczalt	ir mageschaft geczalt fint mit	ambiguous	lemma_44911|lemma_7793	lemma_7793	high	claude
WZB_131rb_10_3	ycleicher	fint mit ycleicher namen von	unmatched				
WZB_131rb_11_0	namen	mit ycleicher namen von czweinczig	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_131rb_12_3	vber	vnd hin vber alle die	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_131rb_12_6	die	vber alle die do zu	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131rb_13_0	do	alle die do zu streite	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_131rb_16_2	ir	kindern durch ir geslechte vnd	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131rb_18_1	ir	h heuser ir mageschaft geczalt	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131rb_18_2	mageschaft	heuser ir mageschaft geczalt wurden	unmatched		lemma_22720	high	claude
WZB_131rb_18_3	geczalt	ir mageschaft geczalt wurden mit	ambiguous	lemma_44911|lemma_7793	lemma_7793	high	claude
WZB_131rb_19_3	namen	mit yclicher namen von czweinczig	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_131rb_21_1	vber	vnd hin vber alle die	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_131rb_21_4	die	vber alle die do mochten	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131rb_21_5	do	alle die do mochten zu	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_131rb_24_2	Das	vier hundert Das sint die	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_131rb_24_3	sint	hundert Das sint die do	ambiguous	lemma_5432|lemma_5434|lemma_5496	lemma_5432	high	claude
WZB_131rb_24_5	die	Das sint die do czalten	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131rb_24_6	do	sint die do czalten vnd	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_131rb_24_7	czalten	die do czalten vnd vnd	unmatched				
WZB_131rb_25_2	die	vnd vnd die czwelf fursten	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131rb_27_0	ycliche	fursten von ycliche durch die	unmatched		lemma_3006	high	claude
WZB_131rb_27_2	die	ycliche durch die heuser ir	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131rb_27_4	ir	die heuser ir mageschaft Und	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131rb_28_0	mageschaft	heuser ir mageschaft Und waren	unmatched		lemma_22720	high	claude
WZB_131rb_28_4	waren	mageschaft Und waren durch ir	ambiguous	lemma_7338|lemma_7505	lemma_7505	high	claude
WZB_131rb_29_0	ir	waren durch ir heuser vnd	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131rb_30_4	vber	vnd hin vber die do	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_131rb_31_1	die	hin vber die do mochten	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131rb_31_2	do	vber die do mochten zu	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_131rb_35_0	Aber	vnd funfczig Aber die in	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_131rb_35_1	die	funfczig Aber die in den	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131rb_35_2	in	Aber die in den geslech	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_131rb_35_4	geslech	in den geslech NUM ten	unmatched				
WZB_131va_3_0	geczalt	wurden nicht geczalt mit in	ambiguous	lemma_44911|lemma_7793	lemma_7793	high	claude
WZB_131va_3_2	in	geczalt mit in Und vnser	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_131va_4_0	herre	Und vnser herre redte zu	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_131va_5_2	Das	zu sprechende Das geslecht soltu	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_131va_6_1	czelen	soltu nicht czelen noch secze	unmatched		lemma_7793	high	claude
WZB_131va_6_3	noch	nicht czelen noch secze nicht	ambiguous	lemma_14402|lemma_4281|lemma_4415	lemma_4415	high	claude
WZB_131va_7_0	ir	secze nicht ir iarczal mit	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131va_7_1	iarczal	nicht ir iarczal mit svnder	unmatched		lemma_9803	high	claude
WZB_131va_7_7	sie	svnder secze sie vber das	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_131va_7_8	vber	secze sie vber das geczelt	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_131va_8_0	das	sie vber das geczelt des	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_131va_8_1	geczelt	vber das geczelt des geczeuknusse	ambiguous	lemma_2361|lemma_7793	lemma_2361	high	claude
WZB_131va_8_2	des	das geczelt des geczeuknusse vnd	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_131va_8_3	geczeuknusse	geczelt des geczeuknusse vnd vber	unmatched		lemma_2367	high	claude
WZB_131va_9_1	vber	geczeuknusse vnd vber alle seine	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_131va_9_3	seine	vber alle seine vas v	ambiguous	lemma_1517|lemma_19022|lemma_5377	lemma_5377	high	claude
WZB_131va_10_1	was	v vnd was do zu	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_131va_10_2	do	vnd was do zu elichem	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_131va_11_0	der	elichem recht der heilicheit gehoret	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_131va_11_5	Si	heilicheit gehoret Si sullen tragen	ambiguous	lemma_48479|lemma_5366|lemma_5432|lemma_5445|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_131va_12_1	das	sullen tragen das geczelt vnd	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_131va_12_2	geczelt	tragen das geczelt vnd alle	ambiguous	lemma_2361|lemma_7793	lemma_2361	high	claude
WZB_131va_13_1	sein	vnd alle sein gerete Und	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_131va_13_2	gerete	alle sein gerete Und werden	unmatched		lemma_2149	high	claude
WZB_131va_13_5	werden	gerete Und werden in seinen	ambiguous	lemma_62628|lemma_7489|lemma_7500	lemma_7489	high	claude
WZB_131va_14_0	in	Und werden in seinen diensten	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_131va_14_2	diensten	in seinen diensten vnd in	unmatched				
WZB_131va_14_4	in	diensten vnd in dem vmringe	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_131va_14_5	dem	vnd in dem vmringe des	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_131va_15_0	vmringe	in dem vmringe des geczeldis	unmatched		lemma_6433	high	claude
WZB_131va_15_1	des	dem vmringe des geczeldis sullen	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_131va_15_2	geczeldis	vmringe des geczeldis sullen sie	unmatched		lemma_2361	high	claude
WZB_131va_16_0	sie	geczeldis sullen sie sich legern	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_131va_16_1	sich	sullen sie sich legern Und	ambiguous	lemma_42100|lemma_5366|lemma_5445|lemma_5455	lemma_5445	high	claude
WZB_131va_17_0	man	Und wenne man czihen wirt	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966	lemma_3958	low	claude
WZB_131va_17_2	wirt	man czihen wirt so zu	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_131va_17_6	legen	so zu legen das geczelt	ambiguous	lemma_16149|lemma_3674|lemma_3770	lemma_3674	high	claude
WZB_131va_17_7	das	zu legen das geczelt vnd	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_131va_17_8	geczelt	legen das geczelt vnd wenne	ambiguous	lemma_2361|lemma_7793	lemma_2361	high	claude
WZB_131va_18_1	man	vnd wenne man sich legern	ambiguous	lemma_3909|lemma_3957|lemma_3958|lemma_3966	lemma_3958	low	claude
WZB_131va_18_2	sich	wenne man sich legern sol	ambiguous	lemma_42100|lemma_5366|lemma_5445|lemma_5455	lemma_5445	high	claude
WZB_131va_19_2	sie	so richten sie das ouf	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_131va_19_3	das	richten sie das ouf Aber	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_131va_19_7	Aber	das ouf Aber ERI ouf	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_131vb_1_0	ERI	ouf Aber ERI ouf slahen	unmatched		lemma_2	high	claude
WZB_131vb_2_2	die	ouf slahen die geczelt sulln	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131vb_2_3	geczelt	slahen die geczelt sulln yclicher	ambiguous	lemma_2361|lemma_7793	lemma_2361	high	claude
WZB_131vb_2_4	sulln	die geczelt sulln yclicher noch	unmatched		lemma_5608	high	claude
WZB_131vb_2_6	noch	sulln yclicher noch seinen geturmen	ambiguous	lemma_14402|lemma_4281|lemma_4415	lemma_4415	high	claude
WZB_131vb_3_1	geturmen	noch seinen geturmen vnd scharen	unmatched				
WZB_131vb_3_3	scharen	geturmen vnd scharen vnd heren	ambiguous	lemma_5180|lemma_5184	lemma_5180	high	claude
WZB_131vb_4_1	heren	scharen vnd heren Uorwar in	ambiguous	lemma_10833|lemma_2682|lemma_2684|lemma_2761|lemma_5454	lemma_2684	high	claude
WZB_131vb_4_4	Uorwar	vnd heren Uorwar in dem	unmatched		lemma_8989	high	claude
WZB_131vb_5_0	in	heren Uorwar in dem vmringe	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_131vb_5_1	dem	Uorwar in dem vmringe des	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_131vb_5_2	vmringe	in dem vmringe des geczeldis	unmatched		lemma_6433	high	claude
WZB_131vb_5_3	des	dem vmringe des geczeldis des	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_131vb_5_4	geczeldis	vmringe des geczeldis des geczeuknusse	unmatched		lemma_2361	high	claude
WZB_131vb_6_0	des	des geczeldis des geczeuknusse sulln	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_131vb_6_1	geczeuknusse	geczeldis des geczeuknusse sulln stecken	unmatched		lemma_2367	high	claude
WZB_131vb_6_2	sulln	des geczeuknusse sulln stecken ir	unmatched		lemma_5608	high	claude
WZB_131vb_6_3	stecken	geczeuknusse sulln stecken ir geczelt	ambiguous	lemma_5737|lemma_5738	lemma_5738	high	claude
WZB_131vb_7_0	ir	sulln stecken ir geczelt das	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131vb_7_1	geczelt	stecken ir geczelt das kein	ambiguous	lemma_2361|lemma_7793	lemma_2361	high	claude
WZB_131vb_7_4	das	ir geczelt das kein pflage	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_131vb_7_5	kein	geczelt das kein pflage werde	ambiguous	lemma_2007|lemma_3271|lemma_3273	lemma_3273	high	claude
WZB_131vb_7_7	werde	kein pflage werde vber die	ambiguous	lemma_7489|lemma_7500|lemma_7644	lemma_7489	medium	claude
WZB_131vb_8_0	vber	pflage werde vber die menige	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_131vb_8_1	die	werde vber die menige Und	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_131vb_8_6	wachn	menige Und wachn sullen sie	unmatched				
WZB_131vb_9_0	sie	wachn sullen sie in iren	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_131vb_9_1	in	sullen sie in iren hutten	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_131vb_9_2	iren	sie in iren hutten des	ambiguous	lemma_3066|lemma_3067|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_131vb_9_3	hutten	in iren hutten des geczeldis	ambiguous	lemma_2942|lemma_2947			
WZB_131vb_9_4	des	iren hutten des geczeldis des	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_131vb_9_5	geczeldis	hutten des geczeldis des geczeuknusse	unmatched		lemma_2361	high	claude
WZB_131vb_10_0	des	des geczeldis des geczeuknusse Dorvmme	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_131vb_10_1	geczeuknusse	geczeldis des geczeuknusse Dorvmme taten	unmatched		lemma_2367	high	claude
WZB_131vb_12_1	noch	Dorvmme taten noch allem dem	ambiguous	lemma_14402|lemma_4281|lemma_4415	lemma_4415	high	claude
WZB_131vb_12_3	dem	noch allem dem das vnser	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_131vb_12_5	das	allem dem das vnser herre	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_131vb_13_0	herre	das vnser herre gepoten hett	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_131vb_13_1	gepoten	vnser herre gepoten hett Und	ambiguous	lemma_1971|lemma_1978	lemma_1971	high	claude
WZB_131vb_15_1	herre	II vnser herre redte zu	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_131vb_15_7	Icliche	zu sprechende Icliche svnderlich noch	unmatched				
WZB_131vb_15_8	svnderlich	sprechende Icliche svnderlich noch iren	unmatched				
WZB_131vb_16_0	noch	Icliche svnderlich noch iren scharen	ambiguous	lemma_14402|lemma_4281|lemma_4415	lemma_4415	high	claude
WZB_131vb_16_1	iren	svnderlich noch iren scharen vnd	ambiguous	lemma_3066|lemma_3067|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_131vb_16_2	scharen	noch iren scharen vnd czeichn	ambiguous	lemma_5180|lemma_5184	lemma_5180	high	claude
WZB_131vb_16_4	czeichn	scharen vnd czeichn vnd vanen	unmatched				
WZB_131vb_17_3	heusern	vanen vnd heusern irr mageschaft	unmatched		lemma_2933	high	claude
WZB_131vb_18_0	mageschaft	heusern irr mageschaft von in	unmatched		lemma_22720	high	claude
WZB_131vb_18_2	in	mageschaft von in dem vmringe	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_131vb_18_3	dem	von in dem vmringe des	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_131vb_18_4	vmringe	in dem vmringe des geczeldis	unmatched		lemma_6433	high	claude
WZB_131vb_18_5	des	dem vmringe des geczeldis des	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_131vb_19_0	geczeldis	vmringe des geczeldis des geczeuknusses	unmatched		lemma_2361	high	claude
WZB_131vb_19_1	des	des geczeldis des geczeuknusses sullen	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_131vb_19_2	geczeuknusses	geczeldis des geczeuknusses sullen ouf	unmatched		lemma_2367	high	claude
WZB_131vb_20_3	ir	ouf slahen ir geczelt Gegen	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_131vb_20_4	geczelt	slahen ir geczelt Gegen osten	ambiguous	lemma_2361|lemma_7793	lemma_2361	high	claude
WZB_131vb_21_0	Gegen	ir geczelt Gegen osten sol	ambiguous	lemma_11822|lemma_2007	lemma_2007	high	claude
WZB_131vb_21_3	stecken	osten sol stecken sein geczelt	ambiguous	lemma_5737|lemma_5738	lemma_5738	high	claude
WZB_131vb_22_0	sein	sol stecken sein geczelt durch	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_131vb_22_1	geczelt	stecken sein geczelt durch sein	ambiguous	lemma_2361|lemma_7793	lemma_2361	high	claude
WZB_131vb_22_3	sein	geczelt durch sein schar vnd	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_131vb_22_4	schar	durch sein schar vnd sein	ambiguous	lemma_5180|lemma_5184	lemma_5180	high	claude
WZB_131vb_23_1	sein	schar vnd sein here Und	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_131vb_23_2	here	vnd sein here Und seiner	ambiguous	lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_5454	lemma_2761	high	claude
WZB_131vb_24_1	wirt	svne furste wirt sein der	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_131vb_24_2	sein	furste wirt sein der svn	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_131vb_24_3	der	wirt sein der svn vnd	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_131vb_25_3	iarczal	vnd alle iarczal der streitenden	unmatched		lemma_9803	high	claude
WZB_131vb_26_0	der	alle iarczal der streitenden von	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_131vb_26_1	streitenden	iarczal der streitenden von seinem	unmatched		lemma_5818	high	claude
WZB_131vb_27_3	sibenczigtousent	vier vnd sibenczigtousent vnd sechs	unmatched				
WZB_131vb_29_1	im	hundert Bei im slugen ouf	ambiguous	lemma_10734|lemma_1517|lemma_1762	lemma_1517	medium	claude
WZB_131vb_29_4	geczelt	slugen ouf geczelt von dem	ambiguous	lemma_2361|lemma_7793	lemma_2361	high	claude
WZB_131vb_30_0	dem	geczelt von dem geslechte Der	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_131vb_30_4	Der	dem geslechte Der selben furste	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_131vb_31_2	was	selben furste was der svn	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_131vb_32_0	der	furste was der svn Und	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_131vb_33_0	streitenden	czal seiner streitenden vier vnd	unmatched		lemma_5818	high	claude
WZB_131vb_34_0	2ᵐraᵐ	vnd funf 2ᵐraᵐ ii Nui	unmatched				
WZB_131vb_36_0	Nui	2ᵐraᵐ ii Nui NUM czig	unmatched				
WZB_132ra_2_0	czig	Nui NUM czig tousent vier	unmatched				
WZB_132ra_2_6	In	vier hundert In ł dem	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_132ra_2_7	ł	hundert In ł dem geslechte	unmatched		lemma_2	high	claude
WZB_132ra_3_0	dem	In ł dem geslechte was	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_132ra_3_2	was	dem geslechte was furste der	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_132ra_4_1	der	was furste der svn Alles	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_132ra_4_6	here	svn Alles here der streitenden	ambiguous	lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_5454	lemma_2761	high	claude
WZB_132ra_5_0	der	Alles here der streitenden von	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
