form	match_type	count	candidate_lemmas	sample_context	resolved_lemma	confidence	note
laganich	unmatched	1		ŏle Und laganich osterbrot in			
weiczeim	unmatched	1		alles von weiczeim mele vnd			
mele	ambiguous	1	lemma_29098|lemma_4067	von weiczeim mele vnd lege			
geweschist	unmatched	1		du nv geweschist den vater			
rŏcke	unmatched	1		die leinein rŏcke vnd gurte			
hald	unmatched	1		hende so hald ouch hin			
kalpes	unmatched	1		blute des kalpes vnd leg			
hawene	unmatched	1		das zu hawene vleisch vnd			
suser	unmatched	1		daz ein suser des siges			
cruftel	unmatched	1		brotis vnd cruftel brot mit			
geweite	unmatched	1		ouch die geweite bruft vnd			
bruft	unmatched	1		die geweite bruft vnd die			
Uorbru	unmatched	1		v vru Uorbru die bleiblinge			
slehest	unmatched	1		so du slehest der reinigunge			
Czweiierige	unmatched	1		dem alter Czweiierige lemmer saltu			
stosnem	unmatched	1		ŏl zu stosnem ŏl das			
gevierwinkelt	unmatched	1		breite das gevierwinkelt vnd czwu			
richenden	unmatched	1		ouf wol richenden weirouche des			
weirouche	unmatched	1		wol richenden weirouche des morgens			
opser	unmatched	1		des siges opser tyr noch			
genymest	unmatched	1		Wenne du genymest die gar			
tempils	unmatched	1		mase des tempils Ein scot			
halbn	unmatched	1		zu einem halbn scot Der			
enpfangne	unmatched	1		Und das enpfangne gelt das			
geswurchte	unmatched	1		in das geswurchte des geczeldis			
opfnern	unmatched	1		das sie opfnern dorouf thimiamisches			
thimiamisches	unmatched	1		opfnern dorouf thimiamisches puluer dem			
smirnischen	unmatched	1		der besten smirnischen wurcze vnd			
ousderwelter	unmatched	1		wurcze vnd ousderwelter funf hundert			
cynomin	unmatched	1		scot vnd cynomin halb also			
calamisch	unmatched	1		scot vnd calamisch wurcze gleich			
cassische	unmatched	1		scot Und cassische pfeifen funf			
ŏlpoumen	unmatched	1		ŏl von ŏlpoumen ein mase			
houfgelegte	unmatched	1		ein czu houfgelegte salbe noch			
Menschen	ambiguous	1	lemma_4082|lemma_44421	ewer geperunge Menschen vleisch sol			
galbanum	unmatched	1		v vnd galbanum des susen			
wĭrouch	unmatched	1		gar liechten wĭrouch gleicher wage			
zuhoufgelegte	unmatched	1		mache ein zuhoufgelegte thimiamisch confect			
confect	unmatched	1		zuhoufgelegte thimiamisch confect noch dem			
vleisichchen	unmatched	1		der salben vleisichchen gemischet vnd			
gestosest	unmatched	1		cleinem puluer gestosest so secze			
kouftelegunge	unmatched	1		sulche zu kouftelegunge sult ir			
sun	ambiguous	1	lemma_22456|lemma_5608|lemma_5863|lemma_5883|lemma_5899	namen den sun des svnes			
smidens	unmatched	1		erdenken ł smidens was man			
mermil	unmatched	1		vnd von mermil vnd von			
gege	unmatched	1		hab im gege volke EXO			
thimiam	unmatched	1		das puluer thimiam in der			
cwu	unmatched	1		volbrachte ouff cwu steineine tafeln			
giessendem	unmatched	1		forme noch giessendem werke vnd			
ferten	unmatched	1		op DUS ferten gancz enczuntes			
geduldige	unmatched	1		opfer vnd geduldige opfer tir			
hertenekig	unmatched	1		ist vnd hertenekig Las mich			
Uelschlich	unmatched	1		sprechen die Uelschlich hat er			
streites	unmatched	1		clage eines streites hŏret man			
treibende	unmatched	1		kein ruf treibende zu der			
Steigen	unmatched	1		groze svnde Steigen wil ich			
Enczweder	unmatched	1		guldeine gŏte Enczweder vorgib in			
vorgib	unmatched	1		gŏte Enczweder vorgib in dise			
vortilg	unmatched	1		nicht so vortilg mich ous			
strew̆e	unmatched	1		icht zu strew̆e an dem			
woran	unmatched	1		stat Wenne woran muge wir			
magest	unmatched	1		her Du magest nicht gesehen			
behib	unmatched	1		Und her behib ander czwu			
vorwarn	unmatched	1		als sie vorwarn Und bei			
anrufende	unmatched	1		mit im anrufende den namen			
Herscher	ambiguous	1	lemma_21574|lemma_2683	sprach her Herscher herregot barmhercziger			
senftmutiger	unmatched	1		barmhercziger vnd senftmutiger geduldiger vnd			
anbete	unmatched	1		erde vnd anbete in vnd			
czihest	unmatched	1		das du czihest mit vns			
hertnekig	unmatched	1		volk ist hertnekig vnd eines			
Czorniger	unmatched	1		fremden gote Czorniger herre ist			
gevnkeuschen	unmatched	1		wenne sie gevnkeuschen machen ouch			
Gegosne	unmatched	1		DUS gŏte Gegosne gŏte saltu			
hochczeite	unmatched	1		machen Die hochczeite der ostern			
Sibn	unmatched	1		soltu behuten Sibn tage soltu			
lŏse	unmatched	1		deiner svne lŏse noch erschein			
widerkerunge	unmatched	1		in der widerkerunge des iares			
derscheinen	unmatched	1		deine knechtil derscheinen in der			
geheb	unmatched	1		ł ouf geheb die heiden			
gesewertes	unmatched	1		opfer ouf gesewertes brot das			
qamen	unmatched	1		redt do qamen zu im			
williger	ambiguous	1	lemma_32749|lemma_7621	Ein yclicher williger von seines			
Iacincten	unmatched	1		vnd er Iacincten vnd purpur			
rotgeverbte	unmatched	1		hare Und rotgeverbte widers heute			
iacinctische	unmatched	1		heute vnd iacinctische geverbte heute			
olliecht	unmatched	1		holcze vnd olliecht zu bereiten			
racionale	unmatched	1		vnd das racionale Welcher vnder			
getesil	unmatched	1		ringe vnd getesil mit rigelpflocke			
rigelpflocke	unmatched	1		getesil mit rigelpflocke vnd grunde			
thimiamischs	unmatched	1		ŏl vnd thimiamischs puluer von			
Umbhenge	unmatched	1		seinen grunt Umbhenge die turn			
Pflŏcke	unmatched	1		der vorlouben Pflŏcke zu dem			
bereitem	unmatched	1		mit willigem bereitem vnd andechtigem			
gerŏte	unmatched	1		har vnd gerŏte widers heute			
allerleier	unmatched	1		Silber vnd allerleier opferten sie			
gewurmeltes	unmatched	1		purpir vnd gewurmeltes vnd pfelle			
freiem	unmatched	1		dar mit freiem willen Die			
vorwor	unmatched	1		Die fursten vorwor opferten oniknien			
salb	ambiguous	1	lemma_5069|lemma_5385|lemma_67911	enczunden vnd salb zu bereiten			
innigem	unmatched	1		vrowen mit innigem herczen so			
williclychen	unmatched	1		hant Alle williclychen weihten das			
erffullet	unmatched	1		hat in erffullet mit dem			
czimmer	unmatched	1		vnd in czimmer werk Was			
czymmer	unmatched	1		kvnnen machen czymmer werk gemengt			
geworchtes	unmatched	1		werk gemengt geworchtes werk vnd			
smidende	unmatched	1		sie konden smidende wirken was			
gelarte	unmatched	1		vnd alle gelarte man den			
eigenwillen	unmatched	1		von irem eigenwillen sich dorzu			
butils	unmatched	1		dorvmme mit butils stimme rufen			
licheit	unmatched	1		hei DUS licheit Und also			
vberflussik	unmatched	1		was vnd vberflussik hetten Und			
gemengter	unmatched	1		werk vnd gemengter kunft Der			
Eine	ambiguous	1	lemma_119|lemma_1331|lemma_1337	breite vire Eine mas hatten			
iacintische	unmatched	1		machte her iacintische ŏrl an			
clingel	unmatched	1		das die clingel gegen ein			
seumil	unmatched	1		an dem seumil der andern			
ereyne	unmatched	1		Und funfczig ereyne heftil do			
heftil	unmatched	1		funfczig ereyne heftil do mit			
behield	unmatched	1		ein halbe behield ir breite			
czudin	unmatched	1		mittages gegen czudin mit vierczig			
bereinen	unmatched	1		sil DUS bereinen grunden Czwene			
gestosen	unmatched	1		rigel mochte gestosen Und die			
houbten	unmatched	1		mit den houbten vorgulte giessende			
purpern	unmatched	1		vnd von purpern vnd von			
hovbten	unmatched	1		mit irn hovbten die her			
reckende	unmatched	1		tafeln ous reckende ire flugel			
vmlegte	unmatched	1		halbe Und vmlegte yn mit			
lebse	unmatched	1		einen guldeinen lebse vm vnd			
ger	ambiguous	1	lemma_1948|lemma_1949|lemma_2174|lemma_2408	graben vir ger hoch vnd			
Geneme	ambiguous	1	lemma_2115|lemma_4330	des tisches Geneme vas trinkvas			
gieskopfe	unmatched	1		vas trinkvas gieskopfe vnd DUS			
schurscheren	unmatched	1		mit iren schurscheren vnd lesch			
lesch	unmatched	1		schurscheren vnd lesch vassen in			
seyten	ambiguous	1	lemma_5378|lemma_5435	zu yclicher seyten hette ein			
vnd̄	unmatched	1		giengen hŏrner vnd̄ vmmelegte den			
confecten	unmatched	1		siten der confecten et cetera			
chte	unmatched	1		ma DUS chte her allerlei			
neczes	unmatched	1		gestalt eines neczes machte her			
elterlin	unmatched	1		alters ein elterlin giessende vir			
rostes	unmatched	1		enden des rostes zu lasen			
spigeln	unmatched	1		von vrowen spigeln die aldo			
funfczehn	unmatched	1		des geczeldis funfczehn doum elen			
vorhanck	unmatched	1		her einen vorhanck mit genetem			
czimmermeister	unmatched	1		ein hŏer czimmermeister vnd ein			
webir	unmatched	1		vnd ein webir wirkende mancher			
wirkende	unmatched	1		ein webir wirkende mancher hande			
neter	unmatched	1		Und ein neter von iacinten			
thho	unmatched	1		thoho bzde thho thoho bzde			
vorworcht	unmatched	1		das do vorworcht wart in			
funfhunderten	unmatched	1		hundert tousenten funfhunderten vnd funfczic			
funfczic	unmatched	1		funfhunderten vnd funfczic wepnern Nu			
wepnern	unmatched	1		vnd funfczic wepnern Nu waren			
centneren	unmatched	1		ous hundert centneren yclicher centener			
gemengtis	unmatched	1		gebleichter pfelle gemengtis werkes Und			
dvnte	unmatched	1		vnd zu dvnte sie in			
vedem	unmatched	1		sie in vedem so das			
gewirken	unmatched	1		gedringen oder gewirken oder geneen			
geneen	unmatched	1		gewirken oder geneen mit der			
wenil	unmatched	1		vorigen varb wenil Und czwei			
exodi	unmatched	1		er xxxix exodi EXO czwen			
gementes	unmatched	1		ein racional gementes werkis noch			
topasins	unmatched	1		sardius vnd topasins vnd der			
vmmegeben	unmatched	1		der berillus vmmegeben vnd ein			
ordenungen	unmatched	1		in iren ordenungen vnd die			
ketlein	unmatched	1		dem racional ketlein die an			
ragten	unmatched	1		humeralis ous ragten dise beide			
wekilten	unmatched	1		slaffende icht wekilten vnd wurden			
iacinctisschein	unmatched	1		alczu male iacinctisschein vnd ein			
kepil	unmatched	1		vnd ein kepil oben in			
innersten	unmatched	1		an dem innersten teile des			
rokkis	unmatched	1		teile des rokkis vm vnd			
geworchtis	unmatched	1		leineine rocke geworchtis werkis vnd			
kronlein	unmatched	1		mit iren kronlein ous pfelle			
gewurmeltm	unmatched	1		purpir von gewurmeltm czwir geverbt			
erunge	unmatched	1		der heiligen erunge von reinem			
Uolkomen	unmatched	1		het gepoten Uolkomen ist dorvmme			
bower	unmatched	1		allen seinen bower rat Die			
rigil	unmatched	1		tafeln di rigil die seulen			
gerŏten	unmatched	1		von den gerŏten widers heuten			
confecte	unmatched	1		die thimiamisch confecte von wurczen			
grebiln	unmatched	1		mit den grebiln Nichtesnicht was			
oufrichten	unmatched	1		menedis saltu oufrichten das geczelt			
czeuknusses	unmatched	1		xl EXO czeuknusses vnd secze			
vmhengen	unmatched	1		mit seinen vmhengen vnd seinen			
bunge	unmatched	1		sal DUS bunge bekvme in			
bekvme	unmatched	1		DUS bunge bekvme in die			
vberpreite	unmatched	1		seulen vnd vberpreite das dach			
vberdeckin	unmatched	1		vber die vberdeckin als vnser			
saczes	unmatched	1		des vor saczes Ouch saczte			
eute	unmatched	1		vorhange vnd eute dor ouf			
vorhang	unmatched	1		gange einen vorhang Aber do			
vorlies	unmatched	1		das geczelt vorlies so czogen			
nser	unmatched	1		Leuiticus U nser herre rufte			
glit	unmatched	1		Und die glit die zu			
ordenlichn	unmatched	1		howen sint ordenlichn dorouf legen			
keuchiln	unmatched	1		von turkiltouben keuchiln Und die			
vorrenke	unmatched	1		alter vnd vorrenke ir das			
cropfel	unmatched	1		alters Das cropfel vorwar des			
flugelein	unmatched	1		her sein flugelein vnd sol			
suzes	unmatched	1		ein opfer suzes ruches vnserm			
heilcheit	unmatched	1		opfert der heilcheit opfer vnserm			
Semil	unmatched	1		vnserm herren Semil wirt sein			
vngesowertes	unmatched	1		bakouen als vngesowertes brot mit			
besmirt	unmatched	1		mit ol besmirt Ist das			
dvnne	unmatched	1		teile sie dvnne vnd geusse			
sowerteiges	unmatched	1		noch nichtesnicht sowerteiges noch honigs			
salcze	unmatched	1		mache mit salcze noch heb			
nir	unmatched	1		mit den nir LEUIT lein			
nirleinen	unmatched	1		mit den nirleinen vnd mit			
nyrl	unmatched	1		Und beide nyrl mit der			
neczlin	unmatched	1		mit dem neczlin das do			
getunke	unmatched	1		her ein getunke den vinger			
genemsten	unmatched	1		weirouches des genemsten vnserm herren			
schutet	unmatched	1		aschen hin schutet sullen werden			
vnvornvnft	unmatched	1		vnd von vnvornvnft das tut			
vornvmen	unmatched	1		Und dornach vornvmen hat seine			
kalbis	unmatched	1		ouf des kalbis houbte vor			
gekrezsemt	unmatched	1		do ist gekrezsemt von seinem			
vornimet	unmatched	1		vnd dornach vornimet sein svnde			
pflugt	unmatched	1		enczunten opfertir pflugt zu slahen			
veistischeit	unmatched	1		grunt sein veistischeit vorwar enczunde			
einczwedir	unmatched	1		ein geczeug einczwedir das her			
vorbrenget	unmatched	1		irem mvnde vorbrenget so das			
vorrenkende	unmatched	1		die svnde vorrenkende im das			
vederlein	unmatched	1		zu den vederlein also das			
trifen	unmatched	1		las her trifen an seinen			
semýl	unmatched	1		die svnde semýl das czehende			
vbirtrittet	unmatched	1		ein sele vbirtrittet die heilicheit			
gekoufen	unmatched	1		man mag gekoufen vmbe czwei			
vorgebn	unmatched	1		wirt im vorgebn wenne her			
vorlornes	unmatched	1		oder ein vorlornes dink vindet			
vsiln	unmatched	1		LEUITICUS zu vsiln Aber das			
werfende	unmatched	1		sol neren werfende holcz dor			
czunden	unmatched	1		wirt an czunden die veisticheit			
gesowert	unmatched	1		es nicht gesowert werden wenne			
kresemunge	unmatched	1		tage der kresemunge Das czehende			
ereines	unmatched	1		es ein ereines vas ist			
nyrlein	unmatched	1		die czwei nyrlein vnd die			
weyrouch	unmatched	1		alter Der weyrouch ist das			
pekt	unmatched	1		das man pekt in dem			
saggunge	unmatched	1		gnaden dink saggunge so sol			
laganische	unmatched	1		mit ol laganische ostir vlecken			
ostir	unmatched	1		ol laganische ostir vlecken besalbet			
gedreiekte	unmatched	1		semil vnd gedreiekte cleine semil			
gemischtem	unmatched	1		mit zu gemischtem ŏle besprengt			
gesowerteigte	unmatched	1		besprengt Und gesowerteigte brot mit			
geusset	unmatched	1		der do geusset des opfertyres			
wise	ambiguous	1	lemma_7537|lemma_7538|lemma_7540|lemma_7659	opfertir gleicher wise sol man			
eczwas	unmatched	1		aber das eczwas vbir bleibt			
frvmet	unmatched	1		opfer noch frvmet nicht dem			
opfernden	unmatched	1		nicht dem opfernden Wenne vil			
vewer	unmatched	1		svnder mit vewer vorbant Der			
vorbant	unmatched	1		mit vewer vorbant Der do			
greiffet	unmatched	1		do an greiffet vnreinikeit des			
gevnreinigen	unmatched	1		die do gevnreinigen mugen vnd			
veisti	unmatched	1		zu Die veisti LEUITICUS keit			
keit	unmatched	1		veisti LEUITICUS keit des ochsens			
Halden	ambiguous	1	lemma_2620|lemma_2629	opfer speise Halden sol her			
erhebunge	unmatched	1		der ouf erhebunge vnd die			
cleidte	unmatched	1		hette do cleidte ł her			
twingende	unmatched	1		das humerale twingende das mit			
heiligende	unmatched	1		do her heiligende besprenget hette			
weihte	unmatched	1		in vnd weihte in Und			
gesneiten	unmatched	1		den in gesneiten vnd das			
smerlein	unmatched	1		mit irem smerlein enczunte her			
hib	unmatched	1		den wider hib her in			
geweide	unmatched	1		das in geweide vnd die			
getotten	unmatched	1		blvte des getotten widers het			
nirl	unmatched	1		die czwei nirl vnd die			
schit	ambiguous	1	lemma_14997|lemma_5196|lemma_5328	rechte schulder schit her do			
gedreiektis	unmatched	1		vnd ein gedreiektis semil brot			
gehuben	unmatched	1		das ouf gehuben vor vnserm			
hers	ambiguous	1	lemma_14004|lemma_14005|lemma_2761	do nam hers wider ous			
Cochet	unmatched	1		in sprechende Cochet das vleisch			
isra	unmatched	1		gepurt von isra LEUITICUS hel			
hel	ambiguous	1	lemma_2734|lemma_2741	isra LEUITICUS hel Und sprach			
Trit	ambiguous	1	lemma_6188|lemma_6211	sprach her Trit zu zu			
getŏtest	unmatched	1		wenne du getŏtest das opfertir			
vmbrink	unmatched	1		des alters vmbrink Und das			
glidern	unmatched	1		mit allen glidern opferten sie			
erhebende	unmatched	1		schuldern svnderte erhebende sie vor			
rŏcken	unmatched	1		mit leineinen rŏcken vnd wurfen			
entplŏssen	unmatched	1		ir nicht entplŏssen vnd ewer			
ysrahelischs	unmatched	1		vnd alles ysrahelischs hous sullen			
clagen	ambiguous	1	lemma_3337|lemma_3341	hous sullen clagen das anczvnden			
anczvnden	unmatched	1		clagen das anczvnden das vnser			
erwekt	unmatched	1		herre hat erwekt Aber ir			
trunkken	unmatched	1		das do trunkken mag gemachen			
erkentnusse	unmatched	1		kunst der erkentnusse vnder dem			
vnheiligen	unmatched	1		vnd dem vnheiligen vnder dem			
sawerteig	unmatched	1		das an sawerteig bei dem			
bbrust	unmatched	1		vnd die bbrust vnd die			
cleglichem	unmatched	1		rechten mit cleglichem herczen Do			
buze	ambiguous	1	lemma_18306|lemma_920|lemma_943	her seine buze XI Und			
gespaldne	unmatched	1		hat ein gespaldne cla vnd			
yndrucket	unmatched	1		Was do yndrucket vnd hat			
vngespalden	unmatched	1		klaen aber vngespalden sam das			
ygel	unmatched	1		achten Der ygel der do			
enspeldet	unmatched	1		claen nicht enspeldet ist vnreine			
hase	ambiguous	1	lemma_2670|lemma_78908	Und der hase wenne her			
indruket	unmatched	1		her ouch indruket svnder der			
sov	unmatched	1		vnd die sov wenne sie			
indrukt	unmatched	1		aber sie indrukt nicht Diser			
essen;	unmatched	1		czimlich zu essen; alles das			
gestalt;	unmatched	1		in seiner gestalt; den strousen			
tovcher	unmatched	1		howen den tovcher den storchen			
onocrotil	unmatched	1		swanen den onocrotil den pellican			
vledermaus	unmatched	1		widhopfen die vledermaus alles das			
keuer	unmatched	1		vnd die keuer vnd der			
athak	unmatched	1		vnd der athak vnd der			
opimak	unmatched	1		vnd der opimak Und allirlei			
vierfusig	unmatched	1		die do vierfusig geen wirt			
cocodril	unmatched	1		maus der cocodril noch seinem			
hermil	unmatched	1		geslechte; Das hermil vnd der			
cameleon	unmatched	1		vnd der cameleon der femol			
femol	unmatched	1		cameleon der femol vnd die			
eudechse	unmatched	1		vnd die eudechse vnd der			
tahneine	unmatched	1		das - tahneine vas dor			
nasses	unmatched	1		Und alles nasses das man			
gedreifuste	unmatched	1		ouen oder gedreifuste topfe so			
begeusset	unmatched	1		mit wasser begeusset vnd dornach			
tregit	unmatched	1		oder es tregit der schol			
slinget	unmatched	1		vier fuzen slinget oder hat			
sleppet	unmatched	1		fuze oder sleppet sich ouf			
vnreinigt	unmatched	1		vnrein Nicht vnreinigt ewer selen			
enruret	unmatched	1		selen noch enruret nichtesnicht der			
blutsuchte	unmatched	1		abscheidunge der blutsuchte Und an			
reinunge	unmatched	1		tage ir reinunge Ist aber			
flusses	unmatched	1		siten des flusses der seuche			
turkilteubel	unmatched	1		oder ein turkilteubel vmme die			
turkiltŏubil	unmatched	1		sie czwei turkiltŏubil oder czwei			
blater	unmatched	1		oder ein blater oder etwas			
leuchtendes	unmatched	1		oder etwas leuchtendes das ist			
leuchtende	unmatched	1		das ein leuchtende glencze ist			
tvnkler	unmatched	1		ousseczikeit ist tvnkler vnd hat			
schurf	unmatched	1		ist der schurf Vnd waschen			
vorvrteilt	unmatched	1		vnreinikeit werden vorvrteilt Der slac			
priefter	unmatched	1		zu dem priefter der beschowe			
vortvmen	unmatched	1		vnd also vortvmen sol in			
bluet	ambiguous	1	lemma_770|lemma_775	im ous bluet ein loufende			
ousseczige	unmatched	1		ein loufende ousseczige varbe an			
oussecziket	unmatched	1		iunger reiner oussecziket sol her			
bedekt	unmatched	1		weisse vnd bedekt gar den			
schrunde	unmatched	1		ein weise schrunde erscheinet oder			
rotet	unmatched	1		oder durch rotet so fure			
schrunden	unmatched	1		in der schrunden ist entsprossen			
ousseczicheit	unmatched	1		gestalt der ousseczicheit ist tvnkil			
vortvme	unmatched	1		ousseczikeit so vortvme er in			
brvnst	unmatched	1		schrvnde der brvnst LEUITICUS ist			
slagis	unmatched	1		stat des slagis gleich dem			
benden	unmatched	1		dem si benden tage steende			
bare	ambiguous	1	lemma_30352|lemma_339|lemma_377|lemma_542	ist offen bare vnrein Ist			
kvntlichen	unmatched	1		worden vnd kvntlichen sage her			
vorborgne	unmatched	1		glenczende ein vorborgne weisse so			
reisen	ambiguous	1	lemma_10470|lemma_4883|lemma_4893	die har reisen oder vallen			
yn;	unmatched	1		vorvrteile her yn; ane czweiuel			
ousgesaczt	unmatched	1		vnd wirt ousgesaczt noch dem			
getrentes	unmatched	1		habn ouf getrentes gewant vnd			
vortumet	unmatched	1		vorstopfet vnd vortumet vnd vnrein			
beschreien	unmatched	1		her sich beschreien alle czeite			
wefil	unmatched	1		an dem wefil oder vel			
rotlechte	unmatched	1		weislecht oder rotlechte dor an			
vorsleusset	unmatched	1		ist vnd vorsleusset das anderr			
vbiral	unmatched	1		ist oder vbiral die ousseczikeit			
vorporgner	unmatched	1		das si vorporgner wirt die			
vorvngemeiligt	unmatched	1		steten die vorvngemeiligt waren so			
fligende	unmatched	1		es ein fligende vnd ein			
warfis	unmatched	1		leineins des warfis vnd wefels			
gewurmeltis	unmatched	1		holcz vnd gewurmeltis vnd ysop			
scher	ambiguous	1	lemma_21408|lemma_50523|lemma_989	tage so scher her ab			
wimbrauen	unmatched	1		vnd die wimbrauen vnd alles			
opferspeisen;	unmatched	1		mit seinen opferspeisen; Und der			
turtiltŏubel	unmatched	1		vnd czwei turtiltŏubel oder czwei			
oles;	unmatched	1		den sechster oles; das her			
ŏls	unmatched	1		Aber des ŏls ein teil			
sprengt	unmatched	1		hant vnd sprengt gegen vnserm			
ŏlis	unmatched	1		teil des ŏlis das do			
gereinigten	unmatched	1		houbt des gereinigten LEUITICUS so			
turtiltoubil	unmatched	1		Und das turtiltoubil oder das			
toubenkeuchil	unmatched	1		oder das toubenkeuchil opfer her			
ouseczigen	unmatched	1		opfer des ouseczigen der do			
ousseczigheit	unmatched	1		slac der ousseczigheit ist in			
velbe	unmatched	1		vlecke mit velbe oder mit			
gestifte	ambiguous	1	lemma_2256|lemma_5771	dem andern gestifte so gee			
kraczens	unmatched	1		des ab kraczens ous der			
nomen	ambiguous	1	lemma_13988|lemma_4306|lemma_4330	sint ge nomen vnd mit			
cleiben	unmatched	1		anderm kote cleiben das hous			
bestendige	unmatched	1		es ein bestendige ousseczikeit vnd			
gecleibet	unmatched	1		anderweit ist gecleibet so reinig			
reinig	unmatched	1		gecleibet so reinig her das			
gewurmiltes	unmatched	1		holcz vnd gewurmiltes vnd ysop			
sperlinc	unmatched	1		den lebendigen sperlinc vnd tvnke			
getŏtten	unmatched	1		blut des getŏtten sperlinges Und			
sperlings	unmatched	1		blute des sperlings als in			
gewurmilten	unmatched	1		vnd dem gewurmilten Und wenne			
lesit	unmatched	1		sperling vrei lesit vligen ouf			
schisenden	unmatched	1		der ouf schisenden - platern			
slefit	unmatched	1		dorinne her slefit wirt vnrein			
wassche	unmatched	1		vleisch der wassche sein gewant			
gewasschen	unmatched	1		vnd er gewasschen in wasser			
seinlicher	unmatched	1		der ein seinlicher ist vnd			
vorgetwagen	unmatched	1		hat nicht vorgetwagen seine hende			
le	ambiguous	1	lemma_3648|lemma_3649	so cze le her siben			
turtiltovben	unmatched	1		her czwu turtiltovben oder czwei			
keuchil	unmatched	1		czwei touben keuchil vnd kvme			
worinne	unmatched	1		abende Und worinne sie slefet			
sitczet	unmatched	1		slefet oder sitczet in den			
turtiltouben	unmatched	1		priester czwu turtiltouben oder czwei			
vnflat	unmatched	1		in irem vnflat so sie			
bedackit	unmatched	1		mit der bedackit wirt die			
betetafeln	unmatched	1		ouf der betetafeln es sei			
offer	unmatched	1		Ein kalp offer er vor			
cleiden	ambiguous	1	lemma_3341|lemma_3348|lemma_3352	her sich cleiden vnd mit			
wetin	unmatched	1		in nider wetin sol her			
vorhullen	unmatched	1		sein scheinde vorhullen vnd schol			
gewaschn	unmatched	1		so her gewaschn wirt sol			
gebitet	unmatched	1		kalp vnd gebitet vor sich			
poten;	unmatched	1		ous gesanten poten; vnd ouf			
ousgesanten	unmatched	1		pocke dem ousgesanten poten den			
houfgelegten	unmatched	1		des zu houfgelegten thymiamischen puluers			
sterbe;	unmatched	1		her icht sterbe; vnd heb			
ostin	unmatched	1		tafeln gegen ostin Und wenne			
gepotin	unmatched	1		als do gepotin ist von			
geczeuknvs	unmatched	1		geczelde des geczeuknvs das do			
gesteckit	unmatched	1		do ist gesteckit vnder in			
czigenpockes	unmatched	1		vnd des czigenpockes Und giesse			
sprengende	unmatched	1		vmme vnd sprengende mit dem			
peichtige	unmatched	1		houbt vnd peichtige alle die			
wŭnschet	unmatched	1		svnde Die wŭnschet her seinem			
getregt	unmatched	1		czigen pok getregt alle ire			
wŭste	unmatched	1		in eine wŭste erde Und			
Gen\u0020er	unmatched	1		dem alter Gen\u0020er vor war			
menede	unmatched	1		dem sibenden menede an dem			
inlendige	unmatched	1		wol der inlendige als der			
pilgereymet	unmatched	1		der do pilgereymet vnder euch			
sprehende	unmatched	1		gepoten hat sprehende Ein yclich			
suzikkeit	unmatched	1		ruche der suzikkeit vnserm herren			
gevnkeuschet	unmatched	1		sie habn gevnkeuschet Ein ewiges			
nochkvmlingen	unmatched	1		vnd iren nochkvmlingen Und sprechet			
enfuret	unmatched	1		geczeuknusses nicht enfuret so das			
Herten	ambiguous	1	lemma_13697|lemma_2787|lemma_2789|lemma_2795	isset blut Herten wil ich			
giesset	unmatched	1		das gutlich giesset ouf meinen			
vorgiesse	unmatched	1		sein blut vorgiesse her vnd			
sie;	unmatched	1		muter ist sie; nicht enplecke			
ousen	unmatched	1		heime oder ousen sei geporn			
vnczucht	unmatched	1		fruntschaft ist vnczucht Die swester			
trugenschaft	unmatched	1		zu einer trugenschaft noch enplecke			
vndewen	unmatched	1		sie ous vndewen wirt ir			
vorwasenunge	unmatched	1		alle dise vorwasenunge habn getan			
povleute	unmatched	1		getan di povleute diser erden			
worchtet	unmatched	1		semeliche werk worchtet als sie			
grausamen	unmatched	1		von den grausamen ichtesicht vorgeen			
abgŏten	unmatched	1		zu den abgŏten Noch machet			
gegosne	unmatched	1		machet euch gegosne gŏte Ich			
vorbranter	unmatched	1		wirt ein vorbranter vnd der			
vnge	unmatched	1		vnd der vnge nemikeit schuldig			
nemikeit	unmatched	1		der vnge nemikeit schuldig der			
cloube	unmatched	1		lebenden eher cloube nicht ouf			
speierl	unmatched	1		die trouben speierl vnd die			
kŏrner	unmatched	1		ab gevallen kŏrner saltu nicht			
vordrucke	unmatched	1		mit gewalt vordrucke in Nichte			
gemiten	unmatched	1		lon deines gemiten knechtis bei			
vngeleichlich	unmatched	1		tu das vngeleichlich ist noch			
Rechticlichen	unmatched	1		des mechtigen Rechticlichen saltu richten			
rouner	unmatched	1		LEUITICUS ein rouner in dem			
vngleichem	unmatched	1		nicht mit vngleichem samen Das			
czweierlei	unmatched	1		das ous czweierlei geworcht ist			
freiheit	unmatched	1		noch der freiheit gegeben zu			
pelczet	unmatched	1		erde vnd pelczet dor ein			
lŏblich	unmatched	1		werden geheiligt lŏblich vnserm herren			
in\u0020trovme	unmatched	1		czoubern noch in\u0020trovme gelouben Ir			
schopf	ambiguous	1	lemma_12070|lemma_12603	scheiblecht ewern schopf besneiden noch			
lŏcher	unmatched	1		noch gebranter lŏcher an euch			
gevnreinigt	unmatched	1		ir icht gevnreinigt werdet von			
graen	unmatched	1		Uor dem graen houbte stee			
psone	unmatched	1		ere die psone des alden			
wenne\u0020ir	unmatched	1		euch selber wenne\u0020ir seit ouch			
vngleicheit	unmatched	1		gote Keinerlei vngleicheit sult ir			
vorlasset	unmatched	1		das das vorlasset das volk			
ringwegende	unmatched	1		recht sam ringwegende mein gepot			
