xml_id,form,context,normalized,match_type,lemma_ids
WZB_103va_24_3,mit,sol essen mit seinen svnen,mit,matched,lemma_4172
WZB_103va_24_4,seinen,essen mit seinen svnen an,seinen,matched,lemma_1517
WZB_103va_25_0,svnen,mit seinen svnen an sowerteig,svnen,unmatched,
WZB_103va_25_1,an,seinen svnen an sowerteig vnd,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_103va_25_2,sowerteig,svnen an sowerteig vnd sol,sowerteig,unmatched,
WZB_103va_25_3,vnd,an sowerteig vnd sol das,vnd,matched,lemma_6467
WZB_103va_26_0,sol,sowerteig vnd sol das essen,sol,matched,lemma_5608
WZB_103va_26_1,das,vnd sol das essen an,das,ambiguous,lemma_1097|lemma_13169
WZB_103va_26_2,essen,sol das essen an der,essen,ambiguous,lemma_1726|lemma_1764
WZB_103va_26_3,an,das essen an der heiligen,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_103va_26_4,der,essen an der heiligen stat,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103va_26_5,heiligen,an der heiligen stat des,heiligen,matched,lemma_2708
WZB_103va_27_0,stat,der heiligen stat des grosen,stat,ambiguous,lemma_5710|lemma_5732
WZB_103va_27_1,des,heiligen stat des grosen geczeldis,des,ambiguous,lemma_1097|lemma_1119|lemma_1186
WZB_103va_27_2,grosen,stat des grosen geczeldis des,grosen,matched,lemma_2534
WZB_103va_27_3,geczeldis,des grosen geczeldis des geczeldis,geczeldis,unmatched,
WZB_103va_27_4,des,grosen geczeldis des geczeldis Und,des,ambiguous,lemma_1097|lemma_1119|lemma_1186
WZB_103va_28_0,geczeldis,geczeldis des geczeldis Und dorvmme,geczeldis,unmatched,
WZB_103va_28_3,Und,des geczeldis Und dorvmme sol,und,matched,lemma_6467
WZB_103va_28_4,dorvmme,geczeldis Und dorvmme sol es,dorvmme,matched,lemma_30703
WZB_103va_28_5,sol,Und dorvmme sol es nicht,sol,matched,lemma_5608
WZB_103va_29_0,es,dorvmme sol es nicht gesowert,es,ambiguous,lemma_1762|lemma_38737
WZB_103va_29_1,nicht,sol es nicht gesowert werden,nicht,matched,lemma_4377
WZB_103va_29_2,gesowert,es nicht gesowert werden wenne,gesowert,unmatched,
WZB_103va_29_3,werden,nicht gesowert werden wenne sein,werden,ambiguous,lemma_62628|lemma_7489|lemma_7500
WZB_103va_30_0,wenne,gesowert werden wenne sein teil,wenne,matched,lemma_7385
WZB_103va_30_1,sein,werden wenne sein teil von,sein,ambiguous,lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432
WZB_103va_30_2,teil,wenne sein teil von im,teil,ambiguous,lemma_6041|lemma_6042
WZB_103va_30_3,von,sein teil von im wirt,von,matched,lemma_7193
WZB_103va_30_4,im,teil von im wirt in,im,ambiguous,lemma_10734|lemma_1517|lemma_1762
WZB_103va_30_5,wirt,von im wirt in got,wirt,ambiguous,lemma_7489|lemma_7652
WZB_103va_31_0,in,im wirt in got geopfert,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_103va_31_1,got,wirt in got geopfert in,got,matched,lemma_2465
WZB_103va_31_2,geopfert,in got geopfert in weirouch,geopfert,matched,lemma_4489
WZB_103va_31_3,in,got geopfert in weirouch Heilicheit,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_103va_31_4,weirouch,geopfert in weirouch Heilicheit der,weirouch,unmatched,
WZB_103va_32_0,Heilicheit,in weirouch Heilicheit der heiligen,heilicheit,matched,lemma_10957
WZB_103va_32_1,der,weirouch Heilicheit der heiligen wirt,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103va_32_2,heiligen,Heilicheit der heiligen wirt das,heiligen,matched,lemma_2708
WZB_103va_32_3,wirt,der heiligen wirt das als,wirt,ambiguous,lemma_7489|lemma_7652
WZB_103va_33_0,das,heiligen wirt das als vor,das,ambiguous,lemma_1097|lemma_13169
WZB_103va_33_2,als,wirt das als vor die,als,matched,lemma_148
WZB_103va_33_3,vor,das als vor die svnde,vor,matched,lemma_7194
WZB_103va_33_4,die,als vor die svnde vnd,die,ambiguous,lemma_1139|lemma_1161
WZB_103va_33_5,svnde,vor die svnde vnd die,svnde,matched,lemma_5867
WZB_103va_33_7,vnd,die svnde vnd die vorlasenheit,vnd,matched,lemma_6467
WZB_103va_34_0,die,svnde vnd die vorlasenheit Die,die,ambiguous,lemma_1139|lemma_1161
WZB_103va_34_1,vorlasenheit,vnd die vorlasenheit Die man,vorlasenheit,unmatched,
WZB_103va_34_4,Die,die vorlasenheit Die man nvr,die,ambiguous,lemma_1139|lemma_1161
WZB_103va_34_5,man,vorlasenheit Die man nvr alleine,man,ambiguous,lemma_3909|lemma_3957|lemma_3958|lemma_3966
WZB_103va_35_0,nvr,Die man nvr alleine von,nvr,matched,lemma_16190
WZB_103va_35_1,alleine,man nvr alleine von dem,alleine,matched,lemma_119
WZB_103va_35_2,von,nvr alleine von dem geslechte,von,matched,lemma_7193
WZB_103va_35_3,dem,alleine von dem geslechte sullen,dem,ambiguous,lemma_1097|lemma_1119
WZB_103va_35_4,geslechte,von dem geslechte sullen essen,geslechte,matched,lemma_2233
WZB_103va_36_0,sullen,dem geslechte sullen essen das,sullen,matched,lemma_5608
WZB_103va_36_1,essen,geslechte sullen essen das Elichen,essen,ambiguous,lemma_1726|lemma_1764
WZB_103va_36_2,das,sullen essen das Elichen vnd,das,ambiguous,lemma_1097|lemma_13169
WZB_103vb_1_0,Elichen,essen das Elichen vnd ewiclichen,elichen,matched,lemma_1280
WZB_103vb_1_1,vnd,das Elichen vnd ewiclichen ist,vnd,matched,lemma_6467
WZB_103vb_1_2,ewiclichen,Elichen vnd ewiclichen ist daz,ewiclichen,matched,lemma_1293
WZB_103vb_1_3,ist,vnd ewiclichen ist daz in,ist,matched,lemma_5432
WZB_103vb_1_4,daz,ewiclichen ist daz in ewern,daz,ambiguous,lemma_1097|lemma_14087
WZB_103vb_2_0,in,ist daz in ewern geperungen,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_103vb_2_1,ewern,daz in ewern geperungen von,ewern,matched,lemma_56117
WZB_103vb_2_2,geperungen,in ewern geperungen von den,geperungen,unmatched,
WZB_103vb_2_4,von,ewern geperungen von den opfern,von,matched,lemma_7193
WZB_103vb_3_0,den,geperungen von den opfern der,den,matched,lemma_1119
WZB_103vb_3_1,opfern,von den opfern der heilicheit,opfern,matched,lemma_4489
WZB_103vb_3_2,der,den opfern der heilicheit Ein,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_3_3,heilicheit,opfern der heilicheit Ein yclicher,heilicheit,matched,lemma_10957
WZB_103vb_3_6,Ein,der heilicheit Ein yclicher der,ein,ambiguous,lemma_119|lemma_13|lemma_1331|lemma_2975
WZB_103vb_4_0,yclicher,heilicheit Ein yclicher der di,yclicher,matched,lemma_3006
WZB_103vb_4_2,der,Ein yclicher der di an,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_4_3,di,yclicher der di an ruret,di,ambiguous,lemma_1119|lemma_1139
WZB_103vb_4_4,an,der di an ruret der,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_103vb_4_5,ruret,di an ruret der -,ruret,matched,lemma_5005
WZB_103vb_4_8,der,an ruret der - wirt,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_4_9,-,ruret der - wirt heilig,-,unmatched,
WZB_103vb_5_0,wirt,der - wirt heilig vnd,wirt,ambiguous,lemma_7489|lemma_7652
WZB_103vb_5_1,heilig,- wirt heilig vnd geheiligt,heilig,matched,lemma_2708
WZB_103vb_5_3,vnd,wirt heilig vnd geheiligt Und,vnd,matched,lemma_6467
WZB_103vb_5_4,geheiligt,heilig vnd geheiligt Und vnser,geheiligt,matched,lemma_18886
WZB_103vb_6_0,Und,vnd geheiligt Und vnser herre,und,matched,lemma_6467
WZB_103vb_6_1,vnser,geheiligt Und vnser herre redte,vnser,matched,lemma_7643
WZB_103vb_6_2,herre,Und vnser herre redte zu,herre,ambiguous,lemma_2684|lemma_2761
WZB_103vb_6_3,redte,vnser herre redte zu sprechende,redte,matched,lemma_4830
WZB_103vb_6_4,zu,herre redte zu sprechende Das,zu,matched,lemma_7770
WZB_103vb_6_5,sprechende,redte zu sprechende Das ist,sprechende,matched,lemma_5693
WZB_103vb_6_8,Das,zu sprechende Das ist das,das,ambiguous,lemma_1097|lemma_13169
WZB_103vb_6_9,ist,sprechende Das ist das opfer,ist,matched,lemma_5432
WZB_103vb_6_10,das,Das ist das opfer vnd,das,ambiguous,lemma_1097|lemma_13169
WZB_103vb_6_11,opfer,ist das opfer vnd seiner,opfer,ambiguous,lemma_4488|lemma_4489
WZB_103vb_7_0,vnd,das opfer vnd seiner svne,vnd,matched,lemma_6467
WZB_103vb_7_1,seiner,opfer vnd seiner svne die,seiner,matched,lemma_1517
WZB_103vb_7_2,svne,vnd seiner svne die sie,svne,matched,lemma_5883
WZB_103vb_8_0,die,seiner svne die sie opfern,die,ambiguous,lemma_1139|lemma_1161
WZB_103vb_8_1,sie,svne die sie opfern sullen,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_103vb_8_2,opfern,die sie opfern sullen vnserm,opfern,matched,lemma_4489
WZB_103vb_8_3,sullen,sie opfern sullen vnserm herren,sullen,matched,lemma_5608
WZB_103vb_8_4,vnserm,opfern sullen vnserm herren an,vnserm,matched,lemma_7643
WZB_103vb_9_0,herren,sullen vnserm herren an dem,herren,ambiguous,lemma_2684|lemma_42447
WZB_103vb_9_1,an,vnserm herren an dem tage,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_103vb_9_2,dem,herren an dem tage der,dem,ambiguous,lemma_1097|lemma_1119
WZB_103vb_9_3,tage,an dem tage der kresemunge,tage,matched,lemma_5994
WZB_103vb_9_4,der,dem tage der kresemunge Das,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_9_5,kresemunge,tage der kresemunge Das czehende,kresemunge,unmatched,
WZB_103vb_10_2,Das,der kresemunge Das czehende teil,das,ambiguous,lemma_1097|lemma_13169
WZB_103vb_10_3,czehende,kresemunge Das czehende teil der,czehende,unmatched,
WZB_103vb_10_4,teil,Das czehende teil der mase,teil,ambiguous,lemma_6041|lemma_6042
WZB_103vb_11_0,der,czehende teil der mase die,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_11_1,mase,teil der mase die do,mase,ambiguous,lemma_3912|lemma_4008
WZB_103vb_11_3,die,der mase die do heisset,die,ambiguous,lemma_1139|lemma_1161
WZB_103vb_11_4,do,mase die do heisset eph,do,ambiguous,lemma_1055|lemma_1180|lemma_1242|lemma_4445
WZB_103vb_11_5,heisset,die do heisset eph sullen,heisset,matched,lemma_2731
WZB_103vb_11_6,eph,do heisset eph sullen sie,eph,unmatched,
WZB_103vb_12_0,sullen,heisset eph sullen sie opfern,sullen,matched,lemma_5608
WZB_103vb_12_1,sie,eph sullen sie opfern semil,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_103vb_12_2,opfern,sullen sie opfern semil in,opfern,matched,lemma_4489
WZB_103vb_12_3,semil,sie opfern semil in ewigem,semil,unmatched,
WZB_103vb_12_4,in,opfern semil in ewigem opfer,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_103vb_12_5,ewigem,semil in ewigem opfer der,ewigem,matched,lemma_1292
WZB_103vb_13_0,opfer,in ewigem opfer der heilicheit,opfer,ambiguous,lemma_4488|lemma_4489
WZB_103vb_13_1,der,ewigem opfer der heilicheit sein,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_13_2,heilicheit,opfer der heilicheit sein halben,heilicheit,matched,lemma_10957
WZB_103vb_13_3,sein,der heilicheit sein halben teil,sein,ambiguous,lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432
WZB_103vb_14_0,halben,heilicheit sein halben teil vru,halben,ambiguous,lemma_2617|lemma_2618
WZB_103vb_14_1,teil,sein halben teil vru vnd,teil,ambiguous,lemma_6041|lemma_6042
WZB_103vb_14_2,vru,halben teil vru vnd sein,vru,matched,lemma_7277
WZB_103vb_14_4,vnd,teil vru vnd sein halben,vnd,matched,lemma_6467
WZB_103vb_14_5,sein,vru vnd sein halben teil,sein,ambiguous,lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432
WZB_103vb_14_6,halben,vnd sein halben teil des,halben,ambiguous,lemma_2617|lemma_2618
WZB_103vb_15_0,teil,sein halben teil des abendes,teil,ambiguous,lemma_6041|lemma_6042
WZB_103vb_15_1,des,halben teil des abendes die,des,ambiguous,lemma_1097|lemma_1119|lemma_1186
WZB_103vb_15_2,abendes,teil des abendes die do,abendes,matched,lemma_3
WZB_103vb_15_5,die,des abendes die do in,die,ambiguous,lemma_1139|lemma_1161
WZB_103vb_15_6,do,abendes die do in der,do,ambiguous,lemma_1055|lemma_1180|lemma_1242|lemma_4445
WZB_103vb_15_7,in,die do in der pfannen,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_103vb_16_0,der,do in der pfannen mit,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_16_1,pfannen,in der pfannen mit ŏl,pfannen,matched,lemma_4623
WZB_103vb_16_2,mit,der pfannen mit ŏl besprengt,mit,matched,lemma_4172
WZB_103vb_16_3,ŏl,pfannen mit ŏl besprengt werden,ŏl,unmatched,
WZB_103vb_16_4,besprengt,mit ŏl besprengt werden vnd,besprengt,matched,lemma_15034
WZB_103vb_17_0,werden,ŏl besprengt werden vnd gerŏst,werden,ambiguous,lemma_62628|lemma_7489|lemma_7500
WZB_103vb_17_1,vnd,besprengt werden vnd gerŏst Aber,vnd,matched,lemma_6467
WZB_103vb_17_2,gerŏst,werden vnd gerŏst Aber opfern,gerŏst,unmatched,
WZB_103vb_17_5,Aber,vnd gerŏst Aber opfern sol,aber,ambiguous,lemma_18792|lemma_35
WZB_103vb_17_6,opfern,gerŏst Aber opfern sol her,opfern,matched,lemma_4489
WZB_103vb_18_0,sol,Aber opfern sol her sie,sol,matched,lemma_5608
WZB_103vb_18_1,her,opfern sol her sie warm,her,ambiguous,lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825
WZB_103vb_18_2,sie,sol her sie warm in,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_103vb_18_3,warm,her sie warm in einen,warm,matched,lemma_7401
WZB_103vb_18_4,in,sie warm in einen suzen,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_103vb_18_5,einen,warm in einen suzen ruche,einen,ambiguous,lemma_1331|lemma_31353
WZB_103vb_19_0,suzen,in einen suzen ruche vnserm,suzen,matched,lemma_5864
WZB_103vb_19_1,ruche,einen suzen ruche vnserm herren,ruche,ambiguous,lemma_31613|lemma_5021
WZB_103vb_19_2,vnserm,suzen ruche vnserm herren Der,vnserm,matched,lemma_7643
WZB_103vb_19_3,herren,ruche vnserm herren Der priester,herren,ambiguous,lemma_2684|lemma_42447
WZB_103vb_20_0,Der,vnserm herren Der priester der,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_20_1,priester,herren Der priester der in,priester,matched,lemma_4734
WZB_103vb_20_3,der,Der priester der in die,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_20_4,in,priester der in die recht,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_103vb_20_5,die,der in die recht seines,die,ambiguous,lemma_1139|lemma_1161
WZB_103vb_20_6,recht,in die recht seines vaters,recht,matched,lemma_4840
WZB_103vb_21_0,seines,die recht seines vaters ist,seines,matched,lemma_1517
WZB_103vb_21_1,vaters,recht seines vaters ist getreten,vaters,matched,lemma_6771
WZB_103vb_21_2,ist,seines vaters ist getreten v,ist,matched,lemma_5432
WZB_103vb_21_3,getreten,vaters ist getreten v vnd,getreten,matched,lemma_6188
WZB_103vb_21_5,v,ist getreten v vnd gar,v,matched,lemma_13826
WZB_103vb_22_0,vnd,getreten v vnd gar wirt,vnd,matched,lemma_6467
WZB_103vb_22_1,gar,v vnd gar wirt sie,gar,matched,lemma_1913
WZB_103vb_22_2,wirt,vnd gar wirt sie vorbrant,wirt,ambiguous,lemma_7489|lemma_7652
WZB_103vb_22_3,sie,gar wirt sie vorbrant ouf,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_103vb_22_4,vorbrant,wirt sie vorbrant ouf dem,vorbrant,unmatched,
WZB_103vb_23_0,ouf,sie vorbrant ouf dem alter,ouf,matched,lemma_6330
WZB_103vb_23_1,dem,vorbrant ouf dem alter Wenne,dem,ambiguous,lemma_1097|lemma_1119
WZB_103vb_23_2,alter,ouf dem alter Wenne alles,alter,ambiguous,lemma_155|lemma_156
WZB_103vb_23_5,Wenne,dem alter Wenne alles opfer,wenne,matched,lemma_7385
WZB_103vb_23_6,alles,alter Wenne alles opfer der,alles,matched,lemma_106
WZB_103vb_24_0,opfer,Wenne alles opfer der heilichet,opfer,ambiguous,lemma_4488|lemma_4489
WZB_103vb_24_1,der,alles opfer der heilichet der,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_24_2,heilichet,opfer der heilichet der priester,heilichet,unmatched,
WZB_103vb_24_4,der,der heilichet der priester wirt,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_24_5,priester,heilichet der priester wirt von,priester,matched,lemma_4734
WZB_103vb_25_1,wirt,der priester wirt von dem,wirt,ambiguous,lemma_7489|lemma_7652
WZB_103vb_25_2,von,priester wirt von dem few̆er,von,matched,lemma_7193
WZB_103vb_25_3,dem,wirt von dem few̆er vorczert,dem,ambiguous,lemma_1097|lemma_1119
WZB_103vb_25_4,few̆er,von dem few̆er vorczert noch,few̆er,unmatched,
WZB_103vb_25_5,vorczert,dem few̆er vorczert noch nimant,vorczert,unmatched,
WZB_103vb_26_2,noch,few̆er vorczert noch nimant isset,noch,ambiguous,lemma_14402|lemma_4281|lemma_4415
WZB_103vb_26_3,nimant,vorczert noch nimant isset do,nimant,matched,lemma_4366
WZB_103vb_26_4,isset,noch nimant isset do von,isset,matched,lemma_1764
WZB_103vb_26_5,do,nimant isset do von Und,do,ambiguous,lemma_1055|lemma_1180|lemma_1242|lemma_4445
WZB_103vb_27_0,von,isset do von Und vnser,von,matched,lemma_7193
WZB_103vb_27_3,Und,do von Und vnser herre,und,matched,lemma_6467
WZB_103vb_27_4,vnser,von Und vnser herre redte,vnser,matched,lemma_7643
WZB_103vb_27_5,herre,Und vnser herre redte zu,herre,ambiguous,lemma_2684|lemma_2761
WZB_103vb_27_6,redte,vnser herre redte zu sprechende,redte,matched,lemma_4830
WZB_103vb_28_0,zu,herre redte zu sprechende Sprich,zu,matched,lemma_7770
WZB_103vb_28_1,sprechende,redte zu sprechende Sprich zu,sprechende,matched,lemma_5693
WZB_103vb_28_4,Sprich,zu sprechende Sprich zu vnd,sprich,matched,lemma_5693
WZB_103vb_29_0,zu,sprechende Sprich zu vnd zu,zu,matched,lemma_7770
WZB_103vb_29_1,vnd,Sprich zu vnd zu seinen,vnd,matched,lemma_6467
WZB_103vb_29_2,zu,zu vnd zu seinen svnen,zu,matched,lemma_7770
WZB_103vb_29_3,seinen,vnd zu seinen svnen Das,seinen,matched,lemma_1517
WZB_103vb_29_4,svnen,zu seinen svnen Das ist,svnen,unmatched,
WZB_103vb_30_0,Das,seinen svnen Das ist die,das,ambiguous,lemma_1097|lemma_13169
WZB_103vb_30_1,ist,svnen Das ist die e,ist,matched,lemma_5432
WZB_103vb_30_2,die,Das ist die e des,die,ambiguous,lemma_1139|lemma_1161
WZB_103vb_30_4,e,ist die e des opfertires,e,ambiguous,lemma_10937|lemma_1281|lemma_3004
WZB_103vb_30_6,des,die e des opfertires vor,des,ambiguous,lemma_1097|lemma_1119|lemma_1186
WZB_103vb_30_7,opfertires,e des opfertires vor die,opfertires,unmatched,
WZB_103vb_31_0,vor,des opfertires vor die svnde,vor,matched,lemma_7194
WZB_103vb_31_1,die,opfertires vor die svnde An,die,ambiguous,lemma_1139|lemma_1161
WZB_103vb_31_2,svnde,vor die svnde An der,svnde,matched,lemma_5867
WZB_103vb_31_5,An,die svnde An der stat,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_103vb_31_6,der,svnde An der stat do,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_31_7,stat,An der stat do man,stat,ambiguous,lemma_5710|lemma_5732
WZB_103vb_31_9,do,der stat do man opfert,do,ambiguous,lemma_1055|lemma_1180|lemma_1242|lemma_4445
WZB_103vb_32_0,man,stat do man opfert das,man,ambiguous,lemma_3909|lemma_3957|lemma_3958|lemma_3966
WZB_103vb_32_1,opfert,do man opfert das gancz,opfert,matched,lemma_4489
WZB_103vb_32_2,das,man opfert das gancz enczunte,das,ambiguous,lemma_1097|lemma_13169
WZB_103vb_32_3,gancz,opfert das gancz enczunte opfer,gancz,matched,lemma_1912
WZB_103vb_32_4,enczunte,das gancz enczunte opfer sol,enczunte,unmatched,
WZB_103vb_33_0,opfer,gancz enczunte opfer sol das,opfer,ambiguous,lemma_4488|lemma_4489
WZB_103vb_33_3,sol,enczunte opfer sol das werden,sol,matched,lemma_5608
WZB_103vb_33_4,das,opfer sol das werden getŏtet,das,ambiguous,lemma_1097|lemma_13169
WZB_103vb_33_5,werden,sol das werden getŏtet vor,werden,ambiguous,lemma_62628|lemma_7489|lemma_7500
WZB_103vb_34_0,getŏtet,das werden getŏtet vor vnserm,getŏtet,unmatched,
WZB_103vb_34_1,vor,werden getŏtet vor vnserm herren,vor,matched,lemma_7194
WZB_103vb_34_2,vnserm,getŏtet vor vnserm herren Heilicheit,vnserm,matched,lemma_7643
WZB_103vb_34_3,herren,vor vnserm herren Heilicheit der,herren,ambiguous,lemma_2684|lemma_42447
WZB_103vb_35_0,Heilicheit,vnserm herren Heilicheit der heiligen,heilicheit,matched,lemma_10957
WZB_103vb_35_1,der,herren Heilicheit der heiligen ist,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_103vb_35_2,heiligen,Heilicheit der heiligen ist LEUITICUS,heiligen,matched,lemma_2708
WZB_103vb_35_3,ist,der heiligen ist LEUITICUS es,ist,matched,lemma_5432
WZB_104ra_1_0,LEUITICUS,heiligen ist LEUITICUS es Der,leuiticus,unmatched,
WZB_104ra_2_0,es,ist LEUITICUS es Der priester,es,ambiguous,lemma_1762|lemma_38737
WZB_104ra_2_3,Der,LEUITICUS es Der priester der,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_104ra_2_4,priester,es Der priester der das,priester,matched,lemma_4734
WZB_104ra_2_6,der,Der priester der das opfert,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_104ra_2_7,das,priester der das opfert sol,das,ambiguous,lemma_1097|lemma_13169
WZB_104ra_2_8,opfert,der das opfert sol sie,opfert,matched,lemma_4489
WZB_104ra_3_0,sol,das opfert sol sie essen,sol,matched,lemma_5608
WZB_104ra_3_1,sie,opfert sol sie essen an,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_104ra_3_2,essen,sol sie essen an der,essen,ambiguous,lemma_1726|lemma_1764
WZB_104ra_3_3,an,sie essen an der heiligen,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_104ra_3_4,der,essen an der heiligen stat,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_104ra_3_5,heiligen,an der heiligen stat in,heiligen,matched,lemma_2708
WZB_104ra_3_6,stat,der heiligen stat in dem,stat,ambiguous,lemma_5710|lemma_5732
WZB_104ra_4_0,in,heiligen stat in dem grosen,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_104ra_4_1,dem,stat in dem grosen geczelde,dem,ambiguous,lemma_1097|lemma_1119
WZB_104ra_4_2,grosen,in dem grosen geczelde des,grosen,matched,lemma_2534
WZB_104ra_4_3,geczelde,dem grosen geczelde des geczeldis,geczelde,unmatched,
WZB_104ra_4_4,des,grosen geczelde des geczeldis Was,des,ambiguous,lemma_1097|lemma_1119|lemma_1186
WZB_104ra_4_5,geczeldis,geczelde des geczeldis Was do,geczeldis,unmatched,
WZB_104ra_5_2,Was,des geczeldis Was do vleisch,was,ambiguous,lemma_29723|lemma_5941|lemma_7505
WZB_104ra_5_3,do,geczeldis Was do vleisch an,do,ambiguous,lemma_1055|lemma_1180|lemma_1242|lemma_4445
WZB_104ra_5_4,vleisch,Was do vleisch an ruret,vleisch,matched,lemma_7121
WZB_104ra_5_5,an,do vleisch an ruret das,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_104ra_5_6,ruret,vleisch an ruret das wirt,ruret,matched,lemma_5005
WZB_104ra_6_1,das,an ruret das wirt geheiligt,das,ambiguous,lemma_1097|lemma_13169
WZB_104ra_6_2,wirt,ruret das wirt geheiligt Ist,wirt,ambiguous,lemma_7489|lemma_7652
WZB_104ra_6_3,geheiligt,das wirt geheiligt Ist ł,geheiligt,matched,lemma_18886
WZB_104ra_6_6,Ist,wirt geheiligt Ist ł das,ist,matched,lemma_5432
WZB_104ra_6_8,ł,geheiligt Ist ł das von,ł,unmatched,
WZB_104ra_7_0,das,Ist ł das von seinem,das,ambiguous,lemma_1097|lemma_13169
WZB_104ra_7_1,von,ł das von seinem blute,von,matched,lemma_7193
WZB_104ra_7_2,seinem,das von seinem blute das,seinem,matched,lemma_1517
WZB_104ra_7_3,blute,von seinem blute das gewant,blute,ambiguous,lemma_775|lemma_776
WZB_104ra_7_5,das,seinem blute das gewant wirt,das,ambiguous,lemma_1097|lemma_13169
WZB_104ra_8_0,gewant,blute das gewant wirt besprengt,gewant,ambiguous,lemma_2331|lemma_7479
WZB_104ra_8_1,wirt,das gewant wirt besprengt an,wirt,ambiguous,lemma_7489|lemma_7652
WZB_104ra_8_2,besprengt,gewant wirt besprengt an der,besprengt,matched,lemma_15034
WZB_104ra_8_4,an,wirt besprengt an der stat,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_104ra_9_0,der,besprengt an der stat der,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_104ra_9_1,stat,an der stat der heiligen,stat,ambiguous,lemma_5710|lemma_5732
WZB_104ra_9_2,der,der stat der heiligen sol,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_104ra_9_3,heiligen,stat der heiligen sol man,heiligen,matched,lemma_2708
WZB_104ra_9_4,sol,der heiligen sol man das,sol,matched,lemma_5608
WZB_104ra_9_5,man,heiligen sol man das waschen,man,ambiguous,lemma_3909|lemma_3957|lemma_3958|lemma_3966
WZB_104ra_10_0,das,sol man das waschen Aber,das,ambiguous,lemma_1097|lemma_13169
WZB_104ra_10_1,waschen,man das waschen Aber das,waschen,matched,lemma_7411
WZB_104ra_10_4,Aber,das waschen Aber das tenneine,aber,ambiguous,lemma_18792|lemma_35
WZB_104ra_10_5,das,waschen Aber das tenneine vas,das,ambiguous,lemma_1097|lemma_13169
