folder,file,ext,kategorie,bytes,geaendert
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/1. Der Leich,"Der Leich, S. 401 - 4100007.tif",.tif,scan,307208,2010-03-10
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/1. Der Leich,"Der Leich, S. 401 - 4100008.tif",.tif,scan,324896,2010-03-10
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/1. Der Leich,"Der Leich, S. 401 - 4100009.tif",.tif,scan,269136,2010-03-10
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/1. Der Leich,"Der Leich, S. 401 - 4100010.tif",.tif,scan,256168,2010-03-10
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/1. Der Leich,"Der Leich, S. 401 - 4100011.tif",.tif,scan,226236,2010-03-10
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/3. Meister-Ernst-Ton,Meister-Ernst-Ton S. 536.tif,.tif,scan,212404,2010-04-08
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/4. Des Ehrenboten Spiegelweise,Des Ehrenboten Spiegelweise 537 - 5390001.tif,.tif,scan,230264,2010-04-08
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/4. Des Ehrenboten Spiegelweise,Des Ehrenboten Spiegelweise 537 - 5390002.tif,.tif,scan,248910,2010-04-08
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/4. Des Ehrenboten Spiegelweise,Des Ehrenboten Spiegelweise 537 - 5390003.tif,.tif,scan,246218,2010-04-08
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/5. Minnen-Ton,5. Minnen-Ton S. 540 - 5490001.tif,.tif,scan,216246,2010-04-18
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/5. Minnen-Ton,5. Minnen-Ton S. 540 - 5490002.tif,.tif,scan,225986,2010-04-18
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/5. Minnen-Ton,5. Minnen-Ton S. 540 - 5490003.tif,.tif,scan,237694,2010-04-18
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/5. Minnen-Ton,5. Minnen-Ton S. 540 - 5490004.tif,.tif,scan,237276,2010-04-18
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/5. Minnen-Ton,5. Minnen-Ton S. 540 - 5490005.tif,.tif,scan,219898,2010-04-18
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/5. Minnen-Ton,5. Minnen-Ton S. 540 - 5490006.tif,.tif,scan,226734,2010-04-18
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/5. Minnen-Ton,5. Minnen-Ton S. 540 - 5490007.tif,.tif,scan,222272,2010-04-18
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/5. Minnen-Ton,5. Minnen-Ton S. 540 - 5490008.tif,.tif,scan,228194,2010-04-18
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/5. Minnen-Ton,5. Minnen-Ton S. 540 - 5490009.tif,.tif,scan,221174,2010-04-18
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/5. Minnen-Ton,5. Minnen-Ton S. 540 - 5490010.tif,.tif,scan,202412,2010-04-18
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/6. Unechte Sprüche,6. Unechte Sprüche S. 550 - 5580001.tif,.tif,scan,216836,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/6. Unechte Sprüche,6. Unechte Sprüche S. 550 - 5580002.tif,.tif,scan,230916,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/6. Unechte Sprüche,6. Unechte Sprüche S. 550 - 5580003.tif,.tif,scan,248594,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/6. Unechte Sprüche,6. Unechte Sprüche S. 550 - 5580004.tif,.tif,scan,246104,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/6. Unechte Sprüche,6. Unechte Sprüche S. 550 - 5580005.tif,.tif,scan,248968,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/6. Unechte Sprüche,6. Unechte Sprüche S. 550 - 5580006.tif,.tif,scan,245562,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/6. Unechte Sprüche,6. Unechte Sprüche S. 550 - 5580007.tif,.tif,scan,245676,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/6. Unechte Sprüche,6. Unechte Sprüche S. 550 - 5580008.tif,.tif,scan,249304,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/6. Unechte Sprüche,6. Unechte Sprüche S. 550 - 5580009.tif,.tif,scan,194892,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/7. Spiegelweise,7. Spiegelweise S. 559 bis 5700001.tif,.tif,scan,247412,2010-05-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/7. Spiegelweise,7. Spiegelweise S. 559 bis 5700002.tif,.tif,scan,267642,2010-05-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/7. Spiegelweise,7. Spiegelweise S. 559 bis 5700003.tif,.tif,scan,251388,2010-05-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/7. Spiegelweise,7. Spiegelweise S. 559 bis 5700004.tif,.tif,scan,248920,2010-05-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/7. Spiegelweise,7. Spiegelweise S. 559 bis 5700005.tif,.tif,scan,243370,2010-05-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/7. Spiegelweise,7. Spiegelweise S. 559 bis 5700006.tif,.tif,scan,256118,2010-05-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/7. Spiegelweise,7. Spiegelweise S. 559 bis 5700007.tif,.tif,scan,261018,2010-05-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/7. Spiegelweise,7. Spiegelweise S. 559 bis 5700008.tif,.tif,scan,262498,2010-05-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/7. Spiegelweise,7. Spiegelweise S. 559 bis 5700009.tif,.tif,scan,254206,2010-05-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/7. Spiegelweise,7. Spiegelweise S. 559 bis 5700010.tif,.tif,scan,256944,2010-05-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/7. Spiegelweise,7. Spiegelweise S. 559 bis 5700011.tif,.tif,scan,199930,2010-05-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/9. Lieder,9. Lieder S. 570 - 5730001.tif,.tif,scan,179836,2010-05-25
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/9. Lieder,9. Lieder S. 570 - 5730002.tif,.tif,scan,208726,2010-05-25
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/9. Lieder,9. Lieder S. 570 - 5730003.tif,.tif,scan,197286,2010-05-25
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Bilder/9. Lieder,9. Lieder S. 570 - 5730004.tif,.tif,scan,205490,2010-05-25
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format,1. Der Leich.rtf,.rtf,text,69485,2010-03-15
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format,3. Meister-Ernst-Ton.rtf,.rtf,text,40540,2010-04-08
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format,4. Des Ehrenboten Spiegelweise.rtf,.rtf,text,54876,2010-04-08
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format,5.Minnen-Ton.rtf,.rtf,text,53287,2010-07-09
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format,6. Unechte Sprüche.rtf,.rtf,text,23345,2010-07-09
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format,7. Spiegelweise.rtf,.rtf,text,31369,2010-07-09
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format,8. Lieder.rtf,.rtf,text,59993,2010-05-25
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (411 - 420).rtf,.rtf,text,91201,2010-03-15
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (421 - 430).rtf,.rtf,text,91487,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (431 - 440).rtf,.rtf,text,88063,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (441 - 450).rtf,.rtf,text,91674,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (451 - 460).rtf,.rtf,text,89807,2010-03-22
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (461 - 470).rtf,.rtf,text,84895,2010-03-24
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (471 - 480).rtf,.rtf,text,92260,2010-03-25
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (481 - 490).rtf,.rtf,text,94370,2010-03-25
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (491 -500).rtf,.rtf,text,95225,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (501 - 510).rtf,.rtf,text,37001,2010-06-21
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (511 - 520).rtf,.rtf,text,38833,2010-07-09
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (521 - 530).rtf,.rtf,text,98985,2010-05-20
Neue Texte (zu bearbeiten)/Die Gedichte Reinmars von Zweter/Zweter Rich Text Format/2. Fraun-Ehren-Ton,Fraun-Ehren-Ton (531 - 535).rtf,.rtf,text,64269,2010-04-08
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Anhang Bilder,Anhang0001.tif,.tif,scan,73180,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Anhang Bilder,Anhang0002.tif,.tif,scan,80902,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Anhang Bilder,Anhang0003.tif,.tif,scan,69318,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Anhang Bilder,Anhang0004.tif,.tif,scan,68580,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0001.tif,.tif,scan,139682,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0002.tif,.tif,scan,104606,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0003.tif,.tif,scan,137730,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0004.tif,.tif,scan,106118,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0005.tif,.tif,scan,105708,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0006.tif,.tif,scan,82570,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0007.tif,.tif,scan,159862,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0008.tif,.tif,scan,101024,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0009.tif,.tif,scan,102198,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0010.tif,.tif,scan,78860,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0011.tif,.tif,scan,112946,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0012.tif,.tif,scan,103010,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0013.tif,.tif,scan,113302,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0014.tif,.tif,scan,107318,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0015.tif,.tif,scan,128416,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0016.tif,.tif,scan,111678,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0017.tif,.tif,scan,108626,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0018.tif,.tif,scan,102712,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0019.tif,.tif,scan,108580,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0020.tif,.tif,scan,115320,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0021.tif,.tif,scan,107158,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0022.tif,.tif,scan,107056,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0023.tif,.tif,scan,110992,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0024.tif,.tif,scan,112934,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0025.tif,.tif,scan,108602,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0026.tif,.tif,scan,81152,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0027.tif,.tif,scan,99864,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Hardegger Bilder,Der Hardegger0028.tif,.tif,scan,93022,2011-11-18
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0001.tif,.tif,scan,114190,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0002.tif,.tif,scan,100208,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0003.tif,.tif,scan,95818,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0004.tif,.tif,scan,94306,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0005.tif,.tif,scan,97244,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0006.tif,.tif,scan,88564,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0007.tif,.tif,scan,83956,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0008.tif,.tif,scan,88570,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0009.tif,.tif,scan,86450,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0010.tif,.tif,scan,87530,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0011.tif,.tif,scan,91774,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Litschauer Bilder,Der Litschauer0012.tif,.tif,scan,88086,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0001.tif,.tif,scan,73688,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0002.tif,.tif,scan,76912,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0003.tif,.tif,scan,77864,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0004.tif,.tif,scan,75952,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0005.tif,.tif,scan,77090,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0006.tif,.tif,scan,76286,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0007.tif,.tif,scan,77224,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0008.tif,.tif,scan,73586,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0009.tif,.tif,scan,78854,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0010.tif,.tif,scan,82088,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0011.tif,.tif,scan,74138,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0012.tif,.tif,scan,79966,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0013.tif,.tif,scan,76650,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0014.tif,.tif,scan,89474,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0015.tif,.tif,scan,88954,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0016.tif,.tif,scan,91608,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0017.tif,.tif,scan,87660,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0018.tif,.tif,scan,87282,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0019.tif,.tif,scan,91590,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0020.tif,.tif,scan,88534,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0021.tif,.tif,scan,93378,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Der Unverzagte Bilder,Der Unverzagte0022.tif,.tif,scan,87218,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Höllefeuer Bilder,Höllefeuer0001.tif,.tif,scan,102854,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Höllefeuer Bilder,Höllefeuer0002.tif,.tif,scan,107290,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Höllefeuer Bilder,Höllefeuer0003.tif,.tif,scan,107420,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Höllefeuer Bilder,Höllefeuer0004.tif,.tif,scan,104668,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Höllefeuer Bilder,Höllefeuer0005.tif,.tif,scan,98896,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Höllefeuer Bilder,Höllefeuer0006.tif,.tif,scan,97536,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Höllefeuer Bilder,Höllefeuer0007.tif,.tif,scan,103988,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Singauf Bilder,Singauf0001.tif,.tif,scan,82714,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Singauf Bilder,Singauf0002.tif,.tif,scan,77852,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Singauf Bilder,Singauf0003.tif,.tif,scan,83250,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/Bilder/Singauf Bilder,Singauf0004.tif,.tif,scan,88552,2011-11-23
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/RTF,Anhang.rtf,.rtf,text,43784,2011-12-11
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/RTF,Der Hardegger.rtf,.rtf,text,90857,2011-12-13
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/RTF,Der Litschauer.rtf,.rtf,text,55798,2011-12-11
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/RTF,Der Unverzagte.rtf,.rtf,text,71412,2011-12-11
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/RTF,Höllefeuer.rtf,.rtf,text,50837,2011-12-11
Neue Texte (zu bearbeiten)/Kleinere Spruchdichter/Kleine Spruchdichter/RTF,Singauf.rtf,.rtf,text,36763,2011-12-11
Neue Texte (zu bearbeiten)/Liedersaal Scans_Originalbilder,Liedersaal I.zip,.zip,archiv,163947952,2015-06-10
Neue Texte (zu bearbeiten)/Liedersaal Scans_Originalbilder/Liedersaal I,Die Tierbeichte - 0001.tif,.tif,scan,332492,2015-03-12
Neue Texte (zu bearbeiten)/Liedersaal Scans_Originalbilder/Liedersaal I,Die Tierbeichte - 0002.tif,.tif,scan,220078,2015-03-12
Neue Texte (zu bearbeiten)/Liedersaal Scans_Originalbilder/Liedersaal I,Die zwei Beichten - 0001.tif,.tif,scan,402378,2015-03-05
Neue Texte (zu bearbeiten)/Liedersaal Scans_Originalbilder/Liedersaal I,Die zwei Beichten - 0002.tif,.tif,scan,639426,2015-03-05
Neue Texte (zu bearbeiten)/Liedersaal Scans_Originalbilder/Liedersaal I,Die zwei Beichten - 0003.tif,.tif,scan,334096,2015-03-05
Neue Texte (zu bearbeiten)/Liedersaal Scans_Originalbilder/Liedersaal I,I. Bruchstück.tif,.tif,scan,244432,2014-10-16
Neue Texte (zu bearbeiten)/Liedersaal Scans_Originalbilder/Liedersaal I,Konstanzer Liebesbriefe - 0001.tif,.tif,scan,423236,2014-10-08
